lemma	derivation	category	cluster_id	k_hop	louvain	leiden	hac
BAva	BAva/	praatipadika	33	wanton sport			
BU	BU	dhaatu	0	Name of a Yogin	Name of a Yogin	Name of a Yogin	a particular land-measure
BU	BU/	dhaatu	0	Name of Viṣṇu	Name of Viṣṇu	arising; becoming; being; existing; matter; object; springing; the act of becoming	Name of Viṣṇu; Name of an Ekāha; a term for the letter; symbolical name for the number one
BU	BU	dhaatu	1	a particular land-measure	a particular land-measure	a particular land-measure	Name of a Yogin
BU	BU/	dhaatu	1	Name of an Ekāha	Name of an Ekāha	floor; ground; land; landed property; pavement; piece of ground; soil	a place; arising; becoming; being; earth; existing; floor; ground; land; landed property; matter; object; pavement; piece of ground; soil; space; spot; springing; the act of becoming; the earth; the place of being; universe; world
BU	BU/	dhaatu	2	a place; landed property; object; space; spot; universe; world	a place; space; spot; the place of being	earth; the earth; universe; world	the base of any geometrical figure
BU	BU/	dhaatu	3	a sacrificial fire	a sacrificial fire	a place; space; spot; the place of being	a sacrificial fire
BU	BU/	dhaatu	4	a term for the letter	a term for the letter	Name of Viṣṇu	one of the three Vyāhṛtis
BU	BU/	dhaatu	5	arising; becoming; being; existing; matter; springing; the act of becoming; the place of being	one of the three Vyāhṛtis	Name of an Ekāha	
BU	BU/	dhaatu	6	one of the three Vyāhṛtis	earth; floor; ground; land; landed property; pavement; piece of ground; soil; the earth; universe; world	a sacrificial fire	
BU	BU/	dhaatu	7	earth; floor; ground; land; pavement; piece of ground; soil; the earth	symbolical name for the number one	a term for the letter	
BU	BU/	dhaatu	8	symbolical name for the number one	arising; becoming; being; existing; matter; object; springing; the act of becoming	one of the three Vyāhṛtis	
BU	BU/	dhaatu	9	the base of any geometrical figure	the base of any geometrical figure	symbolical name for the number one	
BU	BU/	dhaatu	10			the base of any geometrical figure	
Darma	Da/rma	praatipadika	0	Justice personified	Justice personified	devotion; duty; morality; religion; religious abstraction; religious merit; sacrifice; virtue	Law; a bow; a particular ceremony; an Upaniṣad; character; customary observance; devotion; duty; essential quality; firm; good works; justice; law; mark; morality; nature; ordinance; peculiar condition; peculiarity; practice; prescribed conduct; property; religion; religious abstraction; religious merit; right; sacrifice; statute; steadfast decree; that which is established; the law; usage; virtue
Darma	Darma	naama-dhaatu	0	law	law	law	law; to become
Darma	Da/rma	praatipadika	1	Law; justice; right	Name of a king of Kaśmīra	Law; justice; law; ordinance; right; statute; the law	father of Ghṛta; f° of Dhṛta; f° of Netra
Darma	Darma	naama-dhaatu	1	to become	to become	to become	
Darma	Da/rma	praatipadika	2	Name of a king of Kaśmīra	Name of a lexicographer	Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism
Darma	Da/rma	praatipadika	3	Name of a lexicographer	Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man	character; mark; nature; peculiar condition; peculiarity; property	Name of a king of Kaśmīra; Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man
Darma	Da/rma	praatipadika	4	Name of a son of Anu; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of another man	Name of the 15th Arhat of the present Ava-sarpiṇī	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism	the ninth mansion
Darma	Da/rma	praatipadika	5	Name of a son of Dīrgha-tapas; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata	a Soma-drinker	f° of Dhṛta; f° of Netra	a Soma-drinker
Darma	Da/rma	praatipadika	6	Name of the 15th Arhat of the present Ava-sarpiṇī	a bow	practice; usage	of Uśanas
Darma	Da/rma	praatipadika	7	a Soma-drinker	a particular ceremony	customary observance; prescribed conduct	Justice personified
Darma	Da/rma	praatipadika	8	a bow	an Upaniṣad	Justice personified	associating with the virtuous
Darma	Da/rma	praatipadika	9	a particular ceremony	associating with the virtuous	Name of a king of Kaśmīra	Name of the 15th Arhat of the present Ava-sarpiṇī
Darma	Da/rma	praatipadika	10	an Upaniṣad	devotion; duty; morality; religion; religious abstraction; religious merit; sacrifice; virtue	Name of a lexicographer	
Darma	Da/rma	praatipadika	11	associating with the virtuous	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism	Name of the 15th Arhat of the present Ava-sarpiṇī	
Darma	Da/rma	praatipadika	12	character; mark; nature; peculiar condition	essential quality	a Soma-drinker	
Darma	Da/rma	praatipadika	13	customary observance; law; ordinance; prescribed conduct; statute; the law	father of Ghṛta	a bow	
Darma	Da/rma	praatipadika	14	devotion; duty; morality; peculiarity; property; religion; religious abstraction; religious merit; sacrifice; virtue	firm	a particular ceremony	
Darma	Da/rma	praatipadika	15	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism	f° of Dhṛta; f° of Netra	an Upaniṣad	
Darma	Da/rma	praatipadika	16	essential quality	good works	associating with the virtuous	
Darma	Da/rma	praatipadika	17	father of Ghṛta	of Uśanas	essential quality	
Darma	Da/rma	praatipadika	18	firm	character; mark; nature; peculiar condition; peculiarity; property	father of Ghṛta	
Darma	Da/rma	praatipadika	19	f° of Dhṛta; f° of Netra	practice; usage	firm	
Darma	Da/rma	praatipadika	20	good works	customary observance; prescribed conduct	good works	
Darma	Da/rma	praatipadika	21	of Uśanas	Law; justice; law; ordinance; right; statute; the law	of Uśanas	
Darma	Da/rma	praatipadika	22	practice; usage	steadfast decree	steadfast decree	
Darma	Da/rma	praatipadika	23	steadfast decree	that which is established	that which is established	
Darma	Da/rma	praatipadika	24	that which is established	the ninth mansion	the ninth mansion	
Darma	Da/rma	praatipadika	25	the ninth mansion			
agra	a/gra	praatipadika	0	a measure of food given as alms	a measure of food given as alms	anterior; first; foremost; front; prominent; the beginning	a weight; aim; and hence; anterior; best; best part; chief; figuratively; first; foremost; foremost point; front; goal; multitude; part; point; projecting; prominent; sharpness; summit; supernumerary; surface; the beginning; the climax; the nearest end; tip; top; uppermost part
agra	agra	praatipadika	0	remainder; rest	remainder; rest	remainder; rest	remainder; rest
agra	a/gra	praatipadika	1	a weight	a weight	chief; summit; surface; the climax; top	equal to a pala
agra	a/gra	praatipadika	2	aim; goal; point	and hence	aim; foremost point; goal; point; tip	the sun's amplitude
agra	a/gra	praatipadika	3	and hence	summit; the climax	best; best part; uppermost part	a measure of food given as alms
agra	a/gra	praatipadika	4	anterior; chief; front; prominent; surface; the beginning; tip	equal to a pala	a measure of food given as alms	
agra	a/gra	praatipadika	5	best; best part; first; foremost; foremost point; uppermost part	figuratively	a weight	
agra	a/gra	praatipadika	6	equal to a pala	best; best part; foremost; foremost point; prominent; uppermost part	and hence	
agra	a/gra	praatipadika	7	figuratively	multitude	equal to a pala	
agra	a/gra	praatipadika	8	multitude	part	figuratively	
agra	a/gra	praatipadika	9	part	aim; goal; point; tip	multitude	
agra	a/gra	praatipadika	10	projecting	projecting	part	
agra	a/gra	praatipadika	11	sharpness	sharpness	projecting	
agra	a/gra	praatipadika	12	supernumerary	supernumerary	sharpness	
agra	a/gra	praatipadika	13	summit; the climax; top	anterior; chief; first; front; surface; the beginning; top	supernumerary	
agra	a/gra	praatipadika	14	the nearest end	the nearest end	the nearest end	
agra	a/gra	praatipadika	15	the sun's amplitude	the sun's amplitude	the sun's amplitude	
arTa	a/rTa	praatipadika	0	Buddhi	Buddhi	aim; meaning; motive; notion; object of the senses; purpose; reason; sense	action; advantage; affair; aim; cause; concern; having to do with; kind; lawsuit; manner; meaning; money; motive; needing anything; notion; object; object of the senses; opulence; prevention; price; prohibition; property; purpose; reason; sense; substance; take up one's work; the mansion of wealth; thing; to go to one's business; use; utility; wanting; wealth
arTa	a/rTa	praatipadika	1	Name of the second mansion	Name of the second mansion	action; cause; object; property; substance; thing	the number five
arTa	a/rTa	praatipadika	2	action; affair; cause; concern; lawsuit; thing	affair; concern; lawsuit	affair; concern; lawsuit	Name of the second mansion
arTa	a/rTa	praatipadika	3	advantage; use	having to do with	advantage; use; utility	Buddhi
arTa	a/rTa	praatipadika	4	having to do with	kind; manner	money; the mansion of wealth; wealth	personified as the son of Dharma
arTa	a/rTa	praatipadika	5	kind; manner	needing anything	kind; manner	
arTa	a/rTa	praatipadika	6	aim; meaning; motive; notion; object; object of the senses; purpose; reason; sense; substance; utility	action; object; property; substance; thing	prevention; prohibition	
arTa	a/rTa	praatipadika	7	money; property; the mansion of wealth; wealth	opulence	take up one's work; to go to one's business	
arTa	a/rTa	praatipadika	8	needing anything	personified as the son of Dharma	Buddhi	
arTa	a/rTa	praatipadika	9	opulence	prevention; prohibition	Name of the second mansion	
arTa	a/rTa	praatipadika	10	personified as the son of Dharma	price	having to do with	
arTa	a/rTa	praatipadika	11	prevention; prohibition	aim; cause; meaning; motive; notion; object of the senses; purpose; reason; sense	needing anything	
arTa	a/rTa	praatipadika	12	price	take up one's work; to go to one's business	opulence	
arTa	a/rTa	praatipadika	13	take up one's work; to go to one's business	the number five	personified as the son of Dharma	
arTa	a/rTa	praatipadika	14	the number five	advantage; use; utility	price	
arTa	a/rTa	praatipadika	15	wanting	wanting	the number five	
arTa	a/rTa	praatipadika	16		money; the mansion of wealth; wealth	wanting	
banD	banD	dhaatu	0	arrange; assume; capture; fix; hold captive; set up; span; take; take up; to fix	bear	arrange; assume; compose; conceive; construct; constructed; do; fix; make; put on; put together; set up; take; take up; to fix; to form	produce anything in this way; produce in any way; that is experience; to be affected by id est
banD	banD	dhaatu	1	bear	betray to be bound by the fetters of existence	bend; chain; clench; fetter; fold; knit; rivet on; span; tie; to attach to world; to bind; to bind round; to bind together; to join; unite	betray to be bound by the fetters of existence; to bind a sacrificial victim
banD	banD	dhaatu	2	betray to be bound by the fetters of existence	bridge over	capture; catch; close; dammed up; fasten; hold back; hold captive; imprison; restrain; shut; stop; strike; suppress; to arrest; to catch	arrange; assume; bear; bend; bridge over; capture; catch; cause; chain; chastise; cherish; clench; close; compose; conceive; construct; constructed; contract; dammed up; direct; do; effect; evil; exhibit; fasten; fetter; fix; fold; hold back; hold captive; imprison; knit; make; offer; put on; put together; restrain; rivet on; sacrifice; set up; show; shut; span; stop; strike; suffer; suppress; take; take up; tie; to arrest; to attach to world; to bind; to bind round; to bind together; to catch; to cause to be built; to cause to be embanked; to cause to bind; to entertain; to fix; to form; to join; to punish; to sin; unite
banD	banD	dhaatu	3	bridge over	cherish; to entertain	chastise; evil; sin again; suffer; to punish; to sin	sin again
banD	banD	dhaatu	4	chain; compose; conceive; put on; rivet on	arrange; cause; compose; construct; constructed; do; effect; fix; make; put on; set up; to cause to be built; to fix; to form	cause; effect; to cause to be built; to cause to be embanked; to cause to bind	
banD	banD	dhaatu	5	cherish; to entertain	contract	exhibit; offer; sacrifice; show	
banD	banD	dhaatu	6	contract	direct	produce anything in this way; produce in any way	
banD	banD	dhaatu	7	catch; close; dammed up; fetter; hold back; imprison; restrain; shut; stop; strike; suppress; to arrest	exhibit; offer; sacrifice; show	cherish; to entertain	
banD	banD	dhaatu	8	direct	produce anything in this way; produce in any way	bear	
banD	banD	dhaatu	9	do; effect; make	chastise; clench; close; dammed up; fasten; fetter; hold back; restrain; shut; stop; strike; suppress	betray to be bound by the fetters of existence	
banD	banD	dhaatu	10	chastise; evil; sin again; suffer; to punish; to sin	assume; capture; catch; conceive; hold captive; imprison; take; take up; to arrest; to catch	bridge over	
banD	banD	dhaatu	11	exhibit; offer; sacrifice; show	that is experience	contract	
banD	banD	dhaatu	12	produce anything in this way; produce in any way	to be affected by id est	direct	
banD	banD	dhaatu	13	that is experience	to bind a sacrificial victim	that is experience	
banD	banD	dhaatu	14	bend; clench; fasten; fold; knit; put together; to attach to world; to catch; to join; unite	evil; sin again; suffer; to punish; to sin	to be affected by id est	
banD	banD	dhaatu	15	to be affected by id est	bend; chain; fold; knit; put together; rivet on; span; tie; to attach to world; to bind; to bind round; to bind together; to cause to be embanked; to cause to bind; to join; unite	to bind a sacrificial victim	
banD	banD	dhaatu	16	to bind a sacrificial victim			
banD	banD	dhaatu	17	cause; construct; constructed; tie; to bind; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to form			
brahman	bra/hman	praatipadika	0	Mantra used as a spell	Mantra used as a spell	holy life; the sacred syllable Om; the sacred word	a sacred text; a text; communicators of sacred knowledge; food; holy life; prayer; religious; spiritual knowledge; the Veda; the sacred syllable Om; the sacred word; utterance; wealth
brahman	brahma/n	praatipadika	0	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	Name of Bṛhas-pati	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva
brahman	bra/hman	praatipadika	1	a sacred text; a text; holy life; the sacred syllable Om; the sacred word	a sacred text; a text	a sacred text; a text	the class of men who are the repositories
brahman	brahma/n	praatipadika	1	Name of Bṛhas-pati	Name of a magician; Name of a star	a devout; one who prays; religious man	the sun; δ Aurigae
brahman	bra/hman	praatipadika	2	communicators of sacred knowledge	communicators of sacred knowledge	the Absolute; the Eternal	final emancipation; pious effusion
brahman	brahma/n	praatipadika	2	Name of a magician; Name of a star	Name of the 9th Muhūrta	Name of a magician; Name of a star	as the first of the triad of personal gods; one of the 4 principal priests; the one impersonal universal Spirit manifested as a personal Creator
brahman	bra/hman	praatipadika	3	final emancipation	final emancipation	one self-existent impersonal Spirit; the one universal Soul	Mantra used as a spell
brahman	brahma/n	praatipadika	3	Name of the 9th Muhūrta	Name of the servant of the 10th Arhat of the present Avasarpiṇī	Name of Bṛhas-pati	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven
brahman	bra/hman	praatipadika	4	food	food	Mantra used as a spell	outpouring of the heart in worshipping the gods
brahman	brahma/n	praatipadika	4	Name of the servant of the 10th Arhat of the present Avasarpiṇī	Name of Śiva	Name of the 9th Muhūrta	a particular Kalpa; a particular astronomy Yoga
brahman	bra/hman	praatipadika	5	one self-existent impersonal Spirit; the one universal Soul	one self-existent impersonal Spirit; the one universal Soul	communicators of sacred knowledge	the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda
brahman	brahma/n	praatipadika	5	Name of Śiva	a Brāhman who is a knower of Vedic texts	Name of the servant of the 10th Arhat of the present Avasarpiṇī	a Brāhman who is a knower of Vedic texts; a devout; one versed in sacred knowledge; one who prays; religious man
brahman	bra/hman	praatipadika	6	outpouring of the heart in worshipping the gods	outpouring of the heart in worshipping the gods	final emancipation	one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul
brahman	brahma/n	praatipadika	6	a Brāhman who is a knower of Vedic texts	a devout; one who prays; religious man	Name of Śiva	spells; the Veda; the intellect; Ṛtvijas
brahman	bra/hman	praatipadika	7	pious effusion	pious effusion	food	
brahman	brahma/n	praatipadika	7	a devout; one who prays; religious man	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	a Brāhman who is a knower of Vedic texts	
brahman	bra/hman	praatipadika	8	prayer	prayer	outpouring of the heart in worshipping the gods	
brahman	brahma/n	praatipadika	8	a particular Kalpa	a particular Kalpa	a particular Kalpa	
brahman	bra/hman	praatipadika	9	religious	religious	pious effusion	
brahman	brahma/n	praatipadika	9	a particular astronomy Yoga	a particular astronomy Yoga	a particular astronomy Yoga	
brahman	bra/hman	praatipadika	10	spiritual knowledge	spiritual knowledge	prayer	
brahman	brahma/n	praatipadika	10	as the first of the triad of personal gods	as the first of the triad of personal gods	as the first of the triad of personal gods	
brahman	bra/hman	praatipadika	11	the Absolute; the Eternal	the Brahmă	religious	
brahman	brahma/n	praatipadika	11	one of the 4 principal priests	one of the 4 principal priests	one of the 4 principal priests	
brahman	bra/hman	praatipadika	12	the Brahmă	the Brāhmanical caste as a body	spiritual knowledge	
brahman	brahma/n	praatipadika	12	one versed in sacred knowledge	one versed in sacred knowledge	one versed in sacred knowledge	
brahman	bra/hman	praatipadika	13	the Brāhmanical caste as a body	the Brāhmaṇa portion of the Veda	the Brahmă	
brahman	brahma/n	praatipadika	13	spells	spells	spells	
brahman	bra/hman	praatipadika	14	the Brāhmaṇa portion of the Veda	the Absolute; the Eternal	the Brāhmanical caste as a body	
brahman	brahma/n	praatipadika	14	the Veda	the Veda	the Veda	
brahman	bra/hman	praatipadika	15	the Self-existent	the Self-existent	the Brāhmaṇa portion of the Veda	
brahman	brahma/n	praatipadika	15	the intellect	the intellect	the intellect	
brahman	bra/hman	praatipadika	16	the Veda	the Veda	the Self-existent	
brahman	brahma/n	praatipadika	16	the one impersonal universal Spirit manifested as a personal Creator	the one impersonal universal Spirit manifested as a personal Creator	the one impersonal universal Spirit manifested as a personal Creator	
brahman	bra/hman	praatipadika	17	the class of men who are the repositories	the class of men who are the repositories	the Veda	
brahman	brahma/n	praatipadika	17	the sun	the sun	the sun	
brahman	bra/hman	praatipadika	18	utterance	holy life; the sacred syllable Om; the sacred word	the class of men who are the repositories	
brahman	brahma/n	praatipadika	18	δ Aurigae	δ Aurigae	δ Aurigae	
brahman	bra/hman	praatipadika	19	wealth	utterance	utterance	
brahman	brahma/n	praatipadika	19	Ṛtvijas	Ṛtvijas	Ṛtvijas	
brahman	bra/hman	praatipadika	20		wealth	wealth	
citra	citra	praatipadika	0	fro	fro	fro	fro; leaping to
citra	citra/	praatipadika	0	Jonesia Aśoka	Jonesia Aśoka	curious; distinguished; excellent; riddle; strange; strange!; wonder; wonderful	containing the word; facetious conversation
citra	citra	praatipadika	1	leaping to	leaping to	leaping to	
citra	citra/	praatipadika	1	Name of a Draviḍa king; Name of a king; Name of a son of Dhṛtarāṣṭra	Name of a Draviḍa king; Name of a king; Name of a son of Dhṛtarāṣṭra	a bright; anything bright; bright; bright-coloured; clear; conspicuous; speckled; spotted	Plumbago zeylanica; Ricinus communis
citra	citra/	praatipadika	2	Name of a Gandharva	Name of a Gandharva	different; having different varieties; manifold; variegated; variety of colour; various	a bright; a brilliant ornament; a picture; a spot; agitated; answer; anything bright; bright; bright-coloured; clear; conspicuous; curious; delineation; different; distinguished; excellent; extraordinary appearance; having different varieties; manifold; ornament; riddle; sketch; sky; speckled; spotted; strange; strange!; the ether; variegated; variety of colour; various; wonder; wonderful
citra	citra/	praatipadika	3	Name of a Jābāla-gṛhapati	Name of a Jābāla-gṛhapati	Name of a Draviḍa king; Name of a king; Name of a son of Dhṛtarāṣṭra	other fanciful figures; various modes of writing
citra	citra/	praatipadika	4	Plumbago zeylanica	Plumbago zeylanica	delineation; sketch	a form of Yama; arranging verses in the shape of mathematical; punning in the form of question
citra	citra/	praatipadika	5	Ricinus communis	Ricinus communis	Jonesia Aśoka	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra
citra	citra/	praatipadika	6	a bright; anything bright; bright; clear; speckled; spotted	a brilliant ornament	Name of a Gandharva	a forestof variegated appearance  on; coloured which strikes the eyes
citra	citra/	praatipadika	7	a brilliant ornament	a forestof variegated appearance  on	Name of a Jābāla-gṛhapati	Jonesia Aśoka
citra	citra/	praatipadika	8	a forestof variegated appearance  on	a form of Yama	Plumbago zeylanica	a sectarial mark on the forehead
citra	citra/	praatipadika	9	a form of Yama	a picture	Ricinus communis	
citra	citra/	praatipadika	10	a picture	a sectarial mark on the forehead	a brilliant ornament	
citra	citra/	praatipadika	11	a sectarial mark on the forehead	a spot	a forestof variegated appearance  on	
citra	citra/	praatipadika	12	a spot	agitated	a form of Yama	
citra	citra/	praatipadika	13	agitated	answer	a picture	
citra	citra/	praatipadika	14	answer	arranging verses in the shape of mathematical	a sectarial mark on the forehead	
citra	citra/	praatipadika	15	arranging verses in the shape of mathematical	a bright; anything bright; bright; bright-coloured; clear; conspicuous; speckled; spotted	a spot	
citra	citra/	praatipadika	16	coloured which strikes the eyes	coloured which strikes the eyes	agitated	
citra	citra/	praatipadika	17	containing the word	containing the word	answer	
citra	citra/	praatipadika	18	conspicuous; curious; excellent; riddle; strange!; wonder; wonderful	extraordinary appearance	arranging verses in the shape of mathematical	
citra	citra/	praatipadika	19	delineation; sketch	facetious conversation	coloured which strikes the eyes	
citra	citra/	praatipadika	20	extraordinary appearance	ornament	containing the word	
citra	citra/	praatipadika	21	facetious conversation	other fanciful figures	extraordinary appearance	
citra	citra/	praatipadika	22	bright-coloured; different; distinguished; having different varieties; manifold; strange; variegated; variety of colour; various	punning in the form of question	facetious conversation	
citra	citra/	praatipadika	23	ornament	delineation; sketch	ornament	
citra	citra/	praatipadika	24	other fanciful figures	sky	other fanciful figures	
citra	citra/	praatipadika	25	punning in the form of question	the ether	punning in the form of question	
citra	citra/	praatipadika	26	sky	different; having different varieties; manifold; variegated; variety of colour; various	sky	
citra	citra/	praatipadika	27	the ether	various modes of writing	the ether	
citra	citra/	praatipadika	28	various modes of writing	curious; distinguished; excellent; riddle; strange; strange!; wonder; wonderful	various modes of writing	
dfS	df/S	praatipadika	0	appearance; look; looking at; sight; the eye; view; viewing	appearance; look; looking at; seeing; sight; the eye; view; viewing	appearance; look; looking at; view; viewing	appearance; discerning; doctrine; knowing; look; looking at; seeing; sight; the eye; the observed spot; theory; view; viewing
dfS	dfS	praatipadika	0	appear; manifested; to be always visible; to cause to see; visit	compose	care for; consider; examine; find out; learn; look at; look into; regard; think; to notice; try; understand	appear; be seen; become visible; behold; care for; compose; consider; demonstrate; examine; find out; learn; long for; look at; look into; manifested; person; regard; think; to; to be always visible; to be seen; to be shown; to cause to see; to notice; to produce or pay; to see; to see by divine intuition; to see with the mind; to show a thing; to show or prove; to wait on; to wish to see; to wish to show; try; understand; visit
dfS	df/S	praatipadika	1	doctrine; theory	discerning; knowing	discerning; knowing; seeing	the aspect of a planet
dfS	dfS	praatipadika	1	compose	contrive Aorist	be seen; behold; to be always visible; to be seen; to cause to see; to see; to see by divine intuition; to see with the mind; to wish to see; visit	contrive Aorist
dfS	df/S	praatipadika	2	discerning; knowing; seeing	doctrine; theory	doctrine; theory	
dfS	dfS	praatipadika	2	contrive Aorist	appear; demonstrate; manifested; to be shown; to produce or pay; to show a thing; to show or prove; to wish to show	appear; become visible; demonstrate; manifested; to be shown; to produce or pay; to show a thing; to show or prove; to wish to show	
dfS	df/S	praatipadika	3	the aspect of a planet	the aspect of a planet	sight; the eye	
dfS	dfS	praatipadika	3	become visible; behold; consider; examine; find out; learn; look at; look into; regard; think; to notice; try; understand	person	long for; to wait on	
dfS	df/S	praatipadika	4	the observed spot	the observed spot	the aspect of a planet	
dfS	dfS	praatipadika	4	care for; long for; to wait on	care for; consider; examine; find out; learn; look at; look into; regard; think; to notice; try; understand	compose	
dfS	df/S	praatipadika	5			the observed spot	
dfS	dfS	praatipadika	5	person	to	contrive Aorist	
dfS	dfS	praatipadika	6	to	be seen; become visible; behold; to be always visible; to be seen; to cause to see; to see; to see by divine intuition; to see with the mind; to wish to see; visit	person	
