lemma	derivation	category	cluster_id	k_hop	louvain	leiden	hac
BAva	BAva/	praatipadika	47				conjecture
BAva	BAva/	praatipadika	48				appearance
BAva	BAva/	praatipadika	49				place of birth
BAva	BAva/	praatipadika	50				purport
BAva	BAva/	praatipadika	51				heart
BAva	BAva/	praatipadika	52				an organ of sense
BAva	BAva/	praatipadika	53				dalliance
BAva	BAva/	praatipadika	54				conduct
BAva	BAva/	praatipadika	55				continuance
BAva	BAva/	praatipadika	56				instruction
BAva	BAva/	praatipadika	57				attachment
BAva	BAva/	praatipadika	58				an astrological house
BAva	BAva/	praatipadika	59				condition
BAva	BAva/	praatipadika	60				birth
BAva	BAva/	praatipadika	61				meditation
BAva	BAva/	praatipadika	62				intention with whatever disposition of mind
BAva	BAva/	praatipadika	63				Name of the 27th Kalpa
BAva	BAva/	praatipadika	64				animals
BAva	BAva/	praatipadika	65				lunar mansion
BAva	BAva/	praatipadika	66				contemplation
BAva	BAva/	praatipadika	67				Name of the author of the Bhāvaprakāśa
BAva	BAva/	praatipadika	68				feeling
BAva	BAva/	praatipadika	69				condition of a planet
BAva	BAva/	praatipadika	70				behaviour
BAva	BAva/	praatipadika	71				existing
BU	BU	dhaatu	0	Name of a Yogin	Name of a Yogin	Name of a Yogin	a particular land-measure
BU	BU/	dhaatu	0	Name of Viṣṇu; Name of an Ekāha; one of the three Vyāhṛtis	Name of Viṣṇu; Name of an Ekāha; one of the three Vyāhṛtis	arising; becoming; being; existing; springing; the act of becoming; the place of being	land; landed property
BU	BU	dhaatu	1	a particular land-measure	a particular land-measure	a particular land-measure	Name of a Yogin
BU	BU/	dhaatu	1	a place; a sacrificial fire; arising; becoming; being; earth; existing; floor; ground; land; landed property; matter; object; pavement; piece of ground; soil; space; spot; springing; the act of becoming; the earth; the place of being; universe; world	a place; a sacrificial fire; earth; matter; object; space; spot; the earth; universe; world	floor; ground; land; landed property; pavement; piece of ground; soil	a place; the place of being
BU	BU/	dhaatu	2	a term for the letter	a term for the letter	earth; matter; object; space; the earth; universe; world	becoming; the act of becoming
BU	BU/	dhaatu	3	symbolical name for the number one	arising; becoming; being; existing; springing; the act of becoming; the place of being	a place; a sacrificial fire; spot	earth; the earth
BU	BU/	dhaatu	4	the base of any geometrical figure	floor; ground; land; landed property; pavement; piece of ground; soil	Name of Viṣṇu; Name of an Ekāha; one of the three Vyāhṛtis	world
BU	BU/	dhaatu	5		symbolical name for the number one	a term for the letter	the base of any geometrical figure
BU	BU/	dhaatu	6		the base of any geometrical figure	symbolical name for the number one	springing
BU	BU/	dhaatu	7			the base of any geometrical figure	symbolical name for the number one
BU	BU/	dhaatu	8				piece of ground
BU	BU/	dhaatu	9				matter
BU	BU/	dhaatu	10				universe
BU	BU/	dhaatu	11				being
BU	BU/	dhaatu	12				ground
BU	BU/	dhaatu	13				one of the three Vyāhṛtis
BU	BU/	dhaatu	14				spot
BU	BU/	dhaatu	15				pavement
BU	BU/	dhaatu	16				space
BU	BU/	dhaatu	17				Name of Viṣṇu
BU	BU/	dhaatu	18				a term for the letter
BU	BU/	dhaatu	19				a sacrificial fire
BU	BU/	dhaatu	20				existing
BU	BU/	dhaatu	21				object
BU	BU/	dhaatu	22				soil
BU	BU/	dhaatu	23				Name of an Ekāha
BU	BU/	dhaatu	24				arising
BU	BU/	dhaatu	25				floor
Darma	Da/rma	praatipadika	0	Justice personified; a particular ceremony; firm; ordinance	Law; a particular ceremony; customary observance; firm; law; ordinance; prescribed conduct; property; statute; steadfast decree; that which is established; the law	Law; a particular ceremony; customary observance; firm; law; ordinance; prescribed conduct; property; statute; steadfast decree; that which is established; the law	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism
Darma	Darma	naama-dhaatu	0	law	law	law	to become
Darma	Da/rma	praatipadika	1	Name of a king of Kaśmīra; Name of the 15th Arhat of the present Ava-sarpiṇī	Name of a king of Kaśmīra; Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man; Name of the 15th Arhat of the present Ava-sarpiṇī; father of Ghṛta	Name of a king of Kaśmīra; Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man; Name of the 15th Arhat of the present Ava-sarpiṇī; father of Ghṛta	Justice personified; justice
Darma	Darma	naama-dhaatu	1	to become	to become	to become	law
Darma	Da/rma	praatipadika	2	Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man; father of Ghṛta	a Soma-drinker; a bow; an Upaniṣad	Justice personified; character; devotion; duty; essential quality; justice; morality; nature; sacrifice; virtue	the ninth mansion
Darma	Da/rma	praatipadika	3	a Soma-drinker; a bow; an Upaniṣad	Justice personified; associating with the virtuous; character; devotion; doctrine of Buddhism; duty; essential quality; justice; morality; nature; religion; religious abstraction; religious merit; sacrifice; the ethical precepts of Buddhism; the law of Northern Buddhism; virtue	associating with the virtuous; doctrine of Buddhism; religion; religious abstraction; religious merit; the ethical precepts of Buddhism; the law of Northern Buddhism	Law; law; the law
Darma	Da/rma	praatipadika	4	Law; associating with the virtuous; character; customary observance; devotion; doctrine of Buddhism; duty; essential quality; justice; law; morality; nature; prescribed conduct; property; religion; religious abstraction; religious merit; sacrifice; statute; steadfast decree; that which is established; the ethical precepts of Buddhism; the law; the law of Northern Buddhism; virtue	f° of Dhṛta; f° of Netra	a Soma-drinker; a bow; an Upaniṣad	statute
Darma	Da/rma	praatipadika	5	f° of Dhṛta; f° of Netra	good works	f° of Dhṛta; f° of Netra	that which is established
Darma	Da/rma	praatipadika	6	good works	mark	peculiar condition; peculiarity	religious abstraction
Darma	Da/rma	praatipadika	7	mark	of Uśanas	good works	virtue
Darma	Da/rma	praatipadika	8	of Uśanas	peculiar condition; peculiarity	mark	usage
Darma	Da/rma	praatipadika	9	peculiar condition; peculiarity	practice	of Uśanas	of Uśanas
Darma	Da/rma	praatipadika	10	practice	right	practice	religion
Darma	Da/rma	praatipadika	11	right	the ninth mansion	right	right
Darma	Da/rma	praatipadika	12	the ninth mansion	usage	the ninth mansion	sacrifice
Darma	Da/rma	praatipadika	13	usage		usage	mark
Darma	Da/rma	praatipadika	14				good works
Darma	Da/rma	praatipadika	15				steadfast decree
Darma	Da/rma	praatipadika	16				prescribed conduct
Darma	Da/rma	praatipadika	17				peculiarity
Darma	Da/rma	praatipadika	18				religious merit
Darma	Da/rma	praatipadika	19				f° of Dhṛta
Darma	Da/rma	praatipadika	20				associating with the virtuous
Darma	Da/rma	praatipadika	21				f° of Netra
Darma	Da/rma	praatipadika	22				peculiar condition
Darma	Da/rma	praatipadika	23				property
Darma	Da/rma	praatipadika	24				essential quality
Darma	Da/rma	praatipadika	25				practice
Darma	Da/rma	praatipadika	26				an Upaniṣad
Darma	Da/rma	praatipadika	27				Name of another man
Darma	Da/rma	praatipadika	28				a Soma-drinker
Darma	Da/rma	praatipadika	29				duty
Darma	Da/rma	praatipadika	30				customary observance
Darma	Da/rma	praatipadika	31				father of Ghṛta
Darma	Da/rma	praatipadika	32				Name of a son of Su-vrata
Darma	Da/rma	praatipadika	33				Name of the 15th Arhat of the present Ava-sarpiṇī
Darma	Da/rma	praatipadika	34				Name of a son of Haihaya
Darma	Da/rma	praatipadika	35				nature
Darma	Da/rma	praatipadika	36				ordinance
Darma	Da/rma	praatipadika	37				character
Darma	Da/rma	praatipadika	38				devotion
Darma	Da/rma	praatipadika	39				Name of a lexicographer
Darma	Da/rma	praatipadika	40				a particular ceremony
Darma	Da/rma	praatipadika	41				a bow
Darma	Da/rma	praatipadika	42				Name of a son of Dīrgha-tapas
Darma	Da/rma	praatipadika	43				Name of a king of Kaśmīra
Darma	Da/rma	praatipadika	44				Name of a son of Anu
Darma	Da/rma	praatipadika	45				firm
Darma	Da/rma	praatipadika	46				Name of a son of Pṛthu-śravas
Darma	Da/rma	praatipadika	47				morality
Darma	Da/rma	praatipadika	48				Name of a son of Gāndhāra
agra	a/gra	praatipadika	0	a measure of food given as alms; a weight; equal to a pala	chief; summit; tip; top	aim; and hence; foremost point; goal; point; sharpness; surface	foremost; foremost point
agra	agra	praatipadika	0	remainder; rest	remainder; rest	remainder; rest	rest
agra	a/gra	praatipadika	1	aim	a measure of food given as alms; a weight; equal to a pala	best; chief; foremost; summit; tip; top	top
agra	agra	praatipadika	1				remainder
agra	a/gra	praatipadika	2	and hence; goal; point; the nearest end	figuratively	best part; part; the climax; the nearest end; uppermost part	uppermost part
agra	a/gra	praatipadika	3	anterior; the beginning	anterior; first; foremost; foremost point; front; projecting; prominent	anterior; first; front; the beginning	tip
agra	a/gra	praatipadika	4	best; best part; chief; first; front; part; summit; the climax; tip; top; uppermost part	best; best part; part; the beginning; the climax; the nearest end; uppermost part	a measure of food given as alms; a weight; equal to a pala	the nearest end
agra	a/gra	praatipadika	5	figuratively	aim; and hence; goal; point	projecting; prominent	supernumerary
agra	a/gra	praatipadika	6	multitude; supernumerary	sharpness; surface	multitude; supernumerary	the climax
agra	a/gra	praatipadika	7	foremost; projecting; prominent	multitude; supernumerary	figuratively	the sun's amplitude
agra	a/gra	praatipadika	8	foremost point; sharpness; surface	the sun's amplitude	the sun's amplitude	projecting
agra	a/gra	praatipadika	9	the sun's amplitude			sharpness
agra	a/gra	praatipadika	10				prominent
agra	a/gra	praatipadika	11				goal
agra	a/gra	praatipadika	12				summit
agra	a/gra	praatipadika	13				the beginning
agra	a/gra	praatipadika	14				surface
agra	a/gra	praatipadika	15				a measure of food given as alms
agra	a/gra	praatipadika	16				best part
agra	a/gra	praatipadika	17				point
agra	a/gra	praatipadika	18				chief
agra	a/gra	praatipadika	19				and hence
agra	a/gra	praatipadika	20				multitude
agra	a/gra	praatipadika	21				front
agra	a/gra	praatipadika	22				equal to a pala
agra	a/gra	praatipadika	23				a weight
agra	a/gra	praatipadika	24				aim
agra	a/gra	praatipadika	25				figuratively
agra	a/gra	praatipadika	26				best
agra	a/gra	praatipadika	27				anterior
agra	a/gra	praatipadika	28				first
agra	a/gra	praatipadika	29				part
arTa	a/rTa	praatipadika	0	Buddhi; personified as the son of Dharma	Buddhi; personified as the son of Dharma	action; affair; cause; concern; lawsuit; motive; prevention; prohibition; reason; take up one's work	money; wealth
arTa	a/rTa	praatipadika	1	Name of the second mansion; the mansion of wealth	Name of the second mansion; money; price; property; the mansion of wealth; wealth	Name of the second mansion; object; object of the senses; property; substance; the mansion of wealth; the number five; thing	Name of the second mansion; the mansion of wealth
arTa	a/rTa	praatipadika	2	action; affair; take up one's work	action; affair; cause; concern; lawsuit; motive; prevention; prohibition; reason; take up one's work	having to do with; kind; manner; meaning; notion; sense	use
arTa	a/rTa	praatipadika	3	advantage; aim; manner; object of the senses; prevention; use; utility	advantage; aim; purpose; use; utility	money; needing anything; opulence; price; wanting; wealth	cause; reason
arTa	a/rTa	praatipadika	4	concern; having to do with; kind; meaning; needing anything	having to do with; kind; manner; meaning; needing anything; wanting	advantage; aim; purpose; use; utility	utility
arTa	a/rTa	praatipadika	5	cause; lawsuit; money; motive; opulence; price; prohibition; reason; wanting; wealth	notion; object; object of the senses; opulence; sense; substance; the number five; thing	Buddhi; personified as the son of Dharma	to go to one's business
arTa	a/rTa	praatipadika	6	notion; object; property; purpose; sense; substance; the number five; thing	to go to one's business	to go to one's business	take up one's work
arTa	a/rTa	praatipadika	7	to go to one's business			wanting
arTa	a/rTa	praatipadika	8				price
arTa	a/rTa	praatipadika	9				sense
arTa	a/rTa	praatipadika	10				thing
arTa	a/rTa	praatipadika	11				the number five
arTa	a/rTa	praatipadika	12				property
arTa	a/rTa	praatipadika	13				opulence
arTa	a/rTa	praatipadika	14				needing anything
arTa	a/rTa	praatipadika	15				substance
arTa	a/rTa	praatipadika	16				object
arTa	a/rTa	praatipadika	17				affair
arTa	a/rTa	praatipadika	18				prevention
arTa	a/rTa	praatipadika	19				purpose
arTa	a/rTa	praatipadika	20				action
arTa	a/rTa	praatipadika	21				personified as the son of Dharma
arTa	a/rTa	praatipadika	22				manner
arTa	a/rTa	praatipadika	23				meaning
arTa	a/rTa	praatipadika	24				kind
arTa	a/rTa	praatipadika	25				having to do with
arTa	a/rTa	praatipadika	26				prohibition
arTa	a/rTa	praatipadika	27				aim
arTa	a/rTa	praatipadika	28				notion
arTa	a/rTa	praatipadika	29				lawsuit
arTa	a/rTa	praatipadika	30				advantage
arTa	a/rTa	praatipadika	31				object of the senses
arTa	a/rTa	praatipadika	32				Buddhi
arTa	a/rTa	praatipadika	33				concern
arTa	a/rTa	praatipadika	34				motive
banD	banD	dhaatu	0	arrange; bend; effect; knit	bridge over	bear; betray to be bound by the fetters of existence; capture; catch; chastise; cherish; evil; hold captive; imprison; restrain; sacrifice; sin again; suffer; to arrest; to catch; to punish; to sin	produce anything in this way; produce in any way
banD	banD	dhaatu	1	assume	compose; conceive; construct; constructed; do; exhibit; make; produce anything in this way; produce in any way	assume; bend; chain; clench; close; contract; fold; hold back; knit; show; shut; stop; strike; suppress; tie	to bind; to bind round; to bind together
banD	banD	dhaatu	2	bear; fix	dammed up	arrange; effect; fasten; fix; offer; put on; put together; rivet on; set up; take; take up; to join; unite	fix; to fix
banD	banD	dhaatu	3	betray to be bound by the fetters of existence; cherish; evil; sin again; strike	direct	cause; to attach to world; to bind; to bind a sacrificial victim; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to entertain; to fix; to form	unite
banD	banD	dhaatu	4	bridge over	fetter	compose; conceive; construct; constructed; do; exhibit; make; produce anything in this way; produce in any way	to sin
banD	banD	dhaatu	5	cause; compose; conceive; exhibit; to catch; to cause to be built; to cause to be embanked; to cause to bind; to entertain; to form	arrange; bend; chain; clench; effect; fasten; fix; fold; offer; put on; put together; rivet on; set up; take; take up; to join; unite	bridge over	to punish
banD	banD	dhaatu	6	dammed up	bear; betray to be bound by the fetters of existence; capture; catch; chastise; cherish; evil; hold captive; imprison; restrain; sacrifice; sin again; suffer; to arrest; to catch; to punish; to sin	dammed up	construct; constructed
banD	banD	dhaatu	7	direct	span	direct	to join
banD	banD	dhaatu	8	construct; constructed; do; make; produce anything in this way; produce in any way; suffer; to sin; unite	assume; close; contract; hold back; knit; show; shut; stop; strike; suppress; tie	fetter	to cause to be embanked
banD	banD	dhaatu	9	fetter	that is experience	span	to bind a sacrificial victim
banD	banD	dhaatu	10	catch; chain; chastise; clench; close; contract; fasten; fold; hold back; hold captive; imprison; put together; restrain; rivet on; sacrifice; set up; show; stop; suppress; tie; to arrest; to attach to world; to bind; to bind a sacrificial victim; to bind round; to bind together; to fix; to join; to punish	to be affected by id est	that is experience	to attach to world
banD	banD	dhaatu	11	capture; offer; put on; shut; take; take up	cause; to attach to world; to bind; to bind a sacrificial victim; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to entertain; to fix; to form	to be affected by id est	take
banD	banD	dhaatu	12	span			to catch
banD	banD	dhaatu	13	that is experience			to form
banD	banD	dhaatu	14	to be affected by id est			to arrest
banD	banD	dhaatu	15				to entertain
banD	banD	dhaatu	16				restrain
banD	banD	dhaatu	17				rivet on
banD	banD	dhaatu	18				take up
banD	banD	dhaatu	19				tie
banD	banD	dhaatu	20				span
banD	banD	dhaatu	21				stop
banD	banD	dhaatu	22				knit
banD	banD	dhaatu	23				do
banD	banD	dhaatu	24				set up
banD	banD	dhaatu	25				effect
banD	banD	dhaatu	26				shut
banD	banD	dhaatu	27				to cause to be built
banD	banD	dhaatu	28				strike
banD	banD	dhaatu	29				sacrifice
banD	banD	dhaatu	30				show
banD	banD	dhaatu	31				suffer
banD	banD	dhaatu	32				to cause to bind
banD	banD	dhaatu	33				imprison
banD	banD	dhaatu	34				make
banD	banD	dhaatu	35				put together
banD	banD	dhaatu	36				clench
banD	banD	dhaatu	37				hold back
banD	banD	dhaatu	38				suppress
banD	banD	dhaatu	39				that is experience
banD	banD	dhaatu	40				fold
banD	banD	dhaatu	41				chain
banD	banD	dhaatu	42				chastise
banD	banD	dhaatu	43				close
banD	banD	dhaatu	44				fetter
banD	banD	dhaatu	45				betray to be bound by the fetters of existence
banD	banD	dhaatu	46				bend
banD	banD	dhaatu	47				bridge over
banD	banD	dhaatu	48				contract
banD	banD	dhaatu	49				dammed up
banD	banD	dhaatu	50				evil
banD	banD	dhaatu	51				assume
banD	banD	dhaatu	52				cause
banD	banD	dhaatu	53				cherish
banD	banD	dhaatu	54				put on
banD	banD	dhaatu	55				bear
banD	banD	dhaatu	56				to be affected by id est
banD	banD	dhaatu	57				capture
banD	banD	dhaatu	58				hold captive
banD	banD	dhaatu	59				direct
banD	banD	dhaatu	60				arrange
banD	banD	dhaatu	61				exhibit
banD	banD	dhaatu	62				fasten
banD	banD	dhaatu	63				offer
banD	banD	dhaatu	64				sin again
banD	banD	dhaatu	65				conceive
banD	banD	dhaatu	66				catch
banD	banD	dhaatu	67				compose
brahman	bra/hman	praatipadika	0	Mantra used as a spell; a text; the Absolute; the sacred syllable Om; utterance	final emancipation	Mantra used as a spell; a sacred text; a text; outpouring of the heart in worshipping the gods; the sacred syllable Om; the sacred word; utterance	one self-existent impersonal Spirit; the Self-existent
brahman	brahma/n	praatipadika	0	Brahmā; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; a Brāhman who is a knower of Vedic texts; a devout; a lifetime of Brahmā; a particular Kalpa; a particular astronomy Yoga; an inhabitant of Brahmā's heaven; as the first of the triad of personal gods; one of the 4 principal priests; one who prays; religious man	Brahmā; a Brāhman who is a knower of Vedic texts; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	Name of Bṛhas-pati; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; the sun	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven
brahman	bra/hman	praatipadika	1	final emancipation	food; pious effusion; prayer; religious; spiritual knowledge; wealth	communicators of sacred knowledge; the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Veda; the class of men who are the repositories	wealth
brahman	brahma/n	praatipadika	1	Name of a magician; spells	Name of a magician; spells	a devout; as the first of the triad of personal gods; one of the 4 principal priests; one who prays; religious man; the one impersonal universal Spirit manifested as a personal Creator	a devout; one who prays
brahman	bra/hman	praatipadika	2	food; prayer; religious; wealth	holy life	food; pious effusion; prayer; religious; spiritual knowledge; wealth	a sacred text; the sacred word
brahman	brahma/n	praatipadika	2	Name of Bṛhas-pati; Name of a star; Name of Śiva; one versed in sacred knowledge; the Veda; the intellect; the one impersonal universal Spirit manifested as a personal Creator; the sun	Name of Bṛhas-pati; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; a particular Kalpa; a particular astronomy Yoga; the Veda; the intellect; the sun	a particular Kalpa; a particular astronomy Yoga; one versed in sacred knowledge; the Veda; the intellect	δ Aurigae
brahman	bra/hman	praatipadika	3	holy life	one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	the Brāhmanical caste as a body
brahman	brahma/n	praatipadika	3	δ Aurigae	a devout; as the first of the triad of personal gods; one of the 4 principal priests; one versed in sacred knowledge; one who prays; religious man; the one impersonal universal Spirit manifested as a personal Creator	Brahmā; a Brāhman who is a knower of Vedic texts; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	spells
brahman	bra/hman	praatipadika	4	a sacred text; communicators of sacred knowledge; one self-existent impersonal Spirit; outpouring of the heart in worshipping the gods; pious effusion; spiritual knowledge; the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Eternal; the Self-existent; the Veda; the class of men who are the repositories; the one universal Soul; the sacred word	communicators of sacred knowledge; the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Veda; the class of men who are the repositories	final emancipation	the sacred syllable Om
brahman	brahma/n	praatipadika	4	Ṛtvijas	δ Aurigae	Name of a magician; spells	Ṛtvijas
brahman	bra/hman	praatipadika	5		Mantra used as a spell; a sacred text; a text; outpouring of the heart in worshipping the gods; the sacred syllable Om; the sacred word; utterance	holy life	the Eternal
brahman	brahma/n	praatipadika	5		Ṛtvijas	δ Aurigae	the Veda
brahman	bra/hman	praatipadika	6				utterance
brahman	brahma/n	praatipadika	6			Ṛtvijas	the sun
brahman	bra/hman	praatipadika	7				prayer
brahman	brahma/n	praatipadika	7				one versed in sacred knowledge
brahman	bra/hman	praatipadika	8				spiritual knowledge
brahman	brahma/n	praatipadika	8				a Brāhman who is a knower of Vedic texts
brahman	bra/hman	praatipadika	9				the one universal Soul
brahman	brahma/n	praatipadika	9				the intellect
brahman	bra/hman	praatipadika	10				the Brāhmaṇa portion of the Veda
brahman	brahma/n	praatipadika	10				religious man
brahman	bra/hman	praatipadika	11				the Absolute
brahman	brahma/n	praatipadika	11				a particular astronomy Yoga
brahman	bra/hman	praatipadika	12				religious
brahman	brahma/n	praatipadika	12				Name of a magician
brahman	bra/hman	praatipadika	13				the class of men who are the repositories
brahman	brahma/n	praatipadika	13				Name of a star
brahman	bra/hman	praatipadika	14				the Veda
brahman	brahma/n	praatipadika	14				the one impersonal universal Spirit manifested as a personal Creator
brahman	bra/hman	praatipadika	15				Mantra used as a spell
brahman	brahma/n	praatipadika	15				Name of Śiva
brahman	bra/hman	praatipadika	16				food
brahman	brahma/n	praatipadika	16				Name of Bṛhas-pati
brahman	bra/hman	praatipadika	17				holy life
brahman	brahma/n	praatipadika	17				Name of the servant of the 10th Arhat of the present Avasarpiṇī
brahman	bra/hman	praatipadika	18				pious effusion
brahman	brahma/n	praatipadika	18				Name of the 9th Muhūrta
brahman	bra/hman	praatipadika	19				a text
brahman	brahma/n	praatipadika	19				one of the 4 principal priests
brahman	bra/hman	praatipadika	20				the Brahmă
brahman	brahma/n	praatipadika	20				as the first of the triad of personal gods
brahman	bra/hman	praatipadika	21				outpouring of the heart in worshipping the gods
brahman	brahma/n	praatipadika	21				a particular Kalpa
brahman	bra/hman	praatipadika	22				communicators of sacred knowledge
brahman	bra/hman	praatipadika	23				final emancipation
citra	citra	praatipadika	0	fro	fro	fro	leaping to
citra	citra/	praatipadika	0	Jonesia Aśoka; Plumbago zeylanica	Jonesia Aśoka; Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra; Plumbago zeylanica	a bright; a forestof variegated appearance  on; anything bright; bright; bright-coloured; coloured which strikes the eyes; having different varieties; speckled; variegated; variety of colour	Name of a Draviḍa king; Name of a king
citra	citra	praatipadika	1	leaping to	leaping to	leaping to	fro
