lemma	derivation	category	cluster_id	k_hop	louvain	leiden	hac
BAva	BAva/	praatipadika	25	plants	the Supreme Being	substance	
BAva	BAva/	praatipadika	26	rank	the fundamental notion of the verb	superhuman power	
BAva	BAva/	praatipadika	27	soul	to make a firm resolution	the Supreme Being	
BAva	BAva/	praatipadika	28	substance	nature; state; the state; the world	the fundamental notion of the verb	
BAva	BAva/	praatipadika	29	superhuman power	universe	to make a firm resolution	
BAva	BAva/	praatipadika	30	the Supreme Being	wanton sport	universe	
BAva	BAva/	praatipadika	31	the fundamental notion of the verb		wanton sport	
BAva	BAva/	praatipadika	32	being; condition; conduct; emotion; meaning; purport; sentiment; such is the sense; that which is; the sense conveyed by the abstract noun; thing; truth			
BAva	BAva/	praatipadika	33	to make a firm resolution			
BAva	BAva/	praatipadika	34	universe			
BAva	BAva/	praatipadika	35	wanton sport			
BU	BU	dhaatu	0	Name of a Yogin	Name of a Yogin	Name of a Yogin	Name of a Yogin; a particular land-measure
BU	BU/	dhaatu	0	Name of Viṣṇu; one of the three Vyāhṛtis	Name of Viṣṇu; one of the three Vyāhṛtis	earth; land; landed property; piece of ground; soil; the earth; world	Name of Viṣṇu; Name of an Ekāha; a place; a sacrificial fire; a term for the letter; arising; becoming; being; earth; existing; floor; ground; land; landed property; matter; object; one of the three Vyāhṛtis; pavement; piece of ground; soil; space; spot; springing; symbolical name for the number one; the act of becoming; the base of any geometrical figure; the earth; the place of being; universe; world
BU	BU	dhaatu	1	a particular land-measure	a particular land-measure	a particular land-measure	
BU	BU/	dhaatu	1	Name of an Ekāha	Name of an Ekāha	becoming; being; existing; the act of becoming; the place of being	
BU	BU/	dhaatu	2	a place; earth; floor; landed property; piece of ground; soil	a place; becoming; being; existing; the act of becoming; the place of being	a place; arising; spot; springing	
BU	BU/	dhaatu	3	a sacrificial fire	a sacrificial fire	floor; ground	
BU	BU/	dhaatu	4	a term for the letter	a term for the letter	matter; object	
BU	BU/	dhaatu	5	arising; springing	arising; matter; object; spot; springing	Name of Viṣṇu; one of the three Vyāhṛtis	
BU	BU/	dhaatu	6	becoming; existing; the act of becoming; the place of being	earth; floor; ground; land; landed property; piece of ground; soil; the earth; world	space; universe	
BU	BU/	dhaatu	7	being; ground; land; matter; object; spot; the earth; world	pavement	Name of an Ekāha	
BU	BU/	dhaatu	8	pavement	space; universe	a sacrificial fire	
BU	BU/	dhaatu	9	space; universe	symbolical name for the number one	a term for the letter	
BU	BU/	dhaatu	10	symbolical name for the number one	the base of any geometrical figure	pavement	
BU	BU/	dhaatu	11	the base of any geometrical figure		symbolical name for the number one	
BU	BU/	dhaatu	12			the base of any geometrical figure	
Darma	Da/rma	praatipadika	0	Justice personified; right	Name of a lexicographer	Justice personified; Law; firm; justice; law; practice; right; statute; steadfast decree; the law; usage	Justice personified; Law; Name of a king of Kaśmīra; Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man; Name of the 15th Arhat of the present Ava-sarpiṇī; a Soma-drinker; a bow; a particular ceremony; an Upaniṣad; associating with the virtuous; character; customary observance; devotion; doctrine of Buddhism; duty; essential quality; father of Ghṛta; firm; f° of Dhṛta; f° of Netra; good works; justice; law; mark; morality; nature; of Uśanas; ordinance; peculiar condition; peculiarity; practice; prescribed conduct; property; religion; religious abstraction; religious merit; right; sacrifice; statute; steadfast decree; that which is established; the ethical precepts of Buddhism; the law; the law of Northern Buddhism; the ninth mansion; usage; virtue
Darma	Darma	naama-dhaatu	0	law	law	law	law; to become
Darma	Da/rma	praatipadika	1	Name of a king of Kaśmīra; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; father of Ghṛta	Name of a king of Kaśmīra; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; father of Ghṛta	Name of a king of Kaśmīra; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; father of Ghṛta	
Darma	Darma	naama-dhaatu	1	to become	to become	to become	
Darma	Da/rma	praatipadika	2	Name of a lexicographer	Name of another man	associating with the virtuous; doctrine of Buddhism; good works; morality; the ethical precepts of Buddhism; the law of Northern Buddhism; virtue	
Darma	Da/rma	praatipadika	3	Name of another man	Name of the 15th Arhat of the present Ava-sarpiṇī	devotion; religion; religious abstraction; religious merit; sacrifice	
Darma	Da/rma	praatipadika	4	Name of the 15th Arhat of the present Ava-sarpiṇī	a Soma-drinker	a particular ceremony; customary observance	
Darma	Da/rma	praatipadika	5	a Soma-drinker	a bow	f° of Dhṛta; f° of Netra	
Darma	Da/rma	praatipadika	6	a bow	a particular ceremony; customary observance	an Upaniṣad; of Uśanas	
Darma	Da/rma	praatipadika	7	a particular ceremony; customary observance	an Upaniṣad; of Uśanas	peculiar condition; peculiarity	
Darma	Da/rma	praatipadika	8	an Upaniṣad; of Uśanas	character	Name of a lexicographer	
Darma	Da/rma	praatipadika	9	associating with the virtuous; good works; virtue	duty	Name of another man	
Darma	Da/rma	praatipadika	10	character	essential quality	Name of the 15th Arhat of the present Ava-sarpiṇī	
Darma	Da/rma	praatipadika	11	devotion; religion; religious abstraction; religious merit; sacrifice	f° of Dhṛta; f° of Netra	a Soma-drinker	
Darma	Da/rma	praatipadika	12	doctrine of Buddhism; morality; the ethical precepts of Buddhism; the law of Northern Buddhism	mark	a bow	
Darma	Da/rma	praatipadika	13	duty	nature	character	
Darma	Da/rma	praatipadika	14	essential quality	ordinance	duty	
Darma	Da/rma	praatipadika	15	Law; firm; justice; law; practice; statute; steadfast decree; the law; usage	peculiar condition; peculiarity	essential quality	
Darma	Da/rma	praatipadika	16	f° of Dhṛta; f° of Netra	prescribed conduct	mark	
Darma	Da/rma	praatipadika	17	mark	property	nature	
Darma	Da/rma	praatipadika	18	nature	devotion; religion; religious abstraction; religious merit; sacrifice	ordinance	
Darma	Da/rma	praatipadika	19	ordinance	Justice personified; Law; firm; justice; law; practice; right; statute; steadfast decree; the law; usage	prescribed conduct	
Darma	Da/rma	praatipadika	20	peculiar condition; peculiarity	that which is established	property	
Darma	Da/rma	praatipadika	21	prescribed conduct	the ninth mansion	that which is established	
Darma	Da/rma	praatipadika	22	property	associating with the virtuous; doctrine of Buddhism; good works; morality; the ethical precepts of Buddhism; the law of Northern Buddhism; virtue	the ninth mansion	
Darma	Da/rma	praatipadika	23	that which is established			
Darma	Da/rma	praatipadika	24	the ninth mansion			
agra	a/gra	praatipadika	0	a measure of food given as alms	a measure of food given as alms	anterior; foremost; foremost point; front; projecting; surface	a measure of food given as alms; a weight; aim; and hence; anterior; best; best part; chief; equal to a pala; figuratively; first; foremost; foremost point; front; goal; multitude; part; point; projecting; prominent; sharpness; summit; supernumerary; surface; the beginning; the climax; the nearest end; the sun's amplitude; tip; top; uppermost part
agra	agra	praatipadika	0	remainder; rest	remainder; rest	remainder; rest	remainder; rest
agra	a/gra	praatipadika	1	a weight; equal to a pala	aim; best; goal; point; tip	best part; part; summit; top; uppermost part	
agra	a/gra	praatipadika	2	aim; best; best part; chief; foremost; foremost point; goal; prominent; summit; the beginning; the climax; tip; uppermost part	and hence	best; chief; first; prominent; tip	
agra	a/gra	praatipadika	3	and hence	a weight; equal to a pala	aim; goal; point	
agra	a/gra	praatipadika	4	figuratively	figuratively	a weight; equal to a pala	
agra	a/gra	praatipadika	5	multitude	anterior; chief; first; foremost; foremost point; front; prominent	the beginning; the climax	
agra	a/gra	praatipadika	6	anterior; first; front; part; point; projecting; surface; top	multitude	a measure of food given as alms	
agra	a/gra	praatipadika	7	sharpness	sharpness	and hence	
agra	a/gra	praatipadika	8	supernumerary	supernumerary	figuratively	
agra	a/gra	praatipadika	9	the nearest end	best part; part; projecting; summit; surface; top; uppermost part	multitude	
agra	a/gra	praatipadika	10	the sun's amplitude	the beginning; the climax	sharpness	
agra	a/gra	praatipadika	11		the nearest end	supernumerary	
agra	a/gra	praatipadika	12		the sun's amplitude	the nearest end	
agra	a/gra	praatipadika	13			the sun's amplitude	
arTa	a/rTa	praatipadika	0	Buddhi	Buddhi	aim; cause; meaning; motive; needing anything; purpose; wanting	Buddhi; Name of the second mansion; action; advantage; affair; aim; cause; concern; having to do with; kind; lawsuit; manner; meaning; money; motive; needing anything; notion; object; object of the senses; opulence; personified as the son of Dharma; prevention; price; prohibition; property; purpose; reason; sense; substance; take up one's work; the mansion of wealth; the number five; thing; to go to one's business; use; utility; wanting; wealth
arTa	a/rTa	praatipadika	1	Name of the second mansion	Name of the second mansion	concern; having to do with; kind; reason; sense	
arTa	a/rTa	praatipadika	2	action; advantage; object	affair	action; object; object of the senses; thing	
arTa	a/rTa	praatipadika	3	affair	concern; having to do with; kind; needing anything; sense; wanting	money; opulence; the mansion of wealth; wealth	
arTa	a/rTa	praatipadika	4	cause; concern; having to do with; kind; motive; object of the senses; purpose; reason; thing; use; utility	lawsuit	advantage; use; utility	
arTa	a/rTa	praatipadika	5	lawsuit	manner	take up one's work; to go to one's business	
arTa	a/rTa	praatipadika	6	manner	notion	Buddhi	
arTa	a/rTa	praatipadika	7	money; opulence; the mansion of wealth; wealth	action; advantage; object; object of the senses; thing; use; utility	Name of the second mansion	
arTa	a/rTa	praatipadika	8	aim; meaning; needing anything; sense; wanting	personified as the son of Dharma	affair	
arTa	a/rTa	praatipadika	9	notion	prevention	lawsuit	
arTa	a/rTa	praatipadika	10	personified as the son of Dharma	price	manner	
arTa	a/rTa	praatipadika	11	prevention	prohibition	notion	
arTa	a/rTa	praatipadika	12	price	property	personified as the son of Dharma	
arTa	a/rTa	praatipadika	13	prohibition	substance	prevention	
arTa	a/rTa	praatipadika	14	property	take up one's work; to go to one's business	price	
arTa	a/rTa	praatipadika	15	substance	the number five	prohibition	
arTa	a/rTa	praatipadika	16	take up one's work; to go to one's business	aim; cause; meaning; motive; purpose; reason	property	
arTa	a/rTa	praatipadika	17	the number five	money; opulence; the mansion of wealth; wealth	substance	
arTa	a/rTa	praatipadika	18			the number five	
banD	banD	dhaatu	0	arrange	betray to be bound by the fetters of existence	arrange; assume; compose; conceive; construct; constructed; do; make; put on; put together; set up; take up; to form; to join; unite	arrange; assume; bear; bend; betray to be bound by the fetters of existence; bridge over; capture; catch; cause; chain; chastise; cherish; clench; close; compose; conceive; construct; constructed; contract; dammed up; direct; do; effect; evil; exhibit; fasten; fetter; fix; fold; hold back; hold captive; imprison; knit; make; offer; produce anything in this way; produce in any way; put on; put together; restrain; rivet on; sacrifice; set up; show; shut; sin again; span; stop; strike; suffer; suppress; take; take up; that is experience; tie; to arrest; to attach to world; to be affected by id est; to bind; to bind a sacrificial victim; to bind round; to bind together; to catch; to cause to be built; to cause to be embanked; to cause to bind; to entertain; to fix; to form; to join; to punish; to sin; unite
banD	banD	dhaatu	1	bear; bridge over	cherish	cause; chastise; effect; evil; sacrifice; sin again; strike; suffer; suppress; to punish; to sin	
banD	banD	dhaatu	2	betray to be bound by the fetters of existence	capture; catch; cause; clench; close; dammed up; effect; evil; hold back; hold captive; imprison; restrain; shut; span; stop; strike; suppress; take; to arrest; to catch; to entertain	chain; close; direct; fasten; fetter; fix; fold; rivet on; span; tie; to fix	
banD	banD	dhaatu	3	capture; effect; exhibit; imprison; make; put on; to entertain	arrange; assume; compose; conceive; construct; constructed; direct; do; exhibit; make; put on; put together; set up; show; take up; to fix; to form	bear; bend; bridge over; to bind; to bind a sacrificial victim; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind	
banD	banD	dhaatu	4	chain; fasten; fetter; rivet on; to bind round	contract	capture; catch; exhibit; show; stop; take; to arrest; to catch; to entertain	
banD	banD	dhaatu	5	cherish	fasten; fetter; fix; fold; rivet on	clench; dammed up; hold back; hold captive; imprison; restrain; shut	
banD	banD	dhaatu	6	bend; catch; cause; compose; conceive; construct; direct; fix; fold; put together; set up; show; span; take up; to fix; to form; to join; unite	knit	produce anything in this way; produce in any way	
banD	banD	dhaatu	7	contract	offer	betray to be bound by the fetters of existence	
banD	banD	dhaatu	8	assume; clench; close; dammed up; hold back; hold captive; restrain; shut; stop; take; tie; to arrest; to catch	produce anything in this way; produce in any way	cherish	
banD	banD	dhaatu	9	knit	chastise; sacrifice; sin again; suffer; to punish; to sin	contract	
banD	banD	dhaatu	10	offer	that is experience	knit	
banD	banD	dhaatu	11	produce anything in this way; produce in any way	to attach to world	offer	
banD	banD	dhaatu	12	chastise; do; evil; sacrifice; sin again; strike; suffer; suppress; to bind; to bind a sacrificial victim; to bind together; to punish; to sin	to be affected by id est	that is experience	
banD	banD	dhaatu	13	that is experience	bear; bend; bridge over; chain; tie; to bind; to bind a sacrificial victim; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to join; unite	to attach to world	
banD	banD	dhaatu	14	to attach to world		to be affected by id est	
banD	banD	dhaatu	15	to be affected by id est			
banD	banD	dhaatu	16	constructed; to cause to be built; to cause to be embanked; to cause to bind			
brahman	bra/hman	praatipadika	0	Mantra used as a spell	Mantra used as a spell	a sacred text; communicators of sacred knowledge; holy life; religious; the sacred word	Mantra used as a spell; a sacred text; a text; communicators of sacred knowledge; final emancipation; food; holy life; one self-existent impersonal Spirit; outpouring of the heart in worshipping the gods; pious effusion; prayer; religious; spiritual knowledge; the Absolute; the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Eternal; the Self-existent; the Veda; the class of men who are the repositories; the one universal Soul; the sacred syllable Om; the sacred word; utterance; wealth
brahman	brahma/n	praatipadika	0	Brahmā; Name of Śiva; a lifetime of Brahmā; a particular Kalpa; the Veda; Ṛtvijas	Name of a magician	a Brāhman who is a knower of Vedic texts; an inhabitant of Brahmā's heaven; one of the 4 principal priests; one versed in sacred knowledge	Brahmā; Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; a Brāhman who is a knower of Vedic texts; a devout; a lifetime of Brahmā; a particular Kalpa; a particular astronomy Yoga; an inhabitant of Brahmā's heaven; as the first of the triad of personal gods; one of the 4 principal priests; one versed in sacred knowledge; one who prays; religious man; spells; the Veda; the intellect; the one impersonal universal Spirit manifested as a personal Creator; the sun; δ Aurigae; Ṛtvijas
brahman	bra/hman	praatipadika	1	a sacred text; communicators of sacred knowledge	a text	one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	
brahman	brahma/n	praatipadika	1	Name of a magician	Name of a star; δ Aurigae	Brahmā; Name of Śiva; the Veda; Ṛtvijas	
brahman	bra/hman	praatipadika	2	a text	final emancipation	the Brahmă; the Brāhmaṇa portion of the Veda; the Veda; the sacred syllable Om	
brahman	brahma/n	praatipadika	2	Name of the 9th Muhūrta	Name of the 9th Muhūrta	Name of Bṛhas-pati; Name of a star; δ Aurigae	
brahman	bra/hman	praatipadika	3	final emancipation	food	outpouring of the heart in worshipping the gods; pious effusion	
brahman	brahma/n	praatipadika	3	Name of the servant of the 10th Arhat of the present Avasarpiṇī	Name of the servant of the 10th Arhat of the present Avasarpiṇī	a devout; one who prays; religious man	
brahman	bra/hman	praatipadika	4	food	one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	Mantra used as a spell	
brahman	brahma/n	praatipadika	4	a Brāhman who is a knower of Vedic texts; an inhabitant of Brahmā's heaven; one of the 4 principal priests	a Brāhman who is a knower of Vedic texts; an inhabitant of Brahmā's heaven; one of the 4 principal priests; one versed in sacred knowledge	a lifetime of Brahmā; a particular Kalpa	
brahman	bra/hman	praatipadika	5	one self-existent impersonal Spirit; the Eternal	outpouring of the heart in worshipping the gods; pious effusion	a text	
brahman	brahma/n	praatipadika	5	a devout; one versed in sacred knowledge; one who prays; religious man	a devout; one who prays; religious man	Name of a magician	
brahman	bra/hman	praatipadika	6	outpouring of the heart in worshipping the gods; pious effusion	prayer	final emancipation	
brahman	brahma/n	praatipadika	6	a particular astronomy Yoga	a lifetime of Brahmā; a particular Kalpa	Name of the 9th Muhūrta	
brahman	bra/hman	praatipadika	7	prayer	spiritual knowledge	food	
brahman	brahma/n	praatipadika	7	as the first of the triad of personal gods	a particular astronomy Yoga	Name of the servant of the 10th Arhat of the present Avasarpiṇī	
brahman	bra/hman	praatipadika	8	holy life; religious	the Brāhmanical caste as a body	prayer	
brahman	brahma/n	praatipadika	8	spells	as the first of the triad of personal gods	a particular astronomy Yoga	
brahman	bra/hman	praatipadika	9	spiritual knowledge	the Brahmă; the Brāhmaṇa portion of the Veda; the Veda; the sacred syllable Om	spiritual knowledge	
brahman	brahma/n	praatipadika	9	the intellect	spells	as the first of the triad of personal gods	
brahman	bra/hman	praatipadika	10	the Brāhmanical caste as a body	the class of men who are the repositories	the Brāhmanical caste as a body	
brahman	brahma/n	praatipadika	10	the one impersonal universal Spirit manifested as a personal Creator	the intellect	spells	
brahman	bra/hman	praatipadika	11	the Absolute; the Brahmă; the Brāhmaṇa portion of the Veda; the Self-existent; the Veda; the one universal Soul; the sacred syllable Om; the sacred word	a sacred text; communicators of sacred knowledge; holy life; religious; the sacred word	the class of men who are the repositories	
brahman	brahma/n	praatipadika	11	the sun	the one impersonal universal Spirit manifested as a personal Creator	the intellect	
brahman	bra/hman	praatipadika	12	the class of men who are the repositories	utterance	utterance	
brahman	brahma/n	praatipadika	12	Name of Bṛhas-pati; Name of a star; δ Aurigae	the sun	the one impersonal universal Spirit manifested as a personal Creator	
brahman	bra/hman	praatipadika	13	utterance	wealth	wealth	
brahman	brahma/n	praatipadika	13		Brahmā; Name of Bṛhas-pati; Name of Śiva; the Veda; Ṛtvijas	the sun	
brahman	bra/hman	praatipadika	14	wealth			
citra	citra	praatipadika	0	fro	fro	fro	fro; leaping to
citra	citra/	praatipadika	0	Jonesia Aśoka	Jonesia Aśoka	answer; bright; clear; conspicuous; distinguished; excellent; wonder; wonderful	Jonesia Aśoka; Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra; Plumbago zeylanica; Ricinus communis; a bright; a brilliant ornament; a forestof variegated appearance  on; a form of Yama; a picture; a sectarial mark on the forehead; a spot; agitated; answer; anything bright; arranging verses in the shape of mathematical; bright; bright-coloured; clear; coloured which strikes the eyes; conspicuous; containing the word; curious; delineation; different; distinguished; excellent; extraordinary appearance; facetious conversation; having different varieties; manifold; ornament; other fanciful figures; punning in the form of question; riddle; sketch; sky; speckled; spotted; strange; strange!; the ether; variegated; variety of colour; various; various modes of writing; wonder; wonderful
citra	citra	praatipadika	1	leaping to	leaping to	leaping to	
citra	citra/	praatipadika	1	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra	a forestof variegated appearance  on; bright-coloured; coloured which strikes the eyes; speckled; spotted; variegated; variety of colour	
citra	citra/	praatipadika	2	Plumbago zeylanica; Ricinus communis	Plumbago zeylanica; Ricinus communis	curious; different; having different varieties; strange; strange!; various	
citra	citra/	praatipadika	3	a bright; a brilliant ornament; a picture; a spot; answer; anything bright; clear; conspicuous; distinguished; ornament	a forestof variegated appearance  on; curious; different; having different varieties; strange; strange!; variegated; variety of colour; various	a bright; a brilliant ornament; a picture; a spot; anything bright; ornament	
citra	citra/	praatipadika	4	a forestof variegated appearance  on; bright-coloured; coloured which strikes the eyes; having different varieties; speckled; spotted; variegated; variety of colour	a form of Yama	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra	
citra	citra/	praatipadika	5	a form of Yama	a sectarial mark on the forehead	Plumbago zeylanica; Ricinus communis	
citra	citra/	praatipadika	6	a sectarial mark on the forehead	a bright; a brilliant ornament; a picture; a spot; anything bright; bright-coloured; coloured which strikes the eyes; ornament; speckled; spotted	Jonesia Aśoka	
citra	citra/	praatipadika	7	agitated	agitated	a form of Yama	
citra	citra/	praatipadika	8	arranging verses in the shape of mathematical	arranging verses in the shape of mathematical	a sectarial mark on the forehead	
citra	citra/	praatipadika	9	containing the word	containing the word	agitated	
citra	citra/	praatipadika	10	curious; different; strange; strange!; various	delineation	arranging verses in the shape of mathematical	
citra	citra/	praatipadika	11	delineation	answer; bright; clear; conspicuous; distinguished; excellent; wonder; wonderful	containing the word	
citra	citra/	praatipadika	12	extraordinary appearance	extraordinary appearance	delineation	
citra	citra/	praatipadika	13	facetious conversation	facetious conversation	extraordinary appearance	
citra	citra/	praatipadika	14	manifold	manifold	facetious conversation	
citra	citra/	praatipadika	15	other fanciful figures	other fanciful figures	manifold	
citra	citra/	praatipadika	16	punning in the form of question	punning in the form of question	other fanciful figures	
citra	citra/	praatipadika	17	riddle	riddle	punning in the form of question	
citra	citra/	praatipadika	18	sketch	sketch	riddle	
citra	citra/	praatipadika	19	sky	sky	sketch	
citra	citra/	praatipadika	20	the ether	the ether	sky	
citra	citra/	praatipadika	21	various modes of writing	various modes of writing	the ether	
citra	citra/	praatipadika	22	bright; excellent; wonder; wonderful		various modes of writing	
dfS	df/S	praatipadika	0	appearance	discerning; knowing; looking at; seeing; the observed spot	appearance; look; the eye; view; viewing	appearance; discerning; doctrine; knowing; look; looking at; seeing; sight; the aspect of a planet; the eye; the observed spot; theory; view; viewing
dfS	dfS	praatipadika	0	appear; be seen; become visible; behold; care for; consider; demonstrate; examine; find out; learn; long for; look at; look into; manifested; regard; think; to; to be always visible; to be seen; to be shown; to cause to see; to notice; to see; to see by divine intuition; to see with the mind; to show a thing; to show or prove; to wait on; to wish to see; to wish to show; try; understand; visit	compose	care for; consider; examine; find out; learn; look at; look into; regard; think; to notice; understand	appear; be seen; become visible; behold; care for; compose; consider; contrive Aorist; demonstrate; examine; find out; learn; long for; look at; look into; manifested; person; regard; think; to; to be always visible; to be seen; to be shown; to cause to see; to notice; to produce or pay; to see; to see by divine intuition; to see with the mind; to show a thing; to show or prove; to wait on; to wish to see; to wish to show; try; understand; visit
dfS	df/S	praatipadika	1	discerning; knowing; look; looking at; seeing; sight; the eye; the observed spot; view; viewing	doctrine; theory	discerning; knowing; looking at; seeing	
dfS	dfS	praatipadika	1	compose	contrive Aorist	appear; become visible; demonstrate; manifested; to be always visible; to be shown; to show a thing; to show or prove; to wish to show	
dfS	df/S	praatipadika	2	doctrine; theory	the aspect of a planet	sight; the observed spot	
dfS	dfS	praatipadika	2	contrive Aorist	appear; be seen; behold; manifested; visit	behold; to be seen; to cause to see; to see; to see by divine intuition; to see with the mind; to wait on; to wish to see	
dfS	df/S	praatipadika	3	the aspect of a planet	appearance; look; sight; the eye; view; viewing	doctrine; theory	
dfS	dfS	praatipadika	3	person	person	long for; to; try	
dfS	df/S	praatipadika	4			the aspect of a planet	
dfS	dfS	praatipadika	4	to produce or pay	to produce or pay	be seen; visit	
dfS	dfS	praatipadika	5		become visible; demonstrate; to be always visible; to be seen; to be shown; to cause to see; to see; to see by divine intuition; to see with the mind; to show a thing; to show or prove; to wish to see; to wish to show	compose	
dfS	dfS	praatipadika	6		care for; consider; examine; find out; learn; long for; look at; look into; regard; think; to; to notice; to wait on; try; understand	contrive Aorist	
dfS	dfS	praatipadika	7			person	
dfS	dfS	praatipadika	8			to produce or pay	
