lemma	derivation	category	cluster_id	k_hop	louvain	leiden	hac
arTa	a/rTa	praatipadika	0	Buddhi	Buddhi	action; aim; kind; manner; object; property; sense	action; advantage; affair; aim; cause; concern; having to do with; kind; lawsuit; manner; meaning; money; motive; needing anything; notion; object; object of the senses; opulence; price; property; purpose; reason; sense; substance; the mansion of wealth; thing; use; utility; wanting; wealth
arTa	a/rTa	praatipadika	1	Name of the second mansion	Name of the second mansion	cause; meaning; motive; purpose; reason; use	Buddhi; personified as the son of Dharma
arTa	a/rTa	praatipadika	2	action; property	concern	affair; having to do with; notion; object of the senses; thing	Name of the second mansion; the number five
arTa	a/rTa	praatipadika	3	advantage	lawsuit	advantage; opulence; substance; utility	take up one's work; to go to one's business
arTa	a/rTa	praatipadika	4	concern	advantage; cause; having to do with; meaning; motive; notion; purpose; reason; use; utility	money; price; the mansion of wealth; wealth	prevention; prohibition
arTa	a/rTa	praatipadika	5	affair; aim; cause; having to do with; kind; manner; meaning; motive; notion; object; object of the senses; reason; substance; thing; use; utility	needing anything; wanting	prevention; prohibition	
arTa	a/rTa	praatipadika	6	lawsuit	action; affair; aim; kind; manner; object; object of the senses; opulence; property; sense; substance; thing	take up one's work; to go to one's business	
arTa	a/rTa	praatipadika	7	money; opulence; price; the mansion of wealth; wealth	personified as the son of Dharma	needing anything; wanting	
arTa	a/rTa	praatipadika	8	needing anything; purpose; sense; wanting	prevention; prohibition	Buddhi	
arTa	a/rTa	praatipadika	9	personified as the son of Dharma	take up one's work; to go to one's business	Name of the second mansion	
arTa	a/rTa	praatipadika	10	prevention; prohibition	the number five	concern	
arTa	a/rTa	praatipadika	11	take up one's work; to go to one's business	money; price; the mansion of wealth; wealth	lawsuit	
arTa	a/rTa	praatipadika	12	the number five		personified as the son of Dharma	
arTa	a/rTa	praatipadika	13			the number five	
banD	banD	dhaatu	0	arrange; assume; cherish; compose; conceive; constructed; contract; fix; hold back; offer; put together; set up; shut; stop; suffer; suppress; take up; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to fix; to join; unite	assume; bend; direct; do; effect; fold; put on; sin again; take; take up; to sin	capture; chastise; cherish; clench; evil; fasten; hold back; hold captive; imprison; restrain; sacrifice; shut; stop; suffer; suppress; to arrest; to bind a sacrificial victim; to punish	arrange; assume; bend; betray to be bound by the fetters of existence; capture; catch; cause; chain; chastise; cherish; clench; close; compose; conceive; construct; constructed; contract; dammed up; direct; do; effect; evil; fasten; fetter; fix; fold; hold back; hold captive; imprison; knit; make; offer; put on; put together; restrain; rivet on; sacrifice; set up; shut; sin again; span; stop; strike; suffer; suppress; take; take up; tie; to arrest; to bind; to bind a sacrificial victim; to bind round; to bind together; to catch; to cause to be built; to cause to be embanked; to cause to bind; to fix; to form; to join; to punish; to sin; unite
banD	banD	dhaatu	1	bear	bear	arrange; compose; conceive; construct; constructed; contract; fix; knit; make; offer; put together; set up; to cause to be built; to fix; to form	exhibit; show; to entertain
banD	banD	dhaatu	2	betray to be bound by the fetters of existence	betray to be bound by the fetters of existence	assume; bend; direct; do; effect; fold; put on; sin again; take; take up; tie; to sin	to attach to world
banD	banD	dhaatu	3	bridge over; close; construct; dammed up; direct; fetter; knit; put on; to form	exhibit; show; to entertain	cause; chain; to bind; to bind round; to bind together; to cause to be embanked; to cause to bind; to join; unite	produce anything in this way; produce in any way
banD	banD	dhaatu	4	exhibit; show; to entertain	arrange; cause; compose; conceive; construct; constructed; contract; fix; knit; make; offer; put together; set up; to bind; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to fix; to form; to join; unite	bridge over; catch; close; dammed up; fetter; rivet on; span; to catch	to be affected by id est
banD	banD	dhaatu	5	produce anything in this way; produce in any way	produce anything in this way; produce in any way	exhibit; show; to entertain	bear
banD	banD	dhaatu	6	capture; catch; chain; clench; hold captive; imprison; restrain; sacrifice; to arrest; to bind a sacrificial victim; to catch	strike	produce anything in this way; produce in any way	that is experience
banD	banD	dhaatu	7	bend; cause; chastise; do; effect; evil; fasten; fold; make; rivet on; sin again; span; take; tie; to bind; to punish; to sin	chastise; cherish; clench; evil; fasten; hold back; hold captive; imprison; restrain; shut; stop; suffer; suppress; to arrest; to punish	bear	bridge over
banD	banD	dhaatu	8	strike	that is experience	betray to be bound by the fetters of existence	
banD	banD	dhaatu	9	that is experience	to attach to world	strike	
banD	banD	dhaatu	10	to attach to world	to be affected by id est	that is experience	
banD	banD	dhaatu	11	to be affected by id est	bridge over; capture; catch; chain; close; dammed up; fetter; rivet on; sacrifice; span; tie; to bind a sacrificial victim; to catch	to attach to world	
banD	banD	dhaatu	12			to be affected by id est	
brahman	bra/hman	praatipadika	0	Mantra used as a spell; a sacred text; a text; communicators of sacred knowledge	communicators of sacred knowledge; holy life; prayer; religious; spiritual knowledge	Mantra used as a spell; a sacred text; a text; the sacred syllable Om; the sacred word; utterance	food; wealth
brahman	brahma/n	praatipadika	0	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven; spells; δ Aurigae; Ṛtvijas	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven; spells; the Veda; δ Aurigae; Ṛtvijas	Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva	a Brāhman who is a knower of Vedic texts; a devout; one versed in sacred knowledge; one who prays; religious man
brahman	bra/hman	praatipadika	1	final emancipation	final emancipation	one self-existent impersonal Spirit; pious effusion; the Absolute; the Eternal; the Self-existent; the one universal Soul	Mantra used as a spell; a sacred text; communicators of sacred knowledge; holy life; one self-existent impersonal Spirit; outpouring of the heart in worshipping the gods; pious effusion; prayer; religious; spiritual knowledge; the Absolute; the Eternal; the Self-existent; the one universal Soul; the sacred syllable Om; the sacred word; utterance
brahman	brahma/n	praatipadika	1	Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; the Veda	Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva	a Brāhman who is a knower of Vedic texts; a devout; one versed in sacred knowledge; one who prays; religious man	Brahmā; Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; a lifetime of Brahmā; a particular Kalpa; a particular astronomy Yoga; an inhabitant of Brahmā's heaven; spells; the Veda; the intellect; δ Aurigae; Ṛtvijas
brahman	bra/hman	praatipadika	2	food	food	communicators of sacred knowledge; holy life; prayer; religious; spiritual knowledge	final emancipation
brahman	brahma/n	praatipadika	2	a Brāhman who is a knower of Vedic texts	a Brāhman who is a knower of Vedic texts; a devout; one versed in sacred knowledge; one who prays; religious man	spells; the Veda; δ Aurigae; Ṛtvijas	as the first of the triad of personal gods; the one impersonal universal Spirit manifested as a personal Creator
brahman	bra/hman	praatipadika	3	one self-existent impersonal Spirit	one self-existent impersonal Spirit; pious effusion; the Absolute; the Eternal; the Self-existent; the one universal Soul	the Brahmă; the Brāhmaṇa portion of the Veda; the Veda	the class of men who are the repositories
brahman	brahma/n	praatipadika	3	a particular Kalpa	a particular Kalpa	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	the sun
brahman	bra/hman	praatipadika	4	outpouring of the heart in worshipping the gods	outpouring of the heart in worshipping the gods	final emancipation	the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Veda
brahman	brahma/n	praatipadika	4	a particular astronomy Yoga	a particular astronomy Yoga	a particular Kalpa	one of the 4 principal priests
brahman	bra/hman	praatipadika	5	holy life; pious effusion; prayer; religious; spiritual knowledge; the Absolute; the Self-existent; the one universal Soul; the sacred syllable Om; the sacred word; utterance	the Brahmă; the Brāhmaṇa portion of the Veda; the Veda	food	a text
brahman	brahma/n	praatipadika	5	as the first of the triad of personal gods	as the first of the triad of personal gods	a particular astronomy Yoga	
brahman	bra/hman	praatipadika	6	the Brahmă; the Brāhmaṇa portion of the Veda; the Eternal; the Veda	the Brāhmanical caste as a body	outpouring of the heart in worshipping the gods	
brahman	brahma/n	praatipadika	6	one of the 4 principal priests	one of the 4 principal priests	as the first of the triad of personal gods	
brahman	bra/hman	praatipadika	7	the Brāhmanical caste as a body	the class of men who are the repositories	the Brāhmanical caste as a body	
brahman	brahma/n	praatipadika	7	a devout; one versed in sacred knowledge; one who prays; religious man	the intellect	one of the 4 principal priests	
brahman	bra/hman	praatipadika	8	the class of men who are the repositories	Mantra used as a spell; a sacred text; a text; the sacred syllable Om; the sacred word; utterance	the class of men who are the repositories	
brahman	brahma/n	praatipadika	8	the intellect	the one impersonal universal Spirit manifested as a personal Creator	the intellect	
brahman	bra/hman	praatipadika	9	wealth	wealth	wealth	
brahman	brahma/n	praatipadika	9	the one impersonal universal Spirit manifested as a personal Creator	the sun	the one impersonal universal Spirit manifested as a personal Creator	
brahman	brahma/n	praatipadika	10	the sun		the sun	
citra	citra	praatipadika	0	fro	fro	fro	fro; leaping to
citra	citra/	praatipadika	0	Jonesia Aśoka	Jonesia Aśoka	a bright; a picture; a spot; anything bright; bright; clear; conspicuous; excellent; sky; spotted; wonderful	a bright; a brilliant ornament; a forestof variegated appearance  on; a picture; a spot; agitated; answer; anything bright; bright; bright-coloured; clear; coloured which strikes the eyes; conspicuous; curious; delineation; different; distinguished; excellent; extraordinary appearance; facetious conversation; having different varieties; manifold; ornament; punning in the form of question; riddle; sketch; sky; speckled; spotted; strange; strange!; the ether; variegated; variety of colour; various; wonder; wonderful
citra	citra	praatipadika	1	leaping to	leaping to	leaping to	
citra	citra/	praatipadika	1	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra	agitated; answer; curious; facetious conversation; punning in the form of question; riddle; speckled; strange; strange!; wonder	arranging verses in the shape of mathematical; containing the word; various modes of writing
citra	citra/	praatipadika	2	Plumbago zeylanica; a form of Yama; different; having different varieties	Ricinus communis	arranging verses in the shape of mathematical; different; distinguished; having different varieties; variegated; variety of colour; various; various modes of writing	Jonesia Aśoka; Plumbago zeylanica; a form of Yama
citra	citra/	praatipadika	3	Ricinus communis	a sectarial mark on the forehead	Plumbago zeylanica; a form of Yama; delineation; manifold; ornament; sketch; the ether	Ricinus communis
citra	citra/	praatipadika	4	a brilliant ornament; a forestof variegated appearance  on; a picture; a spot; anything bright; bright-coloured; coloured which strikes the eyes; delineation; extraordinary appearance; manifold; ornament; sketch; sky; the ether; variegated; variety of colour	containing the word	a brilliant ornament; a forestof variegated appearance  on; bright-coloured; coloured which strikes the eyes; extraordinary appearance	a sectarial mark on the forehead
citra	citra/	praatipadika	5	a sectarial mark on the forehead	Plumbago zeylanica; arranging verses in the shape of mathematical; different; having different varieties; variegated; variety of colour; various; various modes of writing	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra	other fanciful figures
citra	citra/	praatipadika	6	agitated; answer; curious; facetious conversation; punning in the form of question; riddle; speckled; strange; strange!; wonder	a brilliant ornament; a forestof variegated appearance  on; a form of Yama; delineation; manifold; ornament; sketch; the ether	Jonesia Aśoka	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra
citra	citra/	praatipadika	7	arranging verses in the shape of mathematical; various; various modes of writing	other fanciful figures	Ricinus communis	
citra	citra/	praatipadika	8	containing the word	agitated; answer; conspicuous; curious; distinguished; extraordinary appearance; facetious conversation; punning in the form of question; riddle; speckled; spotted; strange; strange!; wonder	a sectarial mark on the forehead	
citra	citra/	praatipadika	9	other fanciful figures	a bright; a picture; a spot; anything bright; bright; bright-coloured; clear; coloured which strikes the eyes; excellent; sky; wonderful	containing the word	
citra	citra/	praatipadika	10	a bright; bright; clear; conspicuous; distinguished; excellent; spotted; wonderful		other fanciful figures	
dfS	df/S	praatipadika	0	appearance; discerning; knowing; look; looking at; seeing; sight; the eye; the observed spot; view; viewing	appearance; look; looking at; seeing; sight; the eye; the observed spot; view; viewing	appearance; sight; the eye; the observed spot; view	appearance; discerning; doctrine; knowing; look; looking at; seeing; sight; the aspect of a planet; the eye; the observed spot; theory; view; viewing
dfS	dfS	praatipadika	0	appear; care for; compose; consider; contrive Aorist; demonstrate; to; to be always visible; understand; visit	learn	behold; care for; compose; consider; look at; regard; think; to; understand	appear; be seen; become visible; behold; care for; compose; consider; demonstrate; examine; find out; learn; long for; look at; look into; manifested; regard; think; to; to be always visible; to be seen; to be shown; to cause to see; to notice; to see; to see by divine intuition; to see with the mind; to show a thing; to show or prove; to wait on; to wish to see; to wish to show; try; understand; visit
dfS	df/S	praatipadika	1	doctrine; theory	doctrine; theory	discerning; knowing; seeing	
dfS	dfS	praatipadika	1	learn	be seen; examine; find out; look into; regard; to be seen; to cause to see; to see; to see by divine intuition; to see with the mind; to wish to see; visit	appear; contrive Aorist; demonstrate; manifested; to be shown; to show a thing; to show or prove; to wish to show	person
dfS	df/S	praatipadika	2	the aspect of a planet	discerning; knowing	look; looking at; viewing	
dfS	dfS	praatipadika	2	long for; to wait on	person	examine; find out; look into; to cause to see; to see; to see by divine intuition; to see with the mind; to wish to see	contrive Aorist; to produce or pay
dfS	df/S	praatipadika	3		the aspect of a planet	doctrine; theory	
dfS	dfS	praatipadika	3	person	behold; compose; consider; look at; think; to; understand	become visible; to be always visible; to notice	
dfS	df/S	praatipadika	4			the aspect of a planet	
dfS	dfS	praatipadika	4	to produce or pay	to produce or pay	be seen; to be seen; visit	
dfS	dfS	praatipadika	5	be seen; become visible; behold; examine; find out; look at; look into; manifested; regard; think; to be seen; to be shown; to cause to see; to notice; to see; to see by divine intuition; to see with the mind; to show a thing; to show or prove; to wish to see; to wish to show	appear; become visible; care for; contrive Aorist; demonstrate; manifested; to be always visible; to be shown; to notice; to show a thing; to show or prove; to wish to show	long for; to wait on	
dfS	dfS	praatipadika	6	try	long for; to wait on	learn	
dfS	dfS	praatipadika	7		try	person	
dfS	dfS	praatipadika	8			to produce or pay	
dfS	dfS	praatipadika	9			try	
eka	e/ka	praatipadika	0	Name of a son of Raya	Name of a son of Raya	a; an; chief; excellent; following; pre-eminent; with preceding	a; alone; an; chief; excellent; following; identical; little; many; no one; nobody; one; one by one; one of two; pre-eminent; sincere; single; single of its kind; singular; small; solitary; that one only; the same; truthful; unique; unity; with preceding
eka	e/ka	praatipadika	1	Name of a teacher	Name of a teacher	happening only once; many; one; one by one; one of two; that one only	Name of a son of Raya; Name of a teacher
eka	e/ka	praatipadika	2	a; following; unique	a; an; chief; excellent; following; pre-eminent; sincere; truthful; with preceding	alone; little; no one; nobody; small; solitary	happening only once
eka	e/ka	praatipadika	3	a unit	a unit	single; single of its kind; singular; unique	a unit
eka	e/ka	praatipadika	4	chief; pre-eminent; with preceding	alone; little; no one; nobody; single; single of its kind; singular; small; solitary; unique	identical; the same	
eka	e/ka	praatipadika	5	happening only once; that one only	happening only once; many; one; one by one; one of two; that one only	sincere; truthful	
eka	e/ka	praatipadika	6	an; identical; the same	identical; the same	Name of a son of Raya	
eka	e/ka	praatipadika	7	many; one; one by one; one of two	unity	Name of a teacher	
eka	e/ka	praatipadika	8	alone; little; no one; nobody; single; single of its kind; singular; small; solitary		a unit	
eka	e/ka	praatipadika	9	excellent; sincere; truthful		unity	
eka	e/ka	praatipadika	10	unity			
eva	e/va	praatipadika	0	a horse	a horse	conduct; custom; habit; manner of acting; usage	conduct; course; custom; going; habit; manner of acting; moving; proceeding; quick; speedy; the earth; usage; way; world
eva	eva/	avyaya	0	affirmation; command; detraction; diminution; restrainment	affirmation; command; detraction; diminution; restrainment	alone; already; even; only; really; truly	affirmation; alone; already; command; detraction; diminution; even; exactly; exactly so; immediately on; indeed; just; just so; merely; only; really; restrainment; same; so; still; truly; very
eva	e/va	praatipadika	1	conduct; custom; habit; manner of acting; usage	conduct; custom; habit; manner of acting; usage	course; quick; speedy; way	a horse
eva	eva/	avyaya	1	alone	already; even; exactly; exactly so; immediately on; indeed; just so; really; so; truly; very	exactly; exactly so; immediately on; indeed; so; very	is a mere expletive without any exact meaning and not translatable implies emphasis
eva	e/va	praatipadika	2	course; going; moving; proceeding; quick; speedy; way	course; going; moving; proceeding; quick; speedy; way	going; moving; proceeding	
