lemma	derivation	category	cluster_id	LaBSE	MPnet	Para-Mini	Qwen	VyA
Darma	Da/rma	praatipadika	0	devotion; duty; morality; religion; religious abstraction; religious merit; sacrifice; virtue	Law; a particular ceremony; customary observance; firm; law; ordinance; prescribed conduct; property; statute; steadfast decree; that which is established; the law	a Soma-drinker; a bow; an Upaniṣad; character; essential quality; good works; mark; nature; of Uśanas; peculiar condition; peculiarity; right; that which is established; usage	Justice personified; Law; firm; justice; law; practice; right; statute; steadfast decree; the law; usage	Justice personified; Law; justice; law; morality; ordinance; prescribed conduct; statute; steadfast decree; that which is established; the law
Darma	Darma	naama-dhaatu	0	law	law	law	law	law
Darma	Da/rma	praatipadika	1	Law; justice; law; ordinance; right; statute; the law	Name of a king of Kaśmīra; Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man; Name of the 15th Arhat of the present Ava-sarpiṇī; father of Ghṛta	Justice personified; Law; duty; firm; justice; law; morality; ordinance; practice; prescribed conduct; property; statute; steadfast decree; the law	Name of a king of Kaśmīra; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; father of Ghṛta	Name of a king of Kaśmīra; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man; Name of the 15th Arhat of the present Ava-sarpiṇī; father of Ghṛta
Darma	Darma	naama-dhaatu	1	to become	to become	to become	to become	to become
Darma	Da/rma	praatipadika	2	Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man	Justice personified; character; devotion; duty; essential quality; justice; morality; nature; sacrifice; virtue	a particular ceremony; associating with the virtuous; customary observance; devotion; doctrine of Buddhism; religion; religious abstraction; religious merit; sacrifice; the ethical precepts of Buddhism; the law of Northern Buddhism; virtue	associating with the virtuous; doctrine of Buddhism; good works; morality; the ethical precepts of Buddhism; the law of Northern Buddhism; virtue	associating with the virtuous; devotion; duty; essential quality; religion; religious abstraction; religious merit; sacrifice; virtue
Darma	Da/rma	praatipadika	3	character; mark; nature; peculiar condition; peculiarity; property	associating with the virtuous; doctrine of Buddhism; religion; religious abstraction; religious merit; the ethical precepts of Buddhism; the law of Northern Buddhism	Name of a king of Kaśmīra; Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man; Name of the 15th Arhat of the present Ava-sarpiṇī; father of Ghṛta	devotion; religion; religious abstraction; religious merit; sacrifice	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism
Darma	Da/rma	praatipadika	4	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism	a Soma-drinker; a bow; an Upaniṣad	f° of Dhṛta; f° of Netra	a particular ceremony; customary observance	a particular ceremony; customary observance
Darma	Da/rma	praatipadika	5	f° of Dhṛta; f° of Netra	f° of Dhṛta; f° of Netra	the ninth mansion	f° of Dhṛta; f° of Netra	f° of Dhṛta; f° of Netra
Darma	Da/rma	praatipadika	6	practice; usage	peculiar condition; peculiarity		an Upaniṣad; of Uśanas	an Upaniṣad; of Uśanas
Darma	Da/rma	praatipadika	7	customary observance; prescribed conduct	good works		peculiar condition; peculiarity	peculiar condition; peculiarity
Darma	Da/rma	praatipadika	8	Justice personified	mark		Name of a lexicographer	practice; usage
Darma	Da/rma	praatipadika	9	Name of a king of Kaśmīra	of Uśanas		Name of another man	Name of a lexicographer
Darma	Da/rma	praatipadika	10	Name of a lexicographer	practice		Name of the 15th Arhat of the present Ava-sarpiṇī	a Soma-drinker
Darma	Da/rma	praatipadika	11	Name of the 15th Arhat of the present Ava-sarpiṇī	right		a Soma-drinker	a bow
Darma	Da/rma	praatipadika	12	a Soma-drinker	the ninth mansion		a bow	character
Darma	Da/rma	praatipadika	13	a bow	usage		character	firm
Darma	Da/rma	praatipadika	14	a particular ceremony			duty	good works
Darma	Da/rma	praatipadika	15	an Upaniṣad			essential quality	mark
Darma	Da/rma	praatipadika	16	associating with the virtuous			mark	nature
Darma	Da/rma	praatipadika	17	essential quality			nature	property
Darma	Da/rma	praatipadika	18	father of Ghṛta			ordinance	right
Darma	Da/rma	praatipadika	19	firm			prescribed conduct	the ninth mansion
Darma	Da/rma	praatipadika	20	good works			property	
Darma	Da/rma	praatipadika	21	of Uśanas			that which is established	
Darma	Da/rma	praatipadika	22	steadfast decree			the ninth mansion	
Darma	Da/rma	praatipadika	23	that which is established				
Darma	Da/rma	praatipadika	24	the ninth mansion				
agra	a/gra	praatipadika	0	anterior; first; foremost; front; prominent; the beginning	aim; and hence; foremost point; goal; point; sharpness; surface	aim; goal; point; projecting; sharpness; tip	anterior; foremost; foremost point; front; projecting; surface	chief; front; prominent; sharpness; surface; tip; top
agra	agra	praatipadika	0	remainder; rest	remainder; rest	remainder; rest	remainder; rest	remainder
agra	a/gra	praatipadika	1	chief; summit; surface; the climax; top	best; chief; foremost; summit; tip; top	a weight; equal to a pala; front; part; surface	best part; part; summit; top; uppermost part	summit; the beginning; the climax; the nearest end; uppermost part
agra	agra	praatipadika	1					rest
agra	a/gra	praatipadika	2	aim; foremost point; goal; point; tip	best part; part; the climax; the nearest end; uppermost part	best; best part; the climax; the nearest end; uppermost part	best; chief; first; prominent; tip	best; best part; first; foremost; foremost point
agra	a/gra	praatipadika	3	best; best part; uppermost part	anterior; first; front; the beginning	and hence; anterior; figuratively; multitude	aim; goal; point	and hence; anterior; figuratively; part; projecting
agra	a/gra	praatipadika	4	a measure of food given as alms	a measure of food given as alms; a weight; equal to a pala	chief; prominent; summit; top	a weight; equal to a pala	aim; goal; point
agra	a/gra	praatipadika	5	a weight	projecting; prominent	first; foremost; foremost point; the beginning	the beginning; the climax	a measure of food given as alms
agra	a/gra	praatipadika	6	and hence	multitude; supernumerary	a measure of food given as alms	a measure of food given as alms	a weight
agra	a/gra	praatipadika	7	equal to a pala	figuratively	supernumerary	and hence	equal to a pala
agra	a/gra	praatipadika	8	figuratively	the sun's amplitude	the sun's amplitude	figuratively	multitude
agra	a/gra	praatipadika	9	multitude			multitude	supernumerary
agra	a/gra	praatipadika	10	part			sharpness	the sun's amplitude
agra	a/gra	praatipadika	11	projecting			supernumerary	
agra	a/gra	praatipadika	12	sharpness			the nearest end	
agra	a/gra	praatipadika	13	supernumerary			the sun's amplitude	
agra	a/gra	praatipadika	14	the nearest end				
agra	a/gra	praatipadika	15	the sun's amplitude				
arTa	a/rTa	praatipadika	0	aim; meaning; motive; notion; object of the senses; purpose; reason; sense	action; affair; cause; concern; lawsuit; motive; prevention; prohibition; reason; take up one's work	advantage; cause; concern; motive; prevention; prohibition; reason; use; utility	aim; cause; meaning; motive; needing anything; purpose; wanting	action; aim; kind; manner; object; property; sense
arTa	a/rTa	praatipadika	1	action; cause; object; property; substance; thing	Name of the second mansion; object; object of the senses; property; substance; the mansion of wealth; the number five; thing	Name of the second mansion; money; price; property; the mansion of wealth; wealth	concern; having to do with; kind; reason; sense	cause; meaning; motive; purpose; reason; use
arTa	a/rTa	praatipadika	2	affair; concern; lawsuit	having to do with; kind; manner; meaning; notion; sense	meaning; object; object of the senses; purpose; sense; substance	action; object; object of the senses; thing	affair; having to do with; notion; object of the senses; thing
arTa	a/rTa	praatipadika	3	advantage; use; utility	money; needing anything; opulence; price; wanting; wealth	affair; kind; manner; notion; opulence	money; opulence; the mansion of wealth; wealth	advantage; opulence; substance; utility
arTa	a/rTa	praatipadika	4	money; the mansion of wealth; wealth	advantage; aim; purpose; use; utility	action; having to do with; take up one's work; to go to one's business	advantage; use; utility	money; price; the mansion of wealth; wealth
arTa	a/rTa	praatipadika	5	kind; manner	Buddhi; personified as the son of Dharma	aim; needing anything; thing; wanting	take up one's work; to go to one's business	prevention; prohibition
arTa	a/rTa	praatipadika	6	prevention; prohibition	to go to one's business	Buddhi; personified as the son of Dharma	Buddhi	take up one's work; to go to one's business
arTa	a/rTa	praatipadika	7	take up one's work; to go to one's business		lawsuit	Name of the second mansion	needing anything; wanting
arTa	a/rTa	praatipadika	8	Buddhi		the number five	affair	Buddhi
arTa	a/rTa	praatipadika	9	Name of the second mansion			lawsuit	Name of the second mansion
arTa	a/rTa	praatipadika	10	having to do with			manner	concern
arTa	a/rTa	praatipadika	11	needing anything			notion	lawsuit
arTa	a/rTa	praatipadika	12	opulence			personified as the son of Dharma	personified as the son of Dharma
arTa	a/rTa	praatipadika	13	personified as the son of Dharma			prevention	the number five
arTa	a/rTa	praatipadika	14	price			price	
arTa	a/rTa	praatipadika	15	the number five			prohibition	
arTa	a/rTa	praatipadika	16	wanting			property	
arTa	a/rTa	praatipadika	17				substance	
arTa	a/rTa	praatipadika	18				the number five	
banD	banD	dhaatu	0	arrange; assume; compose; conceive; construct; constructed; do; fix; make; put on; put together; set up; take; take up; to fix; to form	bear; betray to be bound by the fetters of existence; capture; catch; chastise; cherish; evil; hold captive; imprison; restrain; sacrifice; sin again; suffer; to arrest; to catch; to punish; to sin	betray to be bound by the fetters of existence; cause; contract; evil; sacrifice; sin again; suffer; to attach to world; to bind; to bind a sacrificial victim; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to sin	arrange; assume; compose; conceive; construct; constructed; do; make; put on; put together; set up; take up; to form; to join; unite	capture; chastise; cherish; clench; evil; fasten; hold back; hold captive; imprison; restrain; sacrifice; shut; stop; suffer; suppress; to arrest; to bind a sacrificial victim; to punish
banD	banD	dhaatu	1	bend; chain; clench; fetter; fold; knit; rivet on; span; tie; to attach to world; to bind; to bind round; to bind together; to join; unite	assume; bend; chain; clench; close; contract; fold; hold back; knit; show; shut; stop; strike; suppress; tie	arrange; compose; construct; constructed; fix; make; produce anything in this way; produce in any way; put on; put together; set up; strike; to fix; to form; to join; unite	cause; chastise; effect; evil; sacrifice; sin again; strike; suffer; suppress; to punish; to sin	arrange; compose; conceive; construct; constructed; contract; fix; knit; make; offer; put together; set up; to cause to be built; to fix; to form
banD	banD	dhaatu	2	capture; catch; close; dammed up; fasten; hold back; hold captive; imprison; restrain; shut; stop; strike; suppress; to arrest; to catch	arrange; effect; fasten; fix; offer; put on; put together; rivet on; set up; take; take up; to join; unite	capture; catch; hold back; hold captive; imprison; restrain; shut; stop; suppress; take; take up; to arrest; to catch; to punish	chain; close; direct; fasten; fetter; fix; fold; rivet on; span; tie; to fix	assume; bend; direct; do; effect; fold; put on; sin again; take; take up; tie; to sin
banD	banD	dhaatu	3	chastise; evil; sin again; suffer; to punish; to sin	cause; to attach to world; to bind; to bind a sacrificial victim; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to entertain; to fix; to form	bend; bridge over; chain; chastise; clench; close; dammed up; fetter; fold; knit; rivet on; span; tie	bear; bend; bridge over; to bind; to bind a sacrificial victim; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind	cause; chain; to bind; to bind round; to bind together; to cause to be embanked; to cause to bind; to join; unite
banD	banD	dhaatu	4	cause; effect; to cause to be built; to cause to be embanked; to cause to bind	compose; conceive; construct; constructed; do; exhibit; make; produce anything in this way; produce in any way	assume; cherish; direct; do; effect; exhibit; fasten; offer; show; that is experience; to entertain	capture; catch; exhibit; show; stop; take; to arrest; to catch; to entertain	bridge over; catch; close; dammed up; fetter; rivet on; span; to catch
banD	banD	dhaatu	5	exhibit; offer; sacrifice; show	bridge over	bear	clench; dammed up; hold back; hold captive; imprison; restrain; shut	exhibit; show; to entertain
banD	banD	dhaatu	6	produce anything in this way; produce in any way	dammed up	conceive	produce anything in this way; produce in any way	produce anything in this way; produce in any way
banD	banD	dhaatu	7	cherish; to entertain	direct	to be affected by id est	betray to be bound by the fetters of existence	bear
banD	banD	dhaatu	8	bear	fetter		cherish	betray to be bound by the fetters of existence
banD	banD	dhaatu	9	betray to be bound by the fetters of existence	span		contract	strike
banD	banD	dhaatu	10	bridge over	that is experience		knit	that is experience
banD	banD	dhaatu	11	contract	to be affected by id est		offer	to attach to world
banD	banD	dhaatu	12	direct			that is experience	to be affected by id est
banD	banD	dhaatu	13	that is experience			to attach to world	
banD	banD	dhaatu	14	to be affected by id est			to be affected by id est	
banD	banD	dhaatu	15	to bind a sacrificial victim				
brahman	bra/hman	praatipadika	0	holy life; the sacred syllable Om; the sacred word	Mantra used as a spell; a sacred text; a text; outpouring of the heart in worshipping the gods; the sacred syllable Om; the sacred word; utterance	communicators of sacred knowledge; holy life; outpouring of the heart in worshipping the gods; pious effusion; prayer; religious; spiritual knowledge; the sacred word	a sacred text; communicators of sacred knowledge; holy life; religious; the sacred word	Mantra used as a spell; a sacred text; a text; the sacred syllable Om; the sacred word; utterance
brahman	brahma/n	praatipadika	0	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	Name of Bṛhas-pati; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; the sun	Brahmā; Name of Bṛhas-pati; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; a particular Kalpa; spells; the Veda; δ Aurigae; Ṛtvijas	a Brāhman who is a knower of Vedic texts; an inhabitant of Brahmā's heaven; one of the 4 principal priests; one versed in sacred knowledge	Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva
brahman	bra/hman	praatipadika	1	a sacred text; a text	communicators of sacred knowledge; the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Veda; the class of men who are the repositories	final emancipation; one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	one self-existent impersonal Spirit; pious effusion; the Absolute; the Eternal; the Self-existent; the one universal Soul
brahman	brahma/n	praatipadika	1	a devout; one who prays; religious man	a devout; as the first of the triad of personal gods; one of the 4 principal priests; one who prays; religious man; the one impersonal universal Spirit manifested as a personal Creator	Name of a magician; a devout; as the first of the triad of personal gods; one of the 4 principal priests; one versed in sacred knowledge; one who prays; religious man; the intellect; the one impersonal universal Spirit manifested as a personal Creator	Brahmā; Name of Śiva; the Veda; Ṛtvijas	a Brāhman who is a knower of Vedic texts; a devout; one versed in sacred knowledge; one who prays; religious man
brahman	bra/hman	praatipadika	2	the Absolute; the Eternal	food; pious effusion; prayer; religious; spiritual knowledge; wealth	Mantra used as a spell; a sacred text; a text; the sacred syllable Om; utterance	the Brahmă; the Brāhmaṇa portion of the Veda; the Veda; the sacred syllable Om	communicators of sacred knowledge; holy life; prayer; religious; spiritual knowledge
brahman	brahma/n	praatipadika	2	Name of a magician; Name of a star	a particular Kalpa; a particular astronomy Yoga; one versed in sacred knowledge; the Veda; the intellect	Name of a star; a particular astronomy Yoga; the sun	Name of Bṛhas-pati; Name of a star; δ Aurigae	spells; the Veda; δ Aurigae; Ṛtvijas
brahman	bra/hman	praatipadika	3	one self-existent impersonal Spirit; the one universal Soul	one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Veda	outpouring of the heart in worshipping the gods; pious effusion	the Brahmă; the Brāhmaṇa portion of the Veda; the Veda
brahman	brahma/n	praatipadika	3	Name of Bṛhas-pati	Brahmā; a Brāhman who is a knower of Vedic texts; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	a Brāhman who is a knower of Vedic texts; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	a devout; one who prays; religious man	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven
brahman	bra/hman	praatipadika	4	Mantra used as a spell	final emancipation	food	Mantra used as a spell	final emancipation
brahman	brahma/n	praatipadika	4	Name of the 9th Muhūrta	Name of a magician; spells		a lifetime of Brahmā; a particular Kalpa	a particular Kalpa
brahman	bra/hman	praatipadika	5	communicators of sacred knowledge	holy life	the class of men who are the repositories	a text	food
brahman	brahma/n	praatipadika	5	Name of the servant of the 10th Arhat of the present Avasarpiṇī	δ Aurigae		Name of a magician	a particular astronomy Yoga
brahman	bra/hman	praatipadika	6	final emancipation		wealth	final emancipation	outpouring of the heart in worshipping the gods
brahman	brahma/n	praatipadika	6	Name of Śiva	Ṛtvijas		Name of the 9th Muhūrta	as the first of the triad of personal gods
brahman	bra/hman	praatipadika	7	food			food	the Brāhmanical caste as a body
brahman	brahma/n	praatipadika	7	a Brāhman who is a knower of Vedic texts			Name of the servant of the 10th Arhat of the present Avasarpiṇī	one of the 4 principal priests
brahman	bra/hman	praatipadika	8	outpouring of the heart in worshipping the gods			prayer	the class of men who are the repositories
brahman	brahma/n	praatipadika	8	a particular Kalpa			a particular astronomy Yoga	the intellect
brahman	bra/hman	praatipadika	9	pious effusion			spiritual knowledge	wealth
brahman	brahma/n	praatipadika	9	a particular astronomy Yoga			as the first of the triad of personal gods	the one impersonal universal Spirit manifested as a personal Creator
brahman	bra/hman	praatipadika	10	prayer			the Brāhmanical caste as a body	
brahman	brahma/n	praatipadika	10	as the first of the triad of personal gods			spells	the sun
brahman	bra/hman	praatipadika	11	religious			the class of men who are the repositories	
brahman	brahma/n	praatipadika	11	one of the 4 principal priests			the intellect	
brahman	bra/hman	praatipadika	12	spiritual knowledge			utterance	
brahman	brahma/n	praatipadika	12	one versed in sacred knowledge			the one impersonal universal Spirit manifested as a personal Creator	
brahman	bra/hman	praatipadika	13	the Brahmă			wealth	
brahman	brahma/n	praatipadika	13	spells			the sun	
brahman	bra/hman	praatipadika	14	the Brāhmanical caste as a body				
brahman	brahma/n	praatipadika	14	the Veda				
brahman	bra/hman	praatipadika	15	the Brāhmaṇa portion of the Veda				
brahman	brahma/n	praatipadika	15	the intellect				
brahman	bra/hman	praatipadika	16	the Self-existent				
brahman	brahma/n	praatipadika	16	the one impersonal universal Spirit manifested as a personal Creator				
brahman	bra/hman	praatipadika	17	the Veda				
brahman	brahma/n	praatipadika	17	the sun				
brahman	bra/hman	praatipadika	18	the class of men who are the repositories				
brahman	brahma/n	praatipadika	18	δ Aurigae				
brahman	bra/hman	praatipadika	19	utterance				
brahman	brahma/n	praatipadika	19	Ṛtvijas				
brahman	bra/hman	praatipadika	20	wealth				
citra	citra	praatipadika	0	fro	fro	fro	fro	fro
citra	citra/	praatipadika	0	curious; distinguished; excellent; riddle; strange; strange!; wonder; wonderful	a bright; a forestof variegated appearance  on; anything bright; bright; bright-coloured; coloured which strikes the eyes; having different varieties; speckled; variegated; variety of colour	agitated; answer; curious; different; riddle; sky; spotted; strange; strange!; wonder	answer; bright; clear; conspicuous; distinguished; excellent; wonder; wonderful	a bright; a picture; a spot; anything bright; bright; clear; conspicuous; excellent; sky; spotted; wonderful
citra	citra	praatipadika	1	leaping to	leaping to	leaping to	leaping to	leaping to
citra	citra/	praatipadika	1	a bright; anything bright; bright; bright-coloured; clear; conspicuous; speckled; spotted	a brilliant ornament; a sectarial mark on the forehead; agitated; conspicuous; distinguished; extraordinary appearance; ornament; other fanciful figures; spotted	Plumbago zeylanica; Ricinus communis; a forestof variegated appearance  on; having different varieties; manifold; speckled; variegated; various	a forestof variegated appearance  on; bright-coloured; coloured which strikes the eyes; speckled; spotted; variegated; variety of colour	agitated; answer; curious; facetious conversation; punning in the form of question; riddle; speckled; strange; strange!; wonder
citra	citra/	praatipadika	2	different; having different varieties; manifold; variegated; variety of colour; various	curious; different; punning in the form of question; riddle; strange; strange!; various; wonder	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra; a form of Yama; a sectarial mark on the forehead	curious; different; having different varieties; strange; strange!; various	arranging verses in the shape of mathematical; different; distinguished; having different varieties; variegated; variety of colour; various; various modes of writing
