lemma	derivation	category	cluster_id	LaBSE	MPnet	Para-Mini	Qwen	VyA
BAva	BAva/	praatipadika	10		wanton sport	dalliance; purport		
BAva	BAva/	praatipadika	11		the womb	substance; thing		
BAva	BAva/	praatipadika	12		such is the sense	soul		
BAva	BAva/	praatipadika	13		the fundamental notion of the verb	the world; universe		
BAva	BAva/	praatipadika	14		thing	opinion		
BAva	BAva/	praatipadika	15		soul	rank		
BAva	BAva/	praatipadika	16		reality	temperament		
BAva	BAva/	praatipadika	17		substance	the sense conveyed by the abstract noun		
BAva	BAva/	praatipadika	18		to make a firm resolution	condition; true condition		
BAva	BAva/	praatipadika	19		supposition	to be ill disposed against		
BAva	BAva/	praatipadika	20		universe	transition into		
BAva	BAva/	praatipadika	21		true condition	superhuman power		
BAva	BAva/	praatipadika	22		turning	instruction		
BAva	BAva/	praatipadika	23		the Supreme Being	living creature all earthly objects		
BAva	BAva/	praatipadika	24		superhuman power	wanton sport		
BAva	BAva/	praatipadika	25		living creature all earthly objects	animals		
BAva	BAva/	praatipadika	26		plants	learned man		
BAva	BAva/	praatipadika	27		occurring	heart		
BAva	BAva/	praatipadika	28		character	state; the state		
BAva	BAva/	praatipadika	29		the sense conveyed by the abstract noun	Name of the 27th Kalpa		
BAva	BAva/	praatipadika	30		nature	a discreet		
BAva	BAva/	praatipadika	31		rank	character		
BAva	BAva/	praatipadika	32		passion	manner of acting		
BAva	BAva/	praatipadika	33		mind with a pleased mind	attachment		
BAva	BAva/	praatipadika	34		love	condition of a planet		
BAva	BAva/	praatipadika	35		learned man	Name of the author of the Bhāvaprakāśa		
BAva	BAva/	praatipadika	36		meaning	that which is		
BAva	BAva/	praatipadika	37		any state of mind and body	an organ of sense		
BAva	BAva/	praatipadika	38		advice	the Supreme Being		
BAva	BAva/	praatipadika	39		exists	advice		
BAva	BAva/	praatipadika	40		a discreet	any state of mind and body		
BAva	BAva/	praatipadika	41		of the 8th year in Jupiter's cycle of 60 years	conjecture		
BAva	BAva/	praatipadika	42		that which is	to make a firm resolution		
BAva	BAva/	praatipadika	43		the seat of the feelings	of the 8th year in Jupiter's cycle of 60 years		
BAva	BAva/	praatipadika	44		opinion	meditation		
BAva	BAva/	praatipadika	45		disposition	appearance		
BAva	BAva/	praatipadika	46		truth			
BAva	BAva/	praatipadika	47		conjecture			
BAva	BAva/	praatipadika	48		appearance			
BAva	BAva/	praatipadika	49		place of birth			
BAva	BAva/	praatipadika	50		purport			
BAva	BAva/	praatipadika	51		heart			
BAva	BAva/	praatipadika	52		an organ of sense			
BAva	BAva/	praatipadika	53		dalliance			
BAva	BAva/	praatipadika	54		conduct			
BAva	BAva/	praatipadika	55		continuance			
BAva	BAva/	praatipadika	56		instruction			
BAva	BAva/	praatipadika	57		attachment			
BAva	BAva/	praatipadika	58		an astrological house			
BAva	BAva/	praatipadika	59		condition			
BAva	BAva/	praatipadika	60		birth			
BAva	BAva/	praatipadika	61		meditation			
BAva	BAva/	praatipadika	62		intention with whatever disposition of mind			
BAva	BAva/	praatipadika	63		Name of the 27th Kalpa			
BAva	BAva/	praatipadika	64		animals			
BAva	BAva/	praatipadika	65		lunar mansion			
BAva	BAva/	praatipadika	66		contemplation			
BAva	BAva/	praatipadika	67		Name of the author of the Bhāvaprakāśa			
BAva	BAva/	praatipadika	68		feeling			
BAva	BAva/	praatipadika	69		condition of a planet			
BAva	BAva/	praatipadika	70		behaviour			
BAva	BAva/	praatipadika	71		existing			
BU	BU	dhaatu	0	a particular land-measure	a particular land-measure	a particular land-measure	Name of a Yogin; a particular land-measure	Name of a Yogin; a particular land-measure
BU	BU/	dhaatu	0	Name of Viṣṇu; Name of an Ekāha; a term for the letter; symbolical name for the number one	land; landed property	earth; land; matter; space; the earth; universe; world	Name of Viṣṇu; Name of an Ekāha; a place; a sacrificial fire; a term for the letter; arising; becoming; being; earth; existing; floor; ground; land; landed property; matter; object; one of the three Vyāhṛtis; pavement; piece of ground; soil; space; spot; springing; symbolical name for the number one; the act of becoming; the base of any geometrical figure; the earth; the place of being; universe; world	Name of Viṣṇu; Name of an Ekāha; a term for the letter; one of the three Vyāhṛtis; symbolical name for the number one; the base of any geometrical figure
BU	BU	dhaatu	1	Name of a Yogin	Name of a Yogin	Name of a Yogin		
BU	BU/	dhaatu	1	a place; arising; becoming; being; earth; existing; floor; ground; land; landed property; matter; object; pavement; piece of ground; soil; space; spot; springing; the act of becoming; the earth; the place of being; universe; world	a place; the place of being	the base of any geometrical figure		a place; arising; becoming; being; earth; existing; floor; ground; land; landed property; matter; object; pavement; piece of ground; soil; space; spot; springing; the act of becoming; the earth; the place of being; universe; world
BU	BU/	dhaatu	2	the base of any geometrical figure	becoming; the act of becoming	arising; becoming; being; existing; the act of becoming		a sacrificial fire
BU	BU/	dhaatu	3	a sacrificial fire	earth; the earth	springing		
BU	BU/	dhaatu	4	one of the three Vyāhṛtis	world	symbolical name for the number one		
BU	BU/	dhaatu	5		the base of any geometrical figure	floor; ground; pavement; piece of ground		
BU	BU/	dhaatu	6		springing	soil		
BU	BU/	dhaatu	7		symbolical name for the number one	a term for the letter		
BU	BU/	dhaatu	8		piece of ground	Name of an Ekāha		
BU	BU/	dhaatu	9		matter	object		
BU	BU/	dhaatu	10		universe	one of the three Vyāhṛtis		
BU	BU/	dhaatu	11		being	a sacrificial fire		
BU	BU/	dhaatu	12		ground	a place; spot; the place of being		
BU	BU/	dhaatu	13		one of the three Vyāhṛtis	landed property		
BU	BU/	dhaatu	14		spot	Name of Viṣṇu		
BU	BU/	dhaatu	15		pavement			
BU	BU/	dhaatu	16		space			
BU	BU/	dhaatu	17		Name of Viṣṇu			
BU	BU/	dhaatu	18		a term for the letter			
BU	BU/	dhaatu	19		a sacrificial fire			
BU	BU/	dhaatu	20		existing			
BU	BU/	dhaatu	21		object			
BU	BU/	dhaatu	22		soil			
BU	BU/	dhaatu	23		Name of an Ekāha			
BU	BU/	dhaatu	24		arising			
BU	BU/	dhaatu	25		floor			
Darma	Da/rma	praatipadika	0	Law; a bow; a particular ceremony; an Upaniṣad; character; customary observance; devotion; duty; essential quality; firm; good works; justice; law; mark; morality; nature; ordinance; peculiar condition; peculiarity; practice; prescribed conduct; property; religion; religious abstraction; religious merit; right; sacrifice; statute; steadfast decree; that which is established; the law; usage; virtue	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism	associating with the virtuous; morality; virtue	Justice personified; Law; Name of a king of Kaśmīra; Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man; Name of the 15th Arhat of the present Ava-sarpiṇī; a Soma-drinker; a bow; a particular ceremony; an Upaniṣad; associating with the virtuous; character; customary observance; devotion; doctrine of Buddhism; duty; essential quality; father of Ghṛta; firm; f° of Dhṛta; f° of Netra; good works; justice; law; mark; morality; nature; of Uśanas; ordinance; peculiar condition; peculiarity; practice; prescribed conduct; property; religion; religious abstraction; religious merit; right; sacrifice; statute; steadfast decree; that which is established; the ethical precepts of Buddhism; the law; the law of Northern Buddhism; the ninth mansion; usage; virtue	Justice personified; Law; a bow; associating with the virtuous; character; duty; essential quality; firm; justice; law; mark; morality; nature; ordinance; peculiar condition; peculiarity; practice; prescribed conduct; property; right; statute; steadfast decree; that which is established; the law; usage; virtue
Darma	Darma	naama-dhaatu	0	law; to become	to become	to become	law; to become	to become
Darma	Da/rma	praatipadika	1	father of Ghṛta; f° of Dhṛta; f° of Netra	Justice personified; justice	f° of Dhṛta; f° of Netra		a Soma-drinker; an Upaniṣad; f° of Dhṛta; f° of Netra; of Uśanas
Darma	Darma	naama-dhaatu	1		law	law		law
Darma	Da/rma	praatipadika	2	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism	the ninth mansion	a particular ceremony; customary observance		Name of a king of Kaśmīra; Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man; Name of the 15th Arhat of the present Ava-sarpiṇī; father of Ghṛta
Darma	Da/rma	praatipadika	3	Name of a king of Kaśmīra; Name of a lexicographer; Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man	Law; law; the law	essential quality; good works		the ninth mansion
Darma	Da/rma	praatipadika	4	the ninth mansion	statute	Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata		good works
Darma	Da/rma	praatipadika	5	a Soma-drinker	that which is established	steadfast decree		doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism
Darma	Da/rma	praatipadika	6	of Uśanas	religious abstraction	Law; law; ordinance; statute; the law		a particular ceremony; customary observance; devotion; religion; religious abstraction; religious merit; sacrifice
Darma	Da/rma	praatipadika	7	Justice personified	virtue	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism		
Darma	Da/rma	praatipadika	8	associating with the virtuous	usage	an Upaniṣad; of Uśanas		
Darma	Da/rma	praatipadika	9	Name of the 15th Arhat of the present Ava-sarpiṇī	of Uśanas	Justice personified; justice		
Darma	Da/rma	praatipadika	10		religion	devotion; religion; religious abstraction; religious merit		
Darma	Da/rma	praatipadika	11		right	sacrifice		
Darma	Da/rma	praatipadika	12		sacrifice	practice		
Darma	Da/rma	praatipadika	13		mark	firm		
Darma	Da/rma	praatipadika	14		good works	that which is established		
Darma	Da/rma	praatipadika	15		steadfast decree	the ninth mansion		
Darma	Da/rma	praatipadika	16		prescribed conduct	peculiar condition; peculiarity		
Darma	Da/rma	praatipadika	17		peculiarity	prescribed conduct		
Darma	Da/rma	praatipadika	18		religious merit	Name of a lexicographer		
Darma	Da/rma	praatipadika	19		f° of Dhṛta	mark		
Darma	Da/rma	praatipadika	20		associating with the virtuous	usage		
Darma	Da/rma	praatipadika	21		f° of Netra	Name of another man		
Darma	Da/rma	praatipadika	22		peculiar condition	character		
Darma	Da/rma	praatipadika	23		property	a Soma-drinker		
Darma	Da/rma	praatipadika	24		essential quality	property		
Darma	Da/rma	praatipadika	25		practice	a bow		
Darma	Da/rma	praatipadika	26		an Upaniṣad	nature		
Darma	Da/rma	praatipadika	27		Name of another man	Name of the 15th Arhat of the present Ava-sarpiṇī		
Darma	Da/rma	praatipadika	28		a Soma-drinker	duty		
Darma	Da/rma	praatipadika	29		duty	Name of a king of Kaśmīra		
Darma	Da/rma	praatipadika	30		customary observance	right		
Darma	Da/rma	praatipadika	31		father of Ghṛta	father of Ghṛta		
Darma	Da/rma	praatipadika	32		Name of a son of Su-vrata			
Darma	Da/rma	praatipadika	33		Name of the 15th Arhat of the present Ava-sarpiṇī			
Darma	Da/rma	praatipadika	34		Name of a son of Haihaya			
Darma	Da/rma	praatipadika	35		nature			
Darma	Da/rma	praatipadika	36		ordinance			
Darma	Da/rma	praatipadika	37		character			
Darma	Da/rma	praatipadika	38		devotion			
Darma	Da/rma	praatipadika	39		Name of a lexicographer			
Darma	Da/rma	praatipadika	40		a particular ceremony			
Darma	Da/rma	praatipadika	41		a bow			
Darma	Da/rma	praatipadika	42		Name of a son of Dīrgha-tapas			
Darma	Da/rma	praatipadika	43		Name of a king of Kaśmīra			
Darma	Da/rma	praatipadika	44		Name of a son of Anu			
Darma	Da/rma	praatipadika	45		firm			
Darma	Da/rma	praatipadika	46		Name of a son of Pṛthu-śravas			
Darma	Da/rma	praatipadika	47		morality			
Darma	Da/rma	praatipadika	48		Name of a son of Gāndhāra			
agra	a/gra	praatipadika	0	a weight; aim; and hence; anterior; best; best part; chief; figuratively; first; foremost; foremost point; front; goal; multitude; part; point; projecting; prominent; sharpness; summit; supernumerary; surface; the beginning; the climax; the nearest end; tip; top; uppermost part	foremost; foremost point	best; best part; part; prominent; top; uppermost part	a measure of food given as alms; a weight; aim; and hence; anterior; best; best part; chief; equal to a pala; figuratively; first; foremost; foremost point; front; goal; multitude; part; point; projecting; prominent; sharpness; summit; supernumerary; surface; the beginning; the climax; the nearest end; the sun's amplitude; tip; top; uppermost part	a weight; the sun's amplitude
agra	agra	praatipadika	0	remainder; rest	rest	remainder; rest	remainder; rest	remainder; rest
agra	a/gra	praatipadika	1	equal to a pala	top	and hence; anterior; first; foremost; the beginning		aim; and hence; anterior; best; best part; chief; figuratively; first; foremost; foremost point; front; goal; part; point; projecting; prominent; sharpness; summit; supernumerary; surface; the beginning; the climax; the nearest end; tip; top; uppermost part
agra	agra	praatipadika	1		remainder			
agra	a/gra	praatipadika	2	the sun's amplitude	uppermost part	aim; goal		multitude
agra	a/gra	praatipadika	3	a measure of food given as alms	tip	foremost point; point; tip		a measure of food given as alms; equal to a pala
agra	a/gra	praatipadika	4		the nearest end	the nearest end		
agra	a/gra	praatipadika	5		supernumerary	sharpness		
agra	a/gra	praatipadika	6		the climax	surface		
agra	a/gra	praatipadika	7		the sun's amplitude	supernumerary		
agra	a/gra	praatipadika	8		projecting	the sun's amplitude		
agra	a/gra	praatipadika	9		sharpness	summit		
agra	a/gra	praatipadika	10		prominent	equal to a pala		
agra	a/gra	praatipadika	11		goal	a weight		
agra	a/gra	praatipadika	12		summit	multitude		
agra	a/gra	praatipadika	13		the beginning	chief		
agra	a/gra	praatipadika	14		surface	projecting		
agra	a/gra	praatipadika	15		a measure of food given as alms	a measure of food given as alms		
agra	a/gra	praatipadika	16		best part	front		
agra	a/gra	praatipadika	17		point	figuratively		
agra	a/gra	praatipadika	18		chief	the climax		
agra	a/gra	praatipadika	19		and hence			
agra	a/gra	praatipadika	20		multitude			
agra	a/gra	praatipadika	21		front			
agra	a/gra	praatipadika	22		equal to a pala			
agra	a/gra	praatipadika	23		a weight			
agra	a/gra	praatipadika	24		aim			
agra	a/gra	praatipadika	25		figuratively			
agra	a/gra	praatipadika	26		best			
agra	a/gra	praatipadika	27		anterior			
agra	a/gra	praatipadika	28		first			
agra	a/gra	praatipadika	29		part			
arTa	a/rTa	praatipadika	0	action; advantage; affair; aim; cause; concern; having to do with; kind; lawsuit; manner; meaning; money; motive; needing anything; notion; object; object of the senses; opulence; prevention; price; prohibition; property; purpose; reason; sense; substance; take up one's work; the mansion of wealth; thing; to go to one's business; use; utility; wanting; wealth	money; wealth	concern; prevention	Buddhi; Name of the second mansion; action; advantage; affair; aim; cause; concern; having to do with; kind; lawsuit; manner; meaning; money; motive; needing anything; notion; object; object of the senses; opulence; personified as the son of Dharma; prevention; price; prohibition; property; purpose; reason; sense; substance; take up one's work; the mansion of wealth; the number five; thing; to go to one's business; use; utility; wanting; wealth	action; advantage; affair; aim; cause; concern; having to do with; kind; lawsuit; manner; meaning; money; motive; needing anything; notion; object; object of the senses; opulence; price; property; purpose; reason; sense; substance; the mansion of wealth; thing; use; utility; wanting; wealth
arTa	a/rTa	praatipadika	1	the number five	Name of the second mansion; the mansion of wealth	needing anything; wanting		Buddhi; personified as the son of Dharma
arTa	a/rTa	praatipadika	2	Name of the second mansion	use	money; price; wealth		Name of the second mansion; the number five
arTa	a/rTa	praatipadika	3	Buddhi	cause; reason	having to do with; manner; meaning; notion; sense		take up one's work; to go to one's business
arTa	a/rTa	praatipadika	4	personified as the son of Dharma	utility	use		prevention; prohibition
arTa	a/rTa	praatipadika	5		to go to one's business	action; aim		
arTa	a/rTa	praatipadika	6		take up one's work	Name of the second mansion; the mansion of wealth		
arTa	a/rTa	praatipadika	7		wanting	utility		
arTa	a/rTa	praatipadika	8		price	advantage; cause; motive; purpose; reason		
arTa	a/rTa	praatipadika	9		sense	take up one's work		
arTa	a/rTa	praatipadika	10		thing	substance		
arTa	a/rTa	praatipadika	11		the number five	Buddhi; personified as the son of Dharma		
arTa	a/rTa	praatipadika	12		property	kind		
arTa	a/rTa	praatipadika	13		opulence	affair		
arTa	a/rTa	praatipadika	14		needing anything	prohibition		
arTa	a/rTa	praatipadika	15		substance	the number five		
arTa	a/rTa	praatipadika	16		object	to go to one's business		
arTa	a/rTa	praatipadika	17		affair	property		
arTa	a/rTa	praatipadika	18		prevention	object; thing		
arTa	a/rTa	praatipadika	19		purpose	lawsuit		
arTa	a/rTa	praatipadika	20		action	opulence		
arTa	a/rTa	praatipadika	21		personified as the son of Dharma	object of the senses		
arTa	a/rTa	praatipadika	22		manner			
arTa	a/rTa	praatipadika	23		meaning			
arTa	a/rTa	praatipadika	24		kind			
arTa	a/rTa	praatipadika	25		having to do with			
arTa	a/rTa	praatipadika	26		prohibition			
arTa	a/rTa	praatipadika	27		aim			
arTa	a/rTa	praatipadika	28		notion			
arTa	a/rTa	praatipadika	29		lawsuit			
arTa	a/rTa	praatipadika	30		advantage			
arTa	a/rTa	praatipadika	31		object of the senses			
arTa	a/rTa	praatipadika	32		Buddhi			
arTa	a/rTa	praatipadika	33		concern			
arTa	a/rTa	praatipadika	34		motive			
banD	banD	dhaatu	0	produce anything in this way; produce in any way; that is experience; to be affected by id est	produce anything in this way; produce in any way	capture; catch; to catch	arrange; assume; bear; bend; betray to be bound by the fetters of existence; bridge over; capture; catch; cause; chain; chastise; cherish; clench; close; compose; conceive; construct; constructed; contract; dammed up; direct; do; effect; evil; exhibit; fasten; fetter; fix; fold; hold back; hold captive; imprison; knit; make; offer; produce anything in this way; produce in any way; put on; put together; restrain; rivet on; sacrifice; set up; show; shut; sin again; span; stop; strike; suffer; suppress; take; take up; that is experience; tie; to arrest; to attach to world; to be affected by id est; to bind; to bind a sacrificial victim; to bind round; to bind together; to catch; to cause to be built; to cause to be embanked; to cause to bind; to entertain; to fix; to form; to join; to punish; to sin; unite	arrange; assume; bend; betray to be bound by the fetters of existence; capture; catch; cause; chain; chastise; cherish; clench; close; compose; conceive; construct; constructed; contract; dammed up; direct; do; effect; evil; fasten; fetter; fix; fold; hold back; hold captive; imprison; knit; make; offer; put on; put together; restrain; rivet on; sacrifice; set up; shut; sin again; span; stop; strike; suffer; suppress; take; take up; tie; to arrest; to bind; to bind a sacrificial victim; to bind round; to bind together; to catch; to cause to be built; to cause to be embanked; to cause to bind; to fix; to form; to join; to punish; to sin; unite
banD	banD	dhaatu	1	betray to be bound by the fetters of existence; to bind a sacrificial victim	to bind; to bind round; to bind together	close; shut; stop		exhibit; show; to entertain
banD	banD	dhaatu	2	arrange; assume; bear; bend; bridge over; capture; catch; cause; chain; chastise; cherish; clench; close; compose; conceive; construct; constructed; contract; dammed up; direct; do; effect; evil; exhibit; fasten; fetter; fix; fold; hold back; hold captive; imprison; knit; make; offer; put on; put together; restrain; rivet on; sacrifice; set up; show; shut; span; stop; strike; suffer; suppress; take; take up; tie; to arrest; to attach to world; to bind; to bind round; to bind together; to catch; to cause to be built; to cause to be embanked; to cause to bind; to entertain; to fix; to form; to join; to punish; to sin; unite	fix; to fix	to bind; to bind round; to bind together; to cause to bind		to attach to world
banD	banD	dhaatu	3	sin again	unite	cause; to cause to be built; to cause to be embanked		produce anything in this way; produce in any way
banD	banD	dhaatu	4		to sin	contract; offer		to be affected by id est
banD	banD	dhaatu	5		to punish	put together; unite		bear
banD	banD	dhaatu	6		construct; constructed	clench; span		that is experience
banD	banD	dhaatu	7		to join	hold back; hold captive; restrain; suppress		bridge over
banD	banD	dhaatu	8		to cause to be embanked	compose; to form		
banD	banD	dhaatu	9		to bind a sacrificial victim	do; fasten; fetter; put on; rivet on		
banD	banD	dhaatu	10		to attach to world	sacrifice; to bind a sacrificial victim		
banD	banD	dhaatu	11		take	produce anything in this way; produce in any way		
banD	banD	dhaatu	12		to catch	construct; constructed		
banD	banD	dhaatu	13		to form	to entertain		
banD	banD	dhaatu	14		to arrest	fix; to fix		
banD	banD	dhaatu	15		to entertain	imprison; to arrest		
banD	banD	dhaatu	16		restrain	to attach to world		
banD	banD	dhaatu	17		rivet on	sin again; to sin		
banD	banD	dhaatu	18		take up	bend; fold		
banD	banD	dhaatu	19		tie	to punish		
banD	banD	dhaatu	20		span	exhibit; show		
banD	banD	dhaatu	21		stop	tie		
banD	banD	dhaatu	22		knit	direct		
banD	banD	dhaatu	23		do	conceive		
banD	banD	dhaatu	24		set up	suffer		
banD	banD	dhaatu	25		effect	knit		
banD	banD	dhaatu	26		shut	assume		
banD	banD	dhaatu	27		to cause to be built	that is experience		
banD	banD	dhaatu	28		strike	set up		
banD	banD	dhaatu	29		sacrifice	betray to be bound by the fetters of existence		
banD	banD	dhaatu	30		show	bridge over		
banD	banD	dhaatu	31		suffer	bear		
banD	banD	dhaatu	32		to cause to bind	dammed up		
banD	banD	dhaatu	33		imprison	arrange		
banD	banD	dhaatu	34		make	cherish		
banD	banD	dhaatu	35		put together	strike		
banD	banD	dhaatu	36		clench	effect		
banD	banD	dhaatu	37		hold back	chain		
banD	banD	dhaatu	38		suppress	evil		
banD	banD	dhaatu	39		that is experience	make		
banD	banD	dhaatu	40		fold	to be affected by id est		
banD	banD	dhaatu	41		chain	to join		
banD	banD	dhaatu	42		chastise	take; take up		
banD	banD	dhaatu	43		close	chastise		
banD	banD	dhaatu	44		fetter			
banD	banD	dhaatu	45		betray to be bound by the fetters of existence			
banD	banD	dhaatu	46		bend			
banD	banD	dhaatu	47		bridge over			
banD	banD	dhaatu	48		contract			
banD	banD	dhaatu	49		dammed up			
banD	banD	dhaatu	50		evil			
banD	banD	dhaatu	51		assume			
banD	banD	dhaatu	52		cause			
banD	banD	dhaatu	53		cherish			
banD	banD	dhaatu	54		put on			
banD	banD	dhaatu	55		bear			
banD	banD	dhaatu	56		to be affected by id est			
banD	banD	dhaatu	57		capture			
banD	banD	dhaatu	58		hold captive			
banD	banD	dhaatu	59		direct			
banD	banD	dhaatu	60		arrange			
banD	banD	dhaatu	61		exhibit			
banD	banD	dhaatu	62		fasten			
banD	banD	dhaatu	63		offer			
banD	banD	dhaatu	64		sin again			
banD	banD	dhaatu	65		conceive			
banD	banD	dhaatu	66		catch			
banD	banD	dhaatu	67		compose			
brahman	bra/hman	praatipadika	0	a sacred text; a text; communicators of sacred knowledge; food; holy life; prayer; religious; spiritual knowledge; the Veda; the sacred syllable Om; the sacred word; utterance; wealth	one self-existent impersonal Spirit; the Self-existent	a sacred text; communicators of sacred knowledge; holy life; outpouring of the heart in worshipping the gods; pious effusion; prayer; religious; spiritual knowledge; the sacred word	Mantra used as a spell; a sacred text; a text; communicators of sacred knowledge; final emancipation; food; holy life; one self-existent impersonal Spirit; outpouring of the heart in worshipping the gods; pious effusion; prayer; religious; spiritual knowledge; the Absolute; the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Eternal; the Self-existent; the Veda; the class of men who are the repositories; the one universal Soul; the sacred syllable Om; the sacred word; utterance; wealth	food; wealth
brahman	brahma/n	praatipadika	0	Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	a particular Kalpa; Ṛtvijas	Brahmā; Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; a Brāhman who is a knower of Vedic texts; a devout; a lifetime of Brahmā; a particular Kalpa; a particular astronomy Yoga; an inhabitant of Brahmā's heaven; as the first of the triad of personal gods; one of the 4 principal priests; one versed in sacred knowledge; one who prays; religious man; spells; the Veda; the intellect; the one impersonal universal Spirit manifested as a personal Creator; the sun; δ Aurigae; Ṛtvijas	a Brāhman who is a knower of Vedic texts; a devout; one versed in sacred knowledge; one who prays; religious man
brahman	bra/hman	praatipadika	1	the class of men who are the repositories	wealth	the sacred syllable Om; utterance		Mantra used as a spell; a sacred text; communicators of sacred knowledge; holy life; one self-existent impersonal Spirit; outpouring of the heart in worshipping the gods; pious effusion; prayer; religious; spiritual knowledge; the Absolute; the Eternal; the Self-existent; the one universal Soul; the sacred syllable Om; the sacred word; utterance
