lemma	derivation	category	cluster_id	LaBSE	MPnet	Para-Mini	Qwen	VyA
Darma	Darma	naama-dhaatu	1	to become	to become	to become	to become	to become
Darma	Da/rma	praatipadika	2	Name of a lexicographer	a Soma-drinker; a bow; an Upaniṣad	a particular ceremony; associating with the virtuous; customary observance; devotion; doctrine of Buddhism; religion; religious abstraction; religious merit; sacrifice; the ethical precepts of Buddhism; the law of Northern Buddhism; virtue	Name of another man	a Soma-drinker
Darma	Da/rma	praatipadika	3	Name of a son of Anu; Name of a son of Dīrgha-tapas; Name of a son of Gāndhāra; Name of a son of Haihaya; Name of a son of Pṛthu-śravas; Name of a son of Su-vrata; Name of another man	Justice personified; associating with the virtuous; character; devotion; doctrine of Buddhism; duty; essential quality; justice; morality; nature; religion; religious abstraction; religious merit; sacrifice; the ethical precepts of Buddhism; the law of Northern Buddhism; virtue	f° of Dhṛta; f° of Netra	Name of the 15th Arhat of the present Ava-sarpiṇī	a bow
Darma	Da/rma	praatipadika	4	Name of the 15th Arhat of the present Ava-sarpiṇī	f° of Dhṛta; f° of Netra	a Soma-drinker; a bow; an Upaniṣad; character; essential quality; good works; mark; nature; of Uśanas; peculiar condition; peculiarity; right; that which is established; usage	a Soma-drinker	a particular ceremony; customary observance
Darma	Da/rma	praatipadika	5	a Soma-drinker	good works	the ninth mansion	a bow	an Upaniṣad; of Uśanas
Darma	Da/rma	praatipadika	6	a bow	mark		a particular ceremony; customary observance	character
Darma	Da/rma	praatipadika	7	a particular ceremony	of Uśanas		an Upaniṣad; of Uśanas	firm
Darma	Da/rma	praatipadika	8	an Upaniṣad	peculiar condition; peculiarity		character	f° of Dhṛta; f° of Netra
Darma	Da/rma	praatipadika	9	associating with the virtuous	practice		duty	good works
Darma	Da/rma	praatipadika	10	devotion; duty; morality; religion; religious abstraction; religious merit; sacrifice; virtue	right		essential quality	mark
Darma	Da/rma	praatipadika	11	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism	the ninth mansion		f° of Dhṛta; f° of Netra	nature
Darma	Da/rma	praatipadika	12	essential quality	usage		mark	peculiar condition; peculiarity
Darma	Da/rma	praatipadika	13	father of Ghṛta			nature	practice; usage
Darma	Da/rma	praatipadika	14	firm			ordinance	property
Darma	Da/rma	praatipadika	15	f° of Dhṛta; f° of Netra			peculiar condition; peculiarity	associating with the virtuous; devotion; duty; essential quality; religion; religious abstraction; religious merit; sacrifice; virtue
Darma	Da/rma	praatipadika	16	good works			prescribed conduct	right
Darma	Da/rma	praatipadika	17	of Uśanas			property	doctrine of Buddhism; the ethical precepts of Buddhism; the law of Northern Buddhism
Darma	Da/rma	praatipadika	18	character; mark; nature; peculiar condition; peculiarity; property			devotion; religion; religious abstraction; religious merit; sacrifice	the ninth mansion
Darma	Da/rma	praatipadika	19	practice; usage			Justice personified; Law; firm; justice; law; practice; right; statute; steadfast decree; the law; usage	Justice personified; Law; justice; law; morality; ordinance; prescribed conduct; statute; steadfast decree; that which is established; the law
Darma	Da/rma	praatipadika	20	customary observance; prescribed conduct			that which is established	
Darma	Da/rma	praatipadika	21	Law; justice; law; ordinance; right; statute; the law			the ninth mansion	
Darma	Da/rma	praatipadika	22	steadfast decree			associating with the virtuous; doctrine of Buddhism; good works; morality; the ethical precepts of Buddhism; the law of Northern Buddhism; virtue	
Darma	Da/rma	praatipadika	23	that which is established				
Darma	Da/rma	praatipadika	24	the ninth mansion				
agra	a/gra	praatipadika	0	a measure of food given as alms	chief; summit; tip; top	a measure of food given as alms	a measure of food given as alms	a measure of food given as alms
agra	agra	praatipadika	0	remainder; rest	remainder; rest	remainder; rest	remainder; rest	remainder
agra	a/gra	praatipadika	1	a weight	a measure of food given as alms; a weight; equal to a pala	and hence; anterior; figuratively; foremost; multitude; part; the beginning; the climax	aim; best; goal; point; tip	a weight
agra	agra	praatipadika	1					rest
agra	a/gra	praatipadika	2	and hence	figuratively	best; best part; chief; first; foremost point; front; prominent; summit; the nearest end; top; uppermost part	and hence	aim; chief; front; goal; point; prominent; sharpness; surface; tip
agra	a/gra	praatipadika	3	summit; the climax	anterior; first; foremost; foremost point; front; projecting; prominent	a weight; aim; equal to a pala; goal; point; projecting; sharpness; surface; tip	a weight; equal to a pala	and hence; anterior; figuratively; part; projecting
agra	a/gra	praatipadika	4	equal to a pala	best; best part; part; the beginning; the climax; the nearest end; uppermost part	supernumerary	figuratively	best; best part; first; foremost; foremost point; top
agra	a/gra	praatipadika	5	figuratively	aim; and hence; goal; point	the sun's amplitude	anterior; chief; first; foremost; foremost point; front; prominent	equal to a pala
agra	a/gra	praatipadika	6	best; best part; foremost; foremost point; prominent; uppermost part	sharpness; surface		multitude	multitude
agra	a/gra	praatipadika	7	multitude	multitude; supernumerary		sharpness	supernumerary
agra	a/gra	praatipadika	8	part	the sun's amplitude		supernumerary	summit; the beginning; the climax; the nearest end; uppermost part
agra	a/gra	praatipadika	9	aim; goal; point; tip			best part; part; projecting; summit; surface; top; uppermost part	the sun's amplitude
agra	a/gra	praatipadika	10	projecting			the beginning; the climax	
agra	a/gra	praatipadika	11	sharpness			the nearest end	
agra	a/gra	praatipadika	12	supernumerary			the sun's amplitude	
agra	a/gra	praatipadika	13	anterior; chief; first; front; surface; the beginning; top				
agra	a/gra	praatipadika	14	the nearest end				
agra	a/gra	praatipadika	15	the sun's amplitude				
arTa	a/rTa	praatipadika	0	Buddhi	Buddhi; personified as the son of Dharma	Buddhi; personified as the son of Dharma	Buddhi	Buddhi
arTa	a/rTa	praatipadika	1	Name of the second mansion	Name of the second mansion; money; price; property; the mansion of wealth; wealth	advantage; cause; concern; having to do with; motive; prevention; prohibition; reason; take up one's work; to go to one's business; use; utility	Name of the second mansion	Name of the second mansion
arTa	a/rTa	praatipadika	2	affair; concern; lawsuit	action; affair; cause; concern; lawsuit; motive; prevention; prohibition; reason; take up one's work	lawsuit	affair	concern
arTa	a/rTa	praatipadika	3	having to do with	advantage; aim; purpose; use; utility	Name of the second mansion; money; price; property; the mansion of wealth; wealth	concern; having to do with; kind; needing anything; sense; wanting	lawsuit
arTa	a/rTa	praatipadika	4	kind; manner	having to do with; kind; manner; meaning; needing anything; wanting	action; affair; aim; kind; manner; meaning; needing anything; notion; object; object of the senses; opulence; purpose; sense; substance; thing; wanting	lawsuit	advantage; cause; having to do with; meaning; motive; notion; purpose; reason; use; utility
arTa	a/rTa	praatipadika	5	needing anything	notion; object; object of the senses; opulence; sense; substance; the number five; thing	the number five	manner	needing anything; wanting
arTa	a/rTa	praatipadika	6	action; object; property; substance; thing	to go to one's business		notion	action; affair; aim; kind; manner; object; object of the senses; opulence; property; sense; substance; thing
arTa	a/rTa	praatipadika	7	opulence			action; advantage; object; object of the senses; thing; use; utility	personified as the son of Dharma
arTa	a/rTa	praatipadika	8	personified as the son of Dharma			personified as the son of Dharma	prevention; prohibition
arTa	a/rTa	praatipadika	9	prevention; prohibition			prevention	take up one's work; to go to one's business
arTa	a/rTa	praatipadika	10	price			price	the number five
arTa	a/rTa	praatipadika	11	aim; cause; meaning; motive; notion; object of the senses; purpose; reason; sense			prohibition	money; price; the mansion of wealth; wealth
arTa	a/rTa	praatipadika	12	take up one's work; to go to one's business			property	
arTa	a/rTa	praatipadika	13	the number five			substance	
arTa	a/rTa	praatipadika	14	advantage; use; utility			take up one's work; to go to one's business	
arTa	a/rTa	praatipadika	15	wanting			the number five	
arTa	a/rTa	praatipadika	16	money; the mansion of wealth; wealth			aim; cause; meaning; motive; purpose; reason	
arTa	a/rTa	praatipadika	17				money; opulence; the mansion of wealth; wealth	
banD	banD	dhaatu	0	bear	bridge over	bear	betray to be bound by the fetters of existence	assume; bend; direct; do; effect; fold; put on; sin again; take; take up; to sin
banD	banD	dhaatu	1	betray to be bound by the fetters of existence	compose; conceive; construct; constructed; do; exhibit; make; produce anything in this way; produce in any way	capture; catch; clench; dammed up; hold back; hold captive; imprison; restrain; take up; to arrest; to catch; to punish	cherish	bear
banD	banD	dhaatu	2	bridge over	dammed up	conceive	capture; catch; cause; clench; close; dammed up; effect; evil; hold back; hold captive; imprison; restrain; shut; span; stop; strike; suppress; take; to arrest; to catch; to entertain	betray to be bound by the fetters of existence
banD	banD	dhaatu	3	cherish; to entertain	direct	assume; bend; bridge over; chain; chastise; cherish; close; direct; do; effect; exhibit; fasten; fetter; offer; rivet on; show; shut; span; stop; suppress; take; that is experience; to entertain	arrange; assume; compose; conceive; construct; constructed; direct; do; exhibit; make; put on; put together; set up; show; take up; to fix; to form	exhibit; show; to entertain
banD	banD	dhaatu	4	arrange; cause; compose; construct; constructed; do; effect; fix; make; put on; set up; to cause to be built; to fix; to form	fetter	arrange; compose; construct; constructed; contract; fix; fold; knit; make; produce anything in this way; produce in any way; put on; put together; set up; strike; tie; to attach to world; to bind; to bind round; to bind together; to fix; to form; to join; unite	contract	arrange; cause; compose; conceive; construct; constructed; contract; fix; knit; make; offer; put together; set up; to bind; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to fix; to form; to join; unite
banD	banD	dhaatu	5	contract	arrange; bend; chain; clench; effect; fasten; fix; fold; offer; put on; put together; rivet on; set up; take; take up; to join; unite	to be affected by id est	fasten; fetter; fix; fold; rivet on	produce anything in this way; produce in any way
banD	banD	dhaatu	6	direct	bear; betray to be bound by the fetters of existence; capture; catch; chastise; cherish; evil; hold captive; imprison; restrain; sacrifice; sin again; suffer; to arrest; to catch; to punish; to sin	betray to be bound by the fetters of existence; cause; evil; sacrifice; sin again; suffer; to bind a sacrificial victim; to cause to be built; to cause to be embanked; to cause to bind; to sin	knit	strike
banD	banD	dhaatu	7	exhibit; offer; sacrifice; show	span		offer	chastise; cherish; clench; evil; fasten; hold back; hold captive; imprison; restrain; shut; stop; suffer; suppress; to arrest; to punish
banD	banD	dhaatu	8	produce anything in this way; produce in any way	assume; close; contract; hold back; knit; show; shut; stop; strike; suppress; tie		produce anything in this way; produce in any way	that is experience
banD	banD	dhaatu	9	chastise; clench; close; dammed up; fasten; fetter; hold back; restrain; shut; stop; strike; suppress	that is experience		chastise; sacrifice; sin again; suffer; to punish; to sin	to attach to world
banD	banD	dhaatu	10	assume; capture; catch; conceive; hold captive; imprison; take; take up; to arrest; to catch	to be affected by id est		that is experience	to be affected by id est
banD	banD	dhaatu	11	that is experience	cause; to attach to world; to bind; to bind a sacrificial victim; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to entertain; to fix; to form		to attach to world	bridge over; capture; catch; chain; close; dammed up; fetter; rivet on; sacrifice; span; tie; to bind a sacrificial victim; to catch
banD	banD	dhaatu	12	to be affected by id est			to be affected by id est	
banD	banD	dhaatu	13	to bind a sacrificial victim			bear; bend; bridge over; chain; tie; to bind; to bind a sacrificial victim; to bind round; to bind together; to cause to be built; to cause to be embanked; to cause to bind; to join; unite	
banD	banD	dhaatu	14	evil; sin again; suffer; to punish; to sin				
banD	banD	dhaatu	15	bend; chain; fold; knit; put together; rivet on; span; tie; to attach to world; to bind; to bind round; to bind together; to cause to be embanked; to cause to bind; to join; unite				
brahman	bra/hman	praatipadika	0	Mantra used as a spell	final emancipation	Mantra used as a spell; a sacred text; a text; the sacred syllable Om; utterance	Mantra used as a spell	communicators of sacred knowledge; holy life; prayer; religious; spiritual knowledge
brahman	brahma/n	praatipadika	0	Name of Bṛhas-pati	Brahmā; a Brāhman who is a knower of Vedic texts; a lifetime of Brahmā; an inhabitant of Brahmā's heaven	Brahmā; Name of Bṛhas-pati; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; a Brāhman who is a knower of Vedic texts; a lifetime of Brahmā; a particular Kalpa; spells; the Veda; δ Aurigae; Ṛtvijas	Name of a magician	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven; spells; the Veda; δ Aurigae; Ṛtvijas
brahman	bra/hman	praatipadika	1	a sacred text; a text	food; pious effusion; prayer; religious; spiritual knowledge; wealth	communicators of sacred knowledge; holy life; outpouring of the heart in worshipping the gods; pious effusion; prayer; religious; spiritual knowledge; the sacred word	a text	final emancipation
brahman	brahma/n	praatipadika	1	Name of a magician; Name of a star	Name of a magician; spells	Name of a magician; a devout; an inhabitant of Brahmā's heaven; as the first of the triad of personal gods; one of the 4 principal priests; one versed in sacred knowledge; one who prays; religious man; the intellect; the one impersonal universal Spirit manifested as a personal Creator	Name of a star; δ Aurigae	Name of Bṛhas-pati; Name of a magician; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva
brahman	bra/hman	praatipadika	2	communicators of sacred knowledge	holy life	food	final emancipation	food
brahman	brahma/n	praatipadika	2	Name of the 9th Muhūrta	Name of Bṛhas-pati; Name of a star; Name of the 9th Muhūrta; Name of the servant of the 10th Arhat of the present Avasarpiṇī; Name of Śiva; a particular Kalpa; a particular astronomy Yoga; the Veda; the intellect; the sun	Name of a star; a particular astronomy Yoga; the sun	Name of the 9th Muhūrta	a Brāhman who is a knower of Vedic texts; a devout; one versed in sacred knowledge; one who prays; religious man
brahman	bra/hman	praatipadika	3	final emancipation	one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	final emancipation; one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	food	one self-existent impersonal Spirit; pious effusion; the Absolute; the Eternal; the Self-existent; the one universal Soul
brahman	brahma/n	praatipadika	3	Name of the servant of the 10th Arhat of the present Avasarpiṇī	a devout; as the first of the triad of personal gods; one of the 4 principal priests; one versed in sacred knowledge; one who prays; religious man; the one impersonal universal Spirit manifested as a personal Creator		Name of the servant of the 10th Arhat of the present Avasarpiṇī	a particular Kalpa
brahman	bra/hman	praatipadika	4	food	communicators of sacred knowledge; the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Veda; the class of men who are the repositories	the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Veda	one self-existent impersonal Spirit; the Absolute; the Eternal; the Self-existent; the one universal Soul	outpouring of the heart in worshipping the gods
brahman	brahma/n	praatipadika	4	Name of Śiva	δ Aurigae		a Brāhman who is a knower of Vedic texts; an inhabitant of Brahmā's heaven; one of the 4 principal priests; one versed in sacred knowledge	a particular astronomy Yoga
brahman	bra/hman	praatipadika	5	one self-existent impersonal Spirit; the one universal Soul	Mantra used as a spell; a sacred text; a text; outpouring of the heart in worshipping the gods; the sacred syllable Om; the sacred word; utterance	the class of men who are the repositories	outpouring of the heart in worshipping the gods; pious effusion	the Brahmă; the Brāhmaṇa portion of the Veda; the Veda
brahman	brahma/n	praatipadika	5	a Brāhman who is a knower of Vedic texts	Ṛtvijas		a devout; one who prays; religious man	as the first of the triad of personal gods
brahman	bra/hman	praatipadika	6	outpouring of the heart in worshipping the gods		wealth	prayer	the Brāhmanical caste as a body
brahman	brahma/n	praatipadika	6	a devout; one who prays; religious man			a lifetime of Brahmā; a particular Kalpa	one of the 4 principal priests
brahman	bra/hman	praatipadika	7	pious effusion			spiritual knowledge	the class of men who are the repositories
brahman	brahma/n	praatipadika	7	Brahmā; a lifetime of Brahmā; an inhabitant of Brahmā's heaven			a particular astronomy Yoga	the intellect
brahman	bra/hman	praatipadika	8	prayer			the Brāhmanical caste as a body	Mantra used as a spell; a sacred text; a text; the sacred syllable Om; the sacred word; utterance
brahman	brahma/n	praatipadika	8	a particular Kalpa			as the first of the triad of personal gods	the one impersonal universal Spirit manifested as a personal Creator
brahman	bra/hman	praatipadika	9	religious			the Brahmă; the Brāhmaṇa portion of the Veda; the Veda; the sacred syllable Om	wealth
brahman	brahma/n	praatipadika	9	a particular astronomy Yoga			spells	the sun
brahman	bra/hman	praatipadika	10	spiritual knowledge			the class of men who are the repositories	
brahman	brahma/n	praatipadika	10	as the first of the triad of personal gods			the intellect	
brahman	bra/hman	praatipadika	11	the Brahmă			a sacred text; communicators of sacred knowledge; holy life; religious; the sacred word	
brahman	brahma/n	praatipadika	11	one of the 4 principal priests			the one impersonal universal Spirit manifested as a personal Creator	
brahman	bra/hman	praatipadika	12	the Brāhmanical caste as a body			utterance	
brahman	brahma/n	praatipadika	12	one versed in sacred knowledge			the sun	
brahman	bra/hman	praatipadika	13	the Brāhmaṇa portion of the Veda			wealth	
brahman	brahma/n	praatipadika	13	spells			Brahmā; Name of Bṛhas-pati; Name of Śiva; the Veda; Ṛtvijas	
brahman	bra/hman	praatipadika	14	the Absolute; the Eternal				
brahman	brahma/n	praatipadika	14	the Veda				
brahman	bra/hman	praatipadika	15	the Self-existent				
brahman	brahma/n	praatipadika	15	the intellect				
brahman	bra/hman	praatipadika	16	the Veda				
brahman	brahma/n	praatipadika	16	the one impersonal universal Spirit manifested as a personal Creator				
brahman	bra/hman	praatipadika	17	the class of men who are the repositories				
brahman	brahma/n	praatipadika	17	the sun				
brahman	bra/hman	praatipadika	18	holy life; the sacred syllable Om; the sacred word				
brahman	brahma/n	praatipadika	18	δ Aurigae				
brahman	bra/hman	praatipadika	19	utterance				
brahman	brahma/n	praatipadika	19	Ṛtvijas				
brahman	bra/hman	praatipadika	20	wealth				
citra	citra	praatipadika	0	fro	fro	fro	fro	fro
citra	citra/	praatipadika	0	Jonesia Aśoka	Jonesia Aśoka; Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra; Plumbago zeylanica	Jonesia Aśoka	Jonesia Aśoka	Jonesia Aśoka
citra	citra	praatipadika	1	leaping to	leaping to	leaping to	leaping to	leaping to
citra	citra/	praatipadika	1	Name of a Draviḍa king; Name of a king; Name of a son of Dhṛtarāṣṭra	Ricinus communis	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra; a form of Yama; a sectarial mark on the forehead	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra
citra	citra/	praatipadika	2	Name of a Gandharva	a bright; a forestof variegated appearance  on; anything bright; bright; bright-coloured; coloured which strikes the eyes; having different varieties; speckled; variegated; variety of colour	a forestof variegated appearance  on; clear; delineation; distinguished; manifold; speckled; variegated	Plumbago zeylanica; Ricinus communis	Ricinus communis
citra	citra/	praatipadika	3	Name of a Jābāla-gṛhapati	a form of Yama	arranging verses in the shape of mathematical	a forestof variegated appearance  on; curious; different; having different varieties; strange; strange!; variegated; variety of colour; various	a sectarial mark on the forehead
citra	citra/	praatipadika	4	Plumbago zeylanica	arranging verses in the shape of mathematical	a picture; a spot; conspicuous; other fanciful figures; sketch; spotted	a form of Yama	containing the word
