lemma	derivation	category	cluster_id	senses
kavi	kavi/	praatipadika	4	a cunning fighter; a keeper; a ladle; a thinker; cunning; enlightened; gifted with insight; herd; intelligent; intelligent man; knowing; leader; man of understanding; prudent; pupil of Garga; sensible; skilful; the bit of a bridle; the reins; the sun; wise
kf	kf	dhaatu	0	a fog
kf	kf	dhaatu	1	being done
kf	kf	dhaatu	2	to injure
mad	mad	dhaatu	0	animate; at ease; exult; inspire; revel in; satisfy; to gladden; to tarry
mad	mad	dhaatu	1	base of the first person pronoun in the singular number number
mad	mad	dhaatu	2	be drunk with; bubble; inflame; intoxicate; to boil
mad	mad	dhaatu	3	be glad; be pleased; delight; exhilarate; happy; rejoice; to be glad; to enjoy heavenly bliss; to rejoice
mad	mad	dhaatu	4	pause; stand still
muc	muc	dhaatu	0	cast; intend to cast
muc	muc	dhaatu	1	depose; despatch; destitute of; discharging; shed; slacken
muc	muc	dhaatu	2	beatitude; bestow; delight; deliverance; delivering from; discharge; emit; grant; hurl; let live; liberate; release; released; sending; shoot; shooting; throw; to deliver one's self from; to gladden; to put on; to send forth; to wish; to wish to deliver; to yield; utter; yield enjoyment
muc	muc	dhaatu	3	abandon; absolve from; allow to depart; dismiss; dropping; escape; give up; leave; let go; let loose; letting fall; letting go; quit; set aside; to abstain from; to be about to give up; to be loosed; to cause to loose; to get rid of; to give away; to loose; to unloose; unharness
muc	muc	dhaatu	4	relinquish; to cheat; to desire final liberation; to redeem; to relinquish; unyoke
muc	muc	dhaatu	5	be about to set free; free; freeing; spend; to be deprived; to be set free; to open; to set free; to spare; to wish to free one's self
prakfti	pra-kfti	cpd-praatipadika	0	Name of 2 classes of metres
prakfti	pra-kfti	cpd-praatipadika	1	a co-efficient multiplier
prakfti	pra-kfti	cpd-praatipadika	2	Name of a class of deities under Manu Raibhya; a king's ministers; citizens; constitution; counsellors; ministry; powers of the state; the body of ministers; the personified will of the Supreme in the creation; the subjects of a king; the various sovereigns to be considered in case of war
prakfti	pra-kfti	cpd-praatipadika	3	an uninflected word; elementary form of a word
prakfti	pra-kfti	cpd-praatipadika	4	Name of work; artisans; at first; character; extraction; making; origin; original; original source; placing before; the 8 producers; the crude; the original; the original producer of the material world
prakfti	pra-kfti	cpd-praatipadika	5	Nature; an animal; base; by nature; fundamental form; natural form; nature; primary essences which evolve the whole visible world; primary substance; root; the constituent elements; the third nature
prakfti	pra-kfti	cpd-praatipadika	6	the male
prakfti	pra-kfti	cpd-praatipadika	7	the predominance of one of the humours at the time of generation
prakfti	pra-kfti	cpd-praatipadika	8	cause; condition of anything; disposition; matter; model; naturally; pattern; properly; rule; standard; temper; temperament; unalterably
prakfti	pra-kfti	cpd-praatipadika	9	Name of a woman; a eunuch; a goddess; a mother; a woman; affair; female organ of generation; womankind
rUpa	rUpa/	praatipadika	0	a reflection; any outward appearance; colour; dreamy; feature; figure; image; likeness; phantom shapes; reflection; shape; the quality of colour
rUpa	rUpa/	praatipadika	1	a known quantity as having specific form; a particular coin; absolute number; integer number; the arithmetical unit
rUpa	rUpa/	praatipadika	2	beauty; grace; handsome form; kind; loveliness; manner; nature; peculiarity; splendour
rUpa	rUpa/	praatipadika	3	exemplar; form; mark; material form id est; mode; sort; trace of
rUpa	rUpa/	praatipadika	4	rereading a book
rUpa	rUpa/	praatipadika	5	Name of a people; Name of a place; a beast; a show; a single specimen; a sound; a word of unknown meaning; any form of a noun; cattle; character; circumstances; drama; known; phenomenon; play; remark made under particular circumstances when the action is at its height; sign; symptom; verb; way; word
rUpa	rUpa/	praatipadika	6	that is the organized body
rasa	ra/sa	praatipadika	0	Name of the number six
rasa	ra/sa	praatipadika	1	a kind of metre
rasa	ra/sa	praatipadika	2	a metal; any mineral; gold; mercury; metallic salt; mineral in a state of fusion
rasa	ra/sa	praatipadika	3	green onion
rasa	ra/sa	praatipadika	4	Vangueria Spinosa; a species of amaranth; any object of taste; condiment; essential juice of the body; flavour; juice of fruit; juice of plants; juice of the sugar-cane; melted butter; milk; nectar; semen virile; spice; syrup; the primary juice called chyle; the sap
rasa	ra/sa	praatipadika	5	a constituent fluid; any liquid; any mixture; draught; drink; elixir; fluid; liquor; marrow; poison; potion; resin; sauce; serum; soup; water
rasa	ra/sa	praatipadika	6	seasoning
rasa	ra/sa	praatipadika	7	Name of the sacred syllable; Om; a Śanakī; affection; broth; character of a work; charm; delight; desire; disposition of the heart; essence; finest; fondness for; inclination; love; mind; myrrh; pleasure; prime part of anything; quicksilver; religious sentiment; sentiment prevailing in it; taste; the best; the feeling; the prevailing sentiment in human character; the son of a Niṣāda; the taste; the tongue
saha	saha/	avyaya	0	in company; in the company of; with
saha	saha/	praatipadika	0	Mādrī; Name of a son of Dhṛtarāṣṭra; Name of a son of Kṛṣṇa; Name of a son of Manu; Name of a son of Prāṇa; a match for; a particular Agni; equal to; the month Mārgaśīrṣa; Ūrjasvatī
saha	saha/	avyaya	1	in concert
saha	saha/	praatipadika	1	a species of plant
saha	saha/	avyaya	2	along with; at the same time; conjointly; in common; jointly; simultaneously with; together with
saha	saha/	praatipadika	2	kind of salt
saha	saha/	avyaya	3	taking with one; to give to take away with one; to take with one with
saha	saha/	praatipadika	3	a companion; able to; bearing; capable of; causing; defying; effecting; enduring; exerting; mighty; overcoming; powerful; stimulating; vanquishing; withstanding
sarva	sa/rva	praatipadika	0	Name of Kṛṣṇa; Name of a Muni; Name of a people; Name of Śiva
sarva	sa/rva	praatipadika	1	all; altogether; completely; different; entire; every; everywhere; in all parts; manifold; of all sorts; various; whole; wholly
sarva	sa/rva	praatipadika	2	water
su	su	dhaatu	0	bring forth; move; to go; to press out; to urge
su	su/	upasarga	0	any; beautiful; easily; easy; excellent; good; greatly; much; quickly; very
su	su	dhaatu	1	extract; impel; incite; to beget; to distil; to possess supremacy
su	su/	upasarga	1	right; rightly; to become; virtuous; well; willingly
su	su/	upasarga	2	to lengthen a preceding vowel
tad	ta/d	praatipadika	0	Brahma; consequently; equally; he she it; in this manner; now; so also; then; there; therefore; this; this world; thither; thus
tad	tad	praatipadika	0	any; different; every; respective; that; this; various; whichsoever; whosoever
tad	ta/d	praatipadika	1	at that time; for that reason; in that case; in that place; on that account; that; to that spot; with regard to that
tad	tad	praatipadika	1	even then; in other words. From Latin videlicet; in such a manner as follows; namely; nevertheless; notwithstanding; on quite the same path
tad	ta/d	praatipadika	2	with reference to that there are these two verses
tatas	ta/tas	praatipadika	0	after that; afterwards; at another time; besides that; beyond that; but; consequently; for that reason; from that; how is it then that?; immediately afterwards; in consequence of that; then; thence; thenceforth; what then? what took place after that?
tatas	ta/tas	praatipadika	1	everywhere; from all sides; from that place; in that place; that place; to another place than that; to everyplace; to some other place; to that place
tatas	ta/tas	praatipadika	2	further; here; hither; there; thereupon; thither
tu	tu	dhaatu	0	to go
tu	tu/	avyaya	0	Latindum used
tu	tu	dhaatu	1	to have authority
tu	tu/	avyaya	1	but; ere - than; ere — than; often incorrectly written for; sometimes used as a mere expletive
tu	tu	dhaatu	2	to injure
tu	tu/	avyaya	2	it is true — but not; not — but; not — however; though — still not
tu	tu	dhaatu	3	be strong; efficient; to make strong
tu	tu/	avyaya	3	pray! I beg
tu	tu/	avyaya	4	certainly — but; do; nevertheless; now; still; then; though — still
uttara	u/t-tara	cpd-praatipadika	0	crossing over; to be crossed
uttara	u/ttara	praatipadika	0	Name of a school
uttara	u/ttara	praatipadika	1	Name of a song
uttara	u/ttara	praatipadika	2	answer; concluding; conclusion; contradiction; followed by; following; future; is left; later; left; posterior; rejoinder; remainder; reply; result; subsequent; the answer; the last part of a compound; what remains
uttara	u/ttara	praatipadika	3	a defence; a defensive measure; better; characteristic; competency; difference; dominant; excellence; excellent; gaining a cause; higher; more excellent; more powerful; of several men; predominant; prevalent result; superior; superiority
uttara	u/ttara	praatipadika	4	Name of a king of the Nāgas; Name of a son of Virāṭa; Name of each of the Nakṣatras that contain the word uttara; Name of the last book of the Rāmāyaṇa; a particular figure in rhetoric; chief; latter; the chief; the following member
uttara	u/ttara	praatipadika	5	Name of a mountain; above; cover; excess; northern; over; the north; upper; upper surface
vac	vac	dhaatu	0	accounted; announce; declare; describe; mention; pass for; say; tell; to call; to promise; told; utter
vac	vac	dhaatu	1	cry aloud; pronounce; said; speak; to be spoken; to read out loud; to speak; uttered
vac	vac	dhaatu	2	be regarded as; proclaim; to be called; to be meant; to cause anything written; to cause to say; to desire to say; to say; what the saying is
vac	vac	dhaatu	3	recite; revile; to reproach; to resound
yoga	yo/ga	praatipadika	0	Name of a variable division of time
yoga	yo/ga	praatipadika	1	arraying
yoga	yo/ga	praatipadika	2	Name of a  on the Paramārthasāra; a means; a remedy; a supernatural means; a yoke; according to; by reason of; care; concentrated grammatical rule; conjunction; consent; cure; deceit; disposition; etymological meaning; manner; occasion; on account of; original; sum; the leading; through; to agree; use; way; zeal
yoga	yo/ga	praatipadika	3	acquisition; any junction; application; attention; business; connection; contact; contact with; conveyance; device; employment; endeavour; gain; industry; opportunity; possessing; profit; property; relation; spy; suitability; total; vehicle; wealth
yoga	yo/ga	praatipadika	4	a trick; any simple act; exertion; expedient; fitness; fraud; harnessing; method; performance; regular succession; stratagem; team; the act of yoking
yoga	yo/ga	praatipadika	5	a combined; addition; arrangement; at the end of a compound in consequence of; attaching; combination; construction; equipping; fitting together; fixing; joining; mixing of various materials; mixing with the outer world; mixture; partaking of; putting on; putting to; putting together; undertaking; union; work
yoga	yo/ga	praatipadika	6	Yoga personified; a constellation; a follower of the Yoga system; a violator of confidence; abstract contemplation; abstract meditation; acquiesce in anything; aphorism; asterism; charm; concentration of the thoughts; devotion; diligence; incantation; lucky conjuncture; magical art; meditation; mental abstraction practised as a system; pious seeking after God; principal star of a lunar asterism; propriety; rite conducive to Yoga; self-concentration; syntactical dependence of a word; the connection of a word with its root; the connection of words together; the union of soul with matter; the union of the individual soul with the universal soul
yuj	yu/j	dhaatu	0	a pair; being in couples; couple; dual; pairs; the number two; the two Aśvins
yuj	yuj	dhaatu	0	be absorbed in meditation; concentrate; draw up; recall; to concentrate the mind in order to obtain union with the Universal Spirit; to recollect; to wish to be absorbed in meditation
yuj	yu/j	dhaatu	1	a sage who devotes his time to abstract contemplation
yuj	yuj	dhaatu	1	add; arrange; direct; harnessed; inject; insert; put to; to accrue to; to command; to encompass; to equip; to harness; to mix with; to offer; to put in order; to set; to use; to wish to harness
yuj	yu/j	dhaatu	2	a yoke-fellow; affected by; an exciter; associate; bestowing; companion; comrade; drawn by; even; exciting; furnished or provided or filled with; granting; harnessed; joined; possessed of; yoked
yuj	yuj	dhaatu	2	belong to; bring or put together; bring together; combine; conjunction with; connect; deserve to be; join; joined; provide with; to appoint or to charge or intrust with; to attach one's self to; to be endowed with; to be united in marriage; to bring into possession of; to come into conjunction with; to come into union; to confer; to confer anything upon; to join; to join one's self to; to lead towards; unite
yuj	yu/j	dhaatu	3	the zodiacal sign Gemini
yuj	yuj	dhaatu	3	adjust; apply; be fitted for; fit out; fix; furnish; help to; not to be fit; prepare; prepared for; proper; proper for; repair; restore; set to work; suit any one; suit anything; suitable; to be fit; to be made ready; to fasten on; to fix in; to make ready; to put on; to wish to fix or aim
yuj	yuj	dhaatu	4	to ascertain or know the conjunction of the moon with an asterism
yuj	yuj	dhaatu	5	employ; to wish to appoint or institute; undertake
yuj	yuj	dhaatu	6	accomplish; attack; bestow anything upon; carry on; despise; devout; embrace; endow with; enjoin; esteem lightly; fall to the lot of; impel to; perform; possessed of; right; to aim at; to be yoked; to endow; to think little of; to turn; to urge; use; yoke; yoke with
