lemma	derivation	category	cluster_id	senses
eka	e/ka	praatipadika	1	a; a unit; an; chief; pre-eminent; unity
eka	e/ka	praatipadika	2	excellent; identical; sincere; the same; truthful
eka	e/ka	praatipadika	3	many; one; one by one; one of two; that one only
eka	e/ka	praatipadika	4	following; with preceding
eka	e/ka	praatipadika	5	little; small
eka	e/ka	praatipadika	6	no one; nobody
eka	e/ka	praatipadika	7	Name of a son of Raya
eka	e/ka	praatipadika	8	Name of a teacher
eva	e/va	praatipadika	0	course; going; moving; proceeding
eva	eva/	avyaya	0	exactly; exactly so; indeed; just so; really; so; truly
eva	e/va	praatipadika	1	conduct; manner of acting
eva	eva/	avyaya	1	alone; already; even; immediately on; only; still
eva	e/va	praatipadika	2	quick; speedy
eva	eva/	avyaya	2	just; merely; very
eva	e/va	praatipadika	3	the earth; world
eva	eva/	avyaya	3	affirmation; command; restrainment
eva	e/va	praatipadika	4	a horse
eva	eva/	avyaya	4	detraction; diminution
eva	e/va	praatipadika	5	custom
eva	eva/	avyaya	5	is a mere expletive without any exact meaning and not translatable implies emphasis
eva	e/va	praatipadika	6	habit
eva	eva/	avyaya	6	same
eva	e/va	praatipadika	7	usage
eva	e/va	praatipadika	8	way
gam	gam	dhaatu	0	be going; bring to a place; come; move; set out; to go; to go to; to go to any state; to let go; to send away; to spend time; to wish to bring; to wish to go
gam	gam	dhaatu	1	denote; explain; intelligible; make clear; meaning; perceive; to cause to understand; to convey an idea; understand
gam	gam	dhaatu	2	approach; ascribe guilt to a person; attack; pass; to approach carnally; to approach with an accusation; to go against with hostile intentions; towards
gam	gam	dhaatu	3	die; kneel down; make a bow; to decease; to fall to the share of; to go to the earth with the head; to go to the earth with the knees
gam	gam	dhaatu	4	observe; partake of; participate in; to impart; to observe; undergo
gam	gam	dhaatu	5	condition; grant; obtain; receive; to strive to obtain
gam	gam	dhaatu	6	cause to become; to cause a person to go by means of another; to cause to go to any condition; to go with the mind
gam	gam	dhaatu	7	go away; not care about
gam	gam	dhaatu	8	guess
gam	gam	dhaatu	9	have sexual intercourse with
gam	gam	dhaatu	10	to excel
grah	grah	dhaatu	0	grasp; lay hold of; seize; to be about to eclipse; to be about to seize; to be about to take away; to be meant by; to cause any one to be captured; to cause any one to be seized; to cause to take; to collect a store of anything; to eclipse; to lay the hand on; to place upon; to pluck; to take for; to take into the mouth; to take on one's self; to take up; to use
grah	grah	dhaatu	1	accept; admit; approve; claim; consider as; follow; keep; pick; put on; take; take away; take back; win
grah	grah	dhaatu	2	apprehend; learn; observe; strive to apprehend; to assume; to calculate; to desire to perceive; to gain; to make any one learn; to obey; to observe; to perceive; understand
grah	grah	dhaatu	3	give away a girl in marriage to any one; obtain; receive; to accept; to acquire by purchase; to cause to marry; to choose; to choose any one as a wife; to make any one choose; to receive hospitably; to receive into the mind
grah	grah	dhaatu	4	familiar with; make acquainted; mention; name; recognise; to include
grah	grah	dhaatu	5	begin; gather; to abstract; undergo; undertake
grah	grah	dhaatu	6	draw water
grah	grah	dhaatu	7	overpowered over to any one
han	han	dhaatu	0	a killer; killing; slayer
han	han	naama-dhaatu	0	beat; come into contact; hammer; hit; pound; strike upon; to be struck; to strike; to strike off; to strike or tread upon; to touch
han	han	naama-dhaatu	1	cause to be executed; kill; killed; punish; put to death; slay; to cause to be slain; to notify a person's death; to put to death; to slay; to wish to kill
han	han	naama-dhaatu	2	avert; hinder; to dispel; to hurl upon; to obstruct; to repress; to ward off
han	han	naama-dhaatu	3	abandon; destroy; give up
han	han	naama-dhaatu	4	injure; to hurt; wound
han	han	naama-dhaatu	5	mar; to mar; to smite
hari	ha/ri	praatipadika	0	Name of Brahmā; Name of Indra; Name of Suparṇa; Name of Viṣṇu-Kṛṣṇa; Name of Vāyu; Name of Yama; Name of a Dānava; Name of a Rākṣasa; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa; Name of a worshipper of Viṣṇu; Name of Śiva; Name of Śukra; a particular class of gods under Manu Tāmasa
hari	hari	praatipadika	0	bearing; carrying
hari	ha/ri	praatipadika	1	Phaseolus Mungo; a frog; a goose; a horse; a jackal; a lion; a monkey; a parrot; a peacock; a snake; steed; the Koil or Indian cuckoo
hari	hari	praatipadika	1	an exclamation
hari	ha/ri	praatipadika	2	bay; brown; fallow; fawn-coloured; green; greenish; pale yellow; reddish brown; tawny; yellow
hari	ha/ri	praatipadika	3	Name of a metre; Name of a mountain; Name of a particular high number; Name of a world; a ray of light; fire; the moon; the sun; the wind
hari	ha/ri	praatipadika	4	Name of various authors; scholars
hari	ha/ri	praatipadika	5	men; people
hari	ha/ri	praatipadika	6	the sign of the zodiac Leo
hi	hi	dhaatu	0	delight; help to; to assist; to convey; to discharge; to gladden; to stimulate
hi	hi/	avyaya	0	do; pray
hi	hi/	dhaatu	0	assuredly; most assuredly; of course; surely
hi	hi	dhaatu	1	bring; hasten on; incite to; procure; set in motion; to send forth; urge on
hi	hi/	avyaya	1	just
hi	hi/	dhaatu	1	certainly; indeed; indeed-but
hi	hi	dhaatu	2	abandon; get rid of; hurl; impel; shoot; to forsake
hi	hi/	dhaatu	2	an interjection of envy and contempt and hurry; often a mere expletive
hi	hi	dhaatu	3	cast
hi	hi/	dhaatu	3	because; on account of
hi	hi/	dhaatu	4	especially to avoid a hiatus
hi	hi/	dhaatu	5	for
hi	hi/	dhaatu	6	sometimes repeated in the same sentence
kAla	kAla	praatipadika	0	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas; Name of a brother of king Prasena-jit; Name of a future Buddha; Name of a son of Hrada; Name of an author of Mantras; Name of an enemy of Śiva; Name of Śiva; of the prince Kāla-yavana; the poisonous serpent Coluber Naga
kAla	kAla/	praatipadika	0	hour; meal-time; measure of time; right point of time; the proper time; time; time of the world
kAla	kAla	praatipadika	1	a black; a black kind of Agallochum; a kind of perfume; a red kind of Plumbago; black; dark-blue; dark-blue colour; of a dark colour; the black part of the eye
kAla	kAla/	praatipadika	1	a period of time; a section; a space of time; part; season; season for
kAla	kAla	praatipadika	2	Name of a mountain; a mystical Name of the letter; of one of the nine treasures
kAla	kAla/	praatipadika	2	death; death by age; the end; time of death
kAla	kAla	praatipadika	3	the plant Cassia Sophora; the resin of the plant Shorea robusta
kAla	kAla/	praatipadika	3	circumstance; destiny; fate; occasion
kAla	kAla	praatipadika	4	iron
kAla	kAla/	praatipadika	4	a fixed
kAla	kAla	praatipadika	5	the Indian cuckoo
kAla	kAla/	praatipadika	5	prosody
kAla	kAla	praatipadika	6	the planet Saturn
karman	ka/rman	praatipadika	0	business; labour; obligation; occupation; office; special duty; work
karman	ka/rman	praatipadika	1	calculation; effect; fate; former act as leading to inevitable results; performance; product; result
karman	ka/rman	praatipadika	2	act; action; action consisting in motion; activity; any religious act
karman	ka/rman	praatipadika	3	organ of sense; the object
karman	ka/rman	praatipadika	4	medical attendance
karman	ka/rman	praatipadika	5	physicking
karman	ka/rman	praatipadika	6	rite
karman	ka/rman	praatipadika	7	the tenth lunar mansion
kavi	kav	praatipadika	0	a singer; a wise man; bard; poet; prophet; sage; seer
kavi	kavi/	praatipadika	0	Name of Brahmā; Name of Pūṣan; Name of Vālmīki; Name of a son of Bhṛgu; Name of a son of Brahmā; Name of a son of Kauśika; Name of a son of Ṛṣabha; Name of ancient patriarchs; Name of other sacrificers; Name of the Soma; Name of the Soma priest; Name of the ancient sages; Name of the gates of the sacrificial enclosure; Name of the sons of several Manus; Name of the Ṛbhus; Name of Śukra; father of Śukra; the soul in the Sāṃkhya philosophy
kavi	kav	praatipadika	1	Name of Agni; Name of Indra; Name of Maruts; Name of Varuṇa; Name of several gods; Name of the Aśvins; Name of Ādityas
kavi	kavi/	praatipadika	1	a cunning fighter; a thinker; cunning; enlightened; gifted with insight; intelligent; intelligent man; knowing; man of understanding; of various men; prudent; sensible; skilful; wise
kavi	kavi/	praatipadika	2	a keeper; a ladle; an owl; leader; the bit of a bridle; the reins
kavi	kavi/	praatipadika	3	Name of a particular poet
kavi	kavi/	praatipadika	4	Name of the planet Venus
kavi	kavi/	praatipadika	5	herd
kavi	kavi/	praatipadika	6	pupil of Garga
kavi	kavi/	praatipadika	7	the sun
kf	kf	dhaatu	0	a fog
kf	kf	dhaatu	1	being done
kf	kf	dhaatu	2	to injure
mad	mad	dhaatu	0	be drunk with; exhilarate; exult; inflame; inspire; intoxicate; rejoice; revel in
mad	mad	dhaatu	1	at ease; be glad; be pleased; delight; happy; satisfy
mad	mad	dhaatu	2	to be glad; to boil; to enjoy heavenly bliss; to gladden; to rejoice; to tarry
mad	mad	dhaatu	3	animate; pause; stand still
mad	mad	dhaatu	4	base of the first person pronoun in the singular number number
mad	mad	dhaatu	5	bubble
muc	muc	dhaatu	0	delivering from; emit; to be about to give up; to be loosed; to cause to loose; to cheat; to deliver one's self from; to get rid of; to give away; to loose; to open; to put on; to redeem; to send forth; to spare; to wish; to wish to deliver; to yield
muc	muc	dhaatu	1	abandon; absolve from; allow to depart; dismiss; give up; hurl; leave; let go; quit; relinquish; set aside; shoot; throw; to abstain from; to relinquish; unyoke
muc	muc	dhaatu	2	be about to set free; deliverance; escape; free; freeing; let live; liberate; release; released; to be set free; to desire final liberation; to set free; to wish to free one's self
muc	muc	dhaatu	3	discharge; discharging; dropping; let loose; letting fall; letting go; shed; shooting; slacken; spend
muc	muc	dhaatu	4	beatitude; bestow; delight; destitute of; grant; to be deprived; to gladden; unharness; utter; yield enjoyment
muc	muc	dhaatu	5	depose; despatch; to unloose
muc	muc	dhaatu	6	cast; intend to cast
muc	muc	dhaatu	7	sending
prakfti	pra-kfti	cpd-praatipadika	0	Nature; at first; by nature; fundamental form; matter; natural form; naturally; nature; primary essences which evolve the whole visible world; properly; the crude; the third nature
prakfti	pra-kfti	cpd-praatipadika	1	Name of a class of deities under Manu Raibhya; Name of a woman; a eunuch; a goddess; a mother; a woman; an animal; female organ of generation; the male; womankind
prakfti	pra-kfti	cpd-praatipadika	2	a king's ministers; citizens; constitution; counsellors; ministry; powers of the state; the body of ministers; the personified will of the Supreme in the creation; the subjects of a king; the various sovereigns to be considered in case of war
prakfti	pra-kfti	cpd-praatipadika	3	base; origin; original; original source; root; standard; the original
prakfti	pra-kfti	cpd-praatipadika	4	affair; character; condition of anything; disposition; extraction; temper; temperament
prakfti	pra-kfti	cpd-praatipadika	5	Name of work; artisans; making; model; the 8 producers; the original producer of the material world
prakfti	pra-kfti	cpd-praatipadika	6	an uninflected word; elementary form of a word; unalterably
prakfti	pra-kfti	cpd-praatipadika	7	pattern; rule
prakfti	pra-kfti	cpd-praatipadika	8	primary substance; the constituent elements
prakfti	pra-kfti	cpd-praatipadika	9	Name of 2 classes of metres
prakfti	pra-kfti	cpd-praatipadika	10	a co-efficient multiplier
prakfti	pra-kfti	cpd-praatipadika	11	cause
prakfti	pra-kfti	cpd-praatipadika	12	placing before
prakfti	pra-kfti	cpd-praatipadika	13	the predominance of one of the humours at the time of generation
rUpa	rUpa/	praatipadika	0	a reflection; a single specimen; circumstances; exemplar; feature; mode; peculiarity; phantom shapes; phenomenon; reflection; symptom; that is the organized body
rUpa	rUpa/	praatipadika	1	any outward appearance; character; form; grace; handsome form; kind; likeness; manner; mark; material form id est; sign
rUpa	rUpa/	praatipadika	2	a beast; a sound; cattle; dreamy; loveliness; nature; splendour
rUpa	rUpa/	praatipadika	3	beauty; colour; figure; image; shape; the quality of colour
rUpa	rUpa/	praatipadika	4	a known quantity as having specific form; a particular coin; absolute number; any form of a noun; integer number; the arithmetical unit
rUpa	rUpa/	praatipadika	5	Name of a people; Name of a place; a word of unknown meaning; verb; word
rUpa	rUpa/	praatipadika	6	a show; drama; play
rUpa	rUpa/	praatipadika	7	known
rUpa	rUpa/	praatipadika	8	remark made under particular circumstances when the action is at its height
rUpa	rUpa/	praatipadika	9	rereading a book
rUpa	rUpa/	praatipadika	10	sort
rUpa	rUpa/	praatipadika	11	trace of
rUpa	rUpa/	praatipadika	12	way
rasa	ra/sa	praatipadika	0	affection; any object of taste; charm; delight; desire; disposition of the heart; finest; flavour; fondness for; inclination; love; mind; taste; the best; the feeling; the taste; the tongue
rasa	ra/sa	praatipadika	1	a kind of metre; a metal; a Śanakī; any mineral; gold; mercury; metallic salt; mineral in a state of fusion; resin; the sap; the son of a Niṣāda
rasa	ra/sa	praatipadika	2	a species of amaranth; broth; condiment; green onion; melted butter; poison; sauce; seasoning; soup; spice
rasa	ra/sa	praatipadika	3	essential juice of the body; juice of fruit; juice of plants; juice of the sugar-cane; marrow; nectar; semen virile; syrup; the primary juice called chyle
rasa	ra/sa	praatipadika	4	a constituent fluid; any liquid; any mixture; draught; drink; fluid; liquor; milk; water
rasa	ra/sa	praatipadika	5	character of a work; religious sentiment; sentiment prevailing in it; the prevailing sentiment in human character
rasa	ra/sa	praatipadika	6	elixir; essence; potion; serum
rasa	ra/sa	praatipadika	7	Name of the number six
rasa	ra/sa	praatipadika	8	Name of the sacred syllable
rasa	ra/sa	praatipadika	9	Om
rasa	ra/sa	praatipadika	10	Vangueria Spinosa
rasa	ra/sa	praatipadika	11	myrrh
rasa	ra/sa	praatipadika	12	pleasure
rasa	ra/sa	praatipadika	13	prime part of anything
rasa	ra/sa	praatipadika	14	quicksilver
saha	saha/	avyaya	0	in common; in company; in concert; in the company of
saha	saha/	praatipadika	0	bearing; causing; defying; effecting; enduring; exerting; overcoming; stimulating; vanquishing; withstanding
saha	saha/	avyaya	1	at the same time; conjointly; jointly; simultaneously with
saha	saha/	praatipadika	1	Mādrī; Name of a son of Dhṛtarāṣṭra; Name of a son of Kṛṣṇa; Name of a son of Manu; Name of a son of Prāṇa; the month Mārgaśīrṣa; Ūrjasvatī
saha	saha/	avyaya	2	along with; together with; with
saha	saha/	praatipadika	2	a companion; a match for; a particular Agni; a species of plant; equal to
saha	saha/	avyaya	3	taking with one; to give to take away with one; to take with one with
saha	saha/	praatipadika	3	able to; capable of; mighty; powerful
saha	saha/	praatipadika	4	kind of salt
sarva	sa/rva	praatipadika	0	altogether; completely; entire; whole; wholly
sarva	sa/rva	praatipadika	1	all; every; everywhere; in all parts
sarva	sa/rva	praatipadika	2	different; of all sorts; various; water
sarva	sa/rva	praatipadika	3	Name of Kṛṣṇa; Name of a people; Name of Śiva
sarva	sa/rva	praatipadika	4	Name of a Muni
sarva	sa/rva	praatipadika	5	manifold
su	su	dhaatu	0	move; to go; to press out; to urge
su	su/	upasarga	0	greatly; much; rightly; very; willingly
su	su	dhaatu	1	bring forth; impel; incite
su	su/	upasarga	1	beautiful; excellent; good; right; well
su	su	dhaatu	2	extract; to distil
su	su/	upasarga	2	easily; easy; quickly
su	su	dhaatu	3	to beget; to possess supremacy
su	su/	upasarga	3	any
su	su/	upasarga	4	to become
su	su/	upasarga	5	to lengthen a preceding vowel
su	su/	upasarga	6	virtuous
tad	ta/d	praatipadika	0	consequently; equally; in this manner; so also; therefore; thither; thus
tad	tad	praatipadika	0	any; every; whichsoever; whosoever
tad	ta/d	praatipadika	1	for that reason; in that case; now; that; then
tad	tad	praatipadika	1	different; respective; various
tad	ta/d	praatipadika	2	in that place; on that account; there; to that spot
tad	tad	praatipadika	2	namely; nevertheless; notwithstanding
tad	ta/d	praatipadika	3	at that time; with reference to that there are these two verses; with regard to that
tad	tad	praatipadika	3	even then; that; this
tad	ta/d	praatipadika	4	this; this world
tad	tad	praatipadika	4	in other words. From Latin videlicet
tad	ta/d	praatipadika	5	Brahma
tad	tad	praatipadika	5	in such a manner as follows
tad	ta/d	praatipadika	6	he she it
tad	tad	praatipadika	6	on quite the same path
tatas	ta/tas	praatipadika	0	everywhere; from that place; in that place; that place; to another place than that; to everyplace; to some other place; to that place
tatas	ta/tas	praatipadika	1	besides that; beyond that; for that reason; from that; how is it then that?; in consequence of that
tatas	ta/tas	praatipadika	2	consequently; further; hither; thence; thenceforth; thither
tatas	ta/tas	praatipadika	3	but; here; then; there; thereupon
tatas	ta/tas	praatipadika	4	after that; afterwards; at another time; immediately afterwards; what then? what took place after that?
tatas	ta/tas	praatipadika	5	from all sides
tu	tu	dhaatu	0	be strong; to make strong
tu	tu/	avyaya	0	but; nevertheless; now; still; then; though — still
tu	tu	dhaatu	1	to have authority; to injure
tu	tu/	avyaya	1	certainly — but; it is true — but not; not — but; not — however; though — still not
tu	tu	dhaatu	2	efficient
tu	tu/	avyaya	2	Latindum used; often incorrectly written for; sometimes used as a mere expletive
tu	tu	dhaatu	3	to go
tu	tu/	avyaya	3	ere - than; ere — than
tu	tu/	avyaya	4	do
tu	tu/	avyaya	5	pray! I beg
uttara	u/t-tara	cpd-praatipadika	0	crossing over; to be crossed
uttara	u/ttara	praatipadika	0	better; contradiction; difference; excellent; higher; later; latter; more excellent; more powerful; superior
uttara	u/ttara	praatipadika	1	concluding; conclusion; followed by; following; posterior; remainder; result; subsequent; the last part of a compound; what remains
uttara	u/ttara	praatipadika	2	a defence; a defensive measure; answer; cover; future; rejoinder; reply; the answer
uttara	u/ttara	praatipadika	3	above; is left; left; northern; over; the north; upper; upper surface
uttara	u/ttara	praatipadika	4	characteristic; competency; dominant; excellence; excess; predominant; prevalent result; superiority
uttara	u/ttara	praatipadika	5	Name of a king of the Nāgas; Name of a mountain; Name of a school; Name of a son of Virāṭa
uttara	u/ttara	praatipadika	6	chief; of several men; the chief; the following member
uttara	u/ttara	praatipadika	7	Name of a song
uttara	u/ttara	praatipadika	8	Name of each of the Nakṣatras that contain the word uttara
uttara	u/ttara	praatipadika	9	Name of the last book of the Rāmāyaṇa
uttara	u/ttara	praatipadika	10	a particular figure in rhetoric
uttara	u/ttara	praatipadika	11	gaining a cause
vac	vac	dhaatu	0	be regarded as; revile; to be called; to be meant; to call; to cause anything written; to cause to say; to desire to say; to promise; to reproach
vac	vac	dhaatu	1	cry aloud; pronounce; recite; speak; to be spoken; to read out loud; to resound; to speak
vac	vac	dhaatu	2	describe; said; say; tell; to say; told; what the saying is
vac	vac	dhaatu	3	accounted; announce; declare; mention; proclaim; utter; uttered
vac	vac	dhaatu	4	pass for
yoga	yo/ga	praatipadika	0	a violator of confidence; according to; acquiesce in anything; any simple act; by reason of; consent; conveyance; diligence; disposition; endeavour; manner; occasion; on account of; partaking of; possessing; propriety; the act of yoking; the leading; to agree; undertaking
yoga	yo/ga	praatipadika	1	Yoga personified; a follower of the Yoga system; abstract contemplation; abstract meditation; aphorism; attention; care; concentration of the thoughts; devotion; meditation; mental abstraction practised as a system; pious seeking after God; rite conducive to Yoga; self-concentration; the union of soul with matter; the union of the individual soul with the universal soul
yoga	yo/ga	praatipadika	2	a remedy; a trick; charm; cure; deceit; fraud; incantation; magical art; method; spy; stratagem; zeal
yoga	yo/ga	praatipadika	3	any junction; arrangement; attaching; equipping; fitting together; fixing; joining; putting on; putting to; putting together; team; union
