lemma	derivation	category	cluster_id	senses
brahman	brahma/n	praatipadika	2	Name of Bṛhas-pati; Name of a star; Name of Śiva; one versed in sacred knowledge; the Veda; the intellect; the one impersonal universal Spirit manifested as a personal Creator; the sun
brahman	bra/hman	praatipadika	3	holy life
brahman	brahma/n	praatipadika	3	δ Aurigae
brahman	bra/hman	praatipadika	4	a sacred text; communicators of sacred knowledge; one self-existent impersonal Spirit; outpouring of the heart in worshipping the gods; pious effusion; spiritual knowledge; the Brahmă; the Brāhmanical caste as a body; the Brāhmaṇa portion of the Veda; the Eternal; the Self-existent; the Veda; the class of men who are the repositories; the one universal Soul; the sacred word
brahman	brahma/n	praatipadika	4	Ṛtvijas
citra	citra	praatipadika	0	fro
citra	citra/	praatipadika	0	Jonesia Aśoka; Plumbago zeylanica
citra	citra	praatipadika	1	leaping to
citra	citra/	praatipadika	1	Name of a Draviḍa king; Name of a Gandharva; Name of a Jābāla-gṛhapati; Name of a king; Name of a son of Dhṛtarāṣṭra
citra	citra/	praatipadika	2	Ricinus communis
citra	citra/	praatipadika	3	a bright; a forestof variegated appearance  on; a sectarial mark on the forehead; anything bright; bright; coloured which strikes the eyes; sketch
citra	citra/	praatipadika	4	a form of Yama
citra	citra/	praatipadika	5	arranging verses in the shape of mathematical
citra	citra/	praatipadika	6	containing the word
citra	citra/	praatipadika	7	a picture; curious; having different varieties; ornament; punning in the form of question; riddle; strange; strange!; variety of colour; various; wonder
citra	citra/	praatipadika	8	a spot; agitated; answer; clear; delineation; different; distinguished; speckled; spotted; variegated
citra	citra/	praatipadika	9	excellent; wonderful
citra	citra/	praatipadika	10	facetious conversation
citra	citra/	praatipadika	11	manifold
citra	citra/	praatipadika	12	a brilliant ornament; bright-coloured; conspicuous; extraordinary appearance; other fanciful figures
citra	citra/	praatipadika	13	sky; the ether
citra	citra/	praatipadika	14	various modes of writing
dfS	df/S	praatipadika	0	appearance; discerning; knowing; look; looking at; seeing; sight; the eye; the observed spot; view; viewing
dfS	dfS	praatipadika	0	appear; be seen; become visible; behold; look at; manifested; regard; to; to be always visible; to cause to see; to produce or pay; to see by divine intuition; to show or prove; visit
dfS	df/S	praatipadika	1	doctrine; theory
dfS	dfS	praatipadika	1	care for
dfS	df/S	praatipadika	2	the aspect of a planet
dfS	dfS	praatipadika	2	compose; consider; contrive Aorist; demonstrate; examine; find out; learn; look into; think; try
dfS	dfS	praatipadika	3	long for; to be seen; to be shown; to notice; to see; to see with the mind; to show a thing; to wait on; to wish to see; to wish to show; understand
dfS	dfS	praatipadika	4	person
eka	e/ka	praatipadika	0	Name of a son of Raya
eka	e/ka	praatipadika	1	Name of a teacher
eka	e/ka	praatipadika	2	a; unity
eka	e/ka	praatipadika	3	alone; an; excellent; happening only once; identical; many; one; one by one; one of two; single; single of its kind; singular; solitary; that one only; unique
eka	e/ka	praatipadika	4	following; with preceding
eka	e/ka	praatipadika	5	little; small
eka	e/ka	praatipadika	6	no one; nobody
eka	e/ka	praatipadika	7	a unit; chief; pre-eminent
eka	e/ka	praatipadika	8	sincere; the same; truthful
eva	e/va	praatipadika	0	a horse
eva	eva/	avyaya	0	affirmation; command; merely; restrainment
eva	e/va	praatipadika	1	conduct; course; going; manner of acting; moving; proceeding
eva	eva/	avyaya	1	alone
eva	e/va	praatipadika	2	custom
eva	eva/	avyaya	2	detraction; diminution
eva	e/va	praatipadika	3	habit
eva	eva/	avyaya	3	even; exactly; exactly so; indeed; just so; really; so; still; truly; very
eva	e/va	praatipadika	4	quick; speedy
eva	eva/	avyaya	4	already; immediately on; just; only
eva	e/va	praatipadika	5	the earth; world
eva	eva/	avyaya	5	is a mere expletive without any exact meaning and not translatable implies emphasis
eva	e/va	praatipadika	6	usage
eva	eva/	avyaya	6	same
eva	e/va	praatipadika	7	way
gam	gam	dhaatu	0	approach; ascribe guilt to a person; attack; cause to become; condition; denote; explain; grant; intelligible; make clear; partake of; participate in; perceive; receive; to fall to the share of; to go against with hostile intentions; undergo; understand
gam	gam	dhaatu	1	go away; not care about
gam	gam	dhaatu	2	guess
gam	gam	dhaatu	3	have sexual intercourse with
gam	gam	dhaatu	4	kneel down; make a bow; observe
gam	gam	dhaatu	5	to excel
gam	gam	dhaatu	6	be going; bring to a place; come; die; meaning; move; obtain; pass; set out; to approach carnally; to approach with an accusation; to cause a person to go by means of another; to cause to go to any condition; to cause to understand; to convey an idea; to decease; to go; to go to; to go to any state; to go to the earth with the head; to go to the earth with the knees; to go with the mind; to impart; to let go; to observe; to send away; to spend time; to strive to obtain; to wish to bring; to wish to go; towards
grah	grah	dhaatu	0	accept; approve; receive
grah	grah	dhaatu	1	draw water
grah	grah	dhaatu	2	consider as; familiar with; make acquainted; mention; name; recognise
grah	grah	dhaatu	3	give away a girl in marriage to any one; to choose any one as a wife
grah	grah	dhaatu	4	admit; claim; grasp; learn; pick; understand
grah	grah	dhaatu	5	overpowered over to any one
grah	grah	dhaatu	6	follow; keep; put on; strive to apprehend; take; take away; take back; to abstract; to assume; to be about to eclipse; to choose; to desire to perceive; to eclipse; to perceive; undergo
grah	grah	dhaatu	7	apprehend; begin; gather; lay hold of; observe; obtain; seize; to accept; to acquire by purchase; to be about to seize; to be about to take away; to be meant by; to calculate; to cause any one to be captured; to cause any one to be seized; to cause to marry; to cause to take; to collect a store of anything; to gain; to include; to lay the hand on; to make any one choose; to make any one learn; to obey; to observe; to place upon; to pluck; to receive hospitably; to receive into the mind; to take for; to take into the mouth; to take on one's self; to take up; to use; undertake; win
han	han	dhaatu	0	a killer; killing; slayer
han	han	naama-dhaatu	0	abandon; give up; mar; pound
han	han	naama-dhaatu	1	beat; come into contact; hammer; hit; strike upon; to mar; to touch; wound
han	han	naama-dhaatu	2	avert; cause to be executed; destroy; hinder; injure; kill; killed; punish; put to death; slay; to be struck; to cause to be slain; to dispel; to hurl upon; to hurt; to notify a person's death; to obstruct; to put to death; to repress; to slay; to smite; to strike; to strike off; to strike or tread upon; to ward off; to wish to kill
hari	ha/ri	praatipadika	0	Name of Brahmā; Name of Indra; Name of Suparṇa; Name of Viṣṇu-Kṛṣṇa; Name of Vāyu; Name of Yama; Name of a Dānava; Name of a metre; Name of a mountain; Name of a particular high number; Name of a son of Akampana; Name of a son of Garuḍa; Name of a son of Parājit; Name of a son of Parāvṛt; Name of a son of Tārakākṣa; Name of Śiva; Name of Śukra; a particular class of gods under Manu Tāmasa
hari	hari	praatipadika	0	an exclamation
hari	ha/ri	praatipadika	1	Name of a worshipper of Viṣṇu; Name of various authors; scholars
hari	hari	praatipadika	1	bearing; carrying
hari	ha/ri	praatipadika	2	Phaseolus Mungo
hari	ha/ri	praatipadika	3	Name of a Rākṣasa; Name of a world; a ray of light; fire; the Koil or Indian cuckoo; the moon; the sun
hari	ha/ri	praatipadika	4	bay
hari	ha/ri	praatipadika	5	fallow; green; greenish; pale yellow; tawny; yellow
hari	ha/ri	praatipadika	6	men; people
hari	ha/ri	praatipadika	7	a frog; a goose; a horse; a jackal; a lion; a monkey; a parrot; a peacock; a snake; brown; fawn-coloured; reddish brown; steed; the wind
hari	ha/ri	praatipadika	8	the sign of the zodiac Leo
hi	hi	dhaatu	0	abandon; delight; get rid of; help to; hurl; impel; shoot; urge on
hi	hi/	avyaya	0	do; pray
hi	hi/	dhaatu	0	an interjection of envy and contempt and hurry; often a mere expletive
hi	hi	dhaatu	1	bring; hasten on; incite to; procure; set in motion; to assist; to convey; to discharge; to forsake; to gladden; to send forth; to stimulate
hi	hi/	avyaya	1	just
hi	hi/	dhaatu	1	assuredly; certainly; indeed; indeed-but; most assuredly; of course; surely
hi	hi	dhaatu	2	cast
hi	hi/	dhaatu	2	because; on account of
hi	hi/	dhaatu	3	especially to avoid a hiatus
hi	hi/	dhaatu	4	for
hi	hi/	dhaatu	5	sometimes repeated in the same sentence
kAla	kAla	praatipadika	0	Name of Rudra; Name of a Nāga-rāja; Name of a Rakṣas; Name of a brother of king Prasena-jit; Name of a future Buddha; Name of a mountain; Name of a son of Hrada; Name of an author of Mantras; Name of an enemy of Śiva; Name of Śiva; a mystical Name of the letter; of the prince Kāla-yavana; the poisonous serpent Coluber Naga
kAla	kAla/	praatipadika	0	a fixed
kAla	kAla	praatipadika	1	a black; a black kind of Agallochum; a kind of perfume; a red kind of Plumbago; black; dark-blue; dark-blue colour; of a dark colour; of one of the nine treasures; the black part of the eye
kAla	kAla/	praatipadika	1	a period of time; a section; a space of time; hour; meal-time; measure of time; occasion; part; right point of time; season; season for; the proper time; time; time of the world
kAla	kAla	praatipadika	2	iron
kAla	kAla/	praatipadika	2	prosody
kAla	kAla	praatipadika	3	the Indian cuckoo
kAla	kAla/	praatipadika	3	circumstance; death; death by age; destiny; fate; the end; time of death
kAla	kAla	praatipadika	4	the planet Saturn
kAla	kAla	praatipadika	5	the plant Cassia Sophora; the resin of the plant Shorea robusta
karman	ka/rman	praatipadika	0	act; action; action consisting in motion; activity; any religious act; business; labour; obligation; occupation; office; special duty; work
karman	ka/rman	praatipadika	1	calculation; effect; fate; former act as leading to inevitable results; performance; product; result
karman	ka/rman	praatipadika	2	medical attendance
karman	ka/rman	praatipadika	3	organ of sense; the object
karman	ka/rman	praatipadika	4	physicking
karman	ka/rman	praatipadika	5	rite
karman	ka/rman	praatipadika	6	the tenth lunar mansion
kavi	kav	praatipadika	0	Name of Agni; Name of Indra; Name of Maruts; Name of Varuṇa; Name of several gods; Name of the Aśvins; Name of Ādityas
kavi	kavi/	praatipadika	0	Name of Brahmā; Name of Pūṣan; Name of Vālmīki; Name of a son of Kauśika; Name of the Soma; the soul in the Sāṃkhya philosophy
kavi	kav	praatipadika	1	a singer; a wise man; bard; poet; prophet; sage; seer
kavi	kavi/	praatipadika	1	Name of a particular poet
kavi	kavi/	praatipadika	2	Name of a son of Bhṛgu; Name of a son of Brahmā; Name of a son of Ṛṣabha; Name of ancient patriarchs; Name of other sacrificers; Name of the Soma priest; Name of the ancient sages; Name of the gates of the sacrificial enclosure; Name of the sons of several Manus; Name of Śukra; father of Śukra
kavi	kavi/	praatipadika	3	Name of the planet Venus
kavi	kavi/	praatipadika	4	a cunning fighter; a thinker; cunning; enlightened; gifted with insight; intelligent; intelligent man; knowing; man of understanding; of various men; prudent; sensible; skilful; wise
kavi	kavi/	praatipadika	5	herd
kavi	kavi/	praatipadika	6	pupil of Garga
kavi	kavi/	praatipadika	7	Name of the Ṛbhus; a keeper; a ladle; an owl; leader; the bit of a bridle; the reins
kavi	kavi/	praatipadika	8	the sun
kf	kf	dhaatu	0	a fog
kf	kf	dhaatu	1	being done
kf	kf	dhaatu	2	to injure
mad	mad	dhaatu	0	animate; pause; stand still
mad	mad	dhaatu	1	at ease; to enjoy heavenly bliss; to tarry
mad	mad	dhaatu	2	base of the first person pronoun in the singular number number
mad	mad	dhaatu	3	be drunk with; be glad; be pleased; delight; exhilarate; exult; happy; inflame; inspire; intoxicate; rejoice; revel in; satisfy; to be glad; to boil; to gladden; to rejoice
mad	mad	dhaatu	4	bubble
muc	muc	dhaatu	0	abandon; absolve from; be about to set free; beatitude; delight; depose; despatch; destitute of; discharge; discharging; dismiss; dropping; escape; free; give up; grant; hurl; leave; let go; let live; letting fall; letting go; liberate; quit; release; released; shed; shoot; shooting; slacken; spend; throw; to abstain from; to be about to give up; to cheat; to get rid of; unharness; unyoke; utter; yield enjoyment
muc	muc	dhaatu	1	allow to depart; bestow; cast; deliverance; delivering from; emit; freeing; intend to cast; let loose; relinquish; set aside; to be deprived; to be loosed; to be set free; to cause to loose; to deliver one's self from; to desire final liberation; to give away; to gladden; to loose; to open; to put on; to redeem; to relinquish; to send forth; to set free; to spare; to unloose; to wish; to wish to deliver; to wish to free one's self; to yield
muc	muc	dhaatu	2	sending
prakfti	pra-kfti	cpd-praatipadika	0	Name of 2 classes of metres
prakfti	pra-kfti	cpd-praatipadika	1	Name of a class of deities under Manu Raibhya
prakfti	pra-kfti	cpd-praatipadika	2	Name of work; the 8 producers
prakfti	pra-kfti	cpd-praatipadika	3	Name of a woman; Nature; a goddess; a woman; an animal; at first; by nature; female organ of generation; fundamental form; nature; primary substance
prakfti	pra-kfti	cpd-praatipadika	4	a co-efficient multiplier
prakfti	pra-kfti	cpd-praatipadika	5	a king's ministers; citizens; constitution; counsellors; ministry; powers of the state; primary essences which evolve the whole visible world; the body of ministers; the constituent elements; the personified will of the Supreme in the creation; the subjects of a king; the various sovereigns to be considered in case of war
prakfti	pra-kfti	cpd-praatipadika	6	affair; condition of anything; extraction; matter
prakfti	pra-kfti	cpd-praatipadika	7	an uninflected word; elementary form of a word; natural form; properly; unalterably
prakfti	pra-kfti	cpd-praatipadika	8	cause
prakfti	pra-kfti	cpd-praatipadika	9	a eunuch; a mother; artisans; character; disposition; making; model; temper; temperament; the third nature; womankind
prakfti	pra-kfti	cpd-praatipadika	10	naturally; pattern; rule
prakfti	pra-kfti	cpd-praatipadika	11	placing before
prakfti	pra-kfti	cpd-praatipadika	12	base; origin; original; original source; root; standard; the crude; the male; the original; the original producer of the material world
prakfti	pra-kfti	cpd-praatipadika	13	the predominance of one of the humours at the time of generation
rUpa	rUpa/	praatipadika	0	Name of a people
rUpa	rUpa/	praatipadika	1	a beast; cattle
rUpa	rUpa/	praatipadika	2	a particular coin; that is the organized body
rUpa	rUpa/	praatipadika	3	a known quantity as having specific form; absolute number; any form of a noun; integer number; material form id est; the arithmetical unit
rUpa	rUpa/	praatipadika	4	a show; a word of unknown meaning; any outward appearance; character; colour; drama; kind; mark; mode; play; sign; the quality of colour; verb; word
rUpa	rUpa/	praatipadika	5	dreamy; grace; loveliness; manner; splendour
rUpa	rUpa/	praatipadika	6	exemplar
rUpa	rUpa/	praatipadika	7	known
rUpa	rUpa/	praatipadika	8	Name of a place; a reflection; a single specimen; a sound; beauty; circumstances; feature; figure; form; handsome form; image; likeness; nature; peculiarity; phantom shapes; phenomenon; reflection; shape; symptom
rUpa	rUpa/	praatipadika	9	remark made under particular circumstances when the action is at its height
rUpa	rUpa/	praatipadika	10	rereading a book
rUpa	rUpa/	praatipadika	11	sort
rUpa	rUpa/	praatipadika	12	trace of
rUpa	rUpa/	praatipadika	13	way
rasa	ra/sa	praatipadika	0	Name of the number six
rasa	ra/sa	praatipadika	1	Name of the sacred syllable
rasa	ra/sa	praatipadika	2	Om
rasa	ra/sa	praatipadika	3	Vangueria Spinosa
rasa	ra/sa	praatipadika	4	a constituent fluid; essential juice of the body; fluid; juice of the sugar-cane; semen virile; the primary juice called chyle; the sap
rasa	ra/sa	praatipadika	5	a kind of metre; mineral in a state of fusion; resin
rasa	ra/sa	praatipadika	6	a species of amaranth; juice of plants
rasa	ra/sa	praatipadika	7	character of a work; religious sentiment; sentiment prevailing in it
rasa	ra/sa	praatipadika	8	any liquid; any mineral; any mixture; broth; charm; condiment; draught; drink; elixir; essence; finest; gold; juice of fruit; liquor; love; marrow; melted butter; mercury; metallic salt; milk; poison; potion; sauce; seasoning; serum; soup; syrup; the best; the feeling; the prevailing sentiment in human character; water
rasa	ra/sa	praatipadika	9	disposition of the heart; inclination
rasa	ra/sa	praatipadika	10	affection; any object of taste; delight; desire; flavour; fondness for; green onion; mind; nectar; spice; taste; the taste; the tongue
rasa	ra/sa	praatipadika	11	myrrh
rasa	ra/sa	praatipadika	12	pleasure
rasa	ra/sa	praatipadika	13	prime part of anything
rasa	ra/sa	praatipadika	14	quicksilver
rasa	ra/sa	praatipadika	15	a metal; a Śanakī; the son of a Niṣāda
saha	saha/	avyaya	0	along with; at the same time; conjointly; in common; in company; in concert; in the company of; jointly; simultaneously with; taking with one; to give to take away with one; to take with one with; together with; with
saha	saha/	praatipadika	0	Mādrī; Name of a son of Dhṛtarāṣṭra; Name of a son of Kṛṣṇa; Name of a son of Manu; Name of a son of Prāṇa; the month Mārgaśīrṣa; Ūrjasvatī
saha	saha/	praatipadika	1	a companion; a particular Agni; a species of plant; equal to
saha	saha/	praatipadika	2	able to
saha	saha/	praatipadika	3	a match for; bearing; capable of; causing; defying; effecting; enduring; exerting; mighty; overcoming; powerful; stimulating; vanquishing; withstanding
saha	saha/	praatipadika	4	kind of salt
sarva	sa/rva	praatipadika	0	Name of Kṛṣṇa; Name of a people; Name of Śiva
sarva	sa/rva	praatipadika	1	Name of a Muni
sarva	sa/rva	praatipadika	2	all; altogether; completely; different; entire; every; everywhere; whole; wholly
sarva	sa/rva	praatipadika	3	manifold
sarva	sa/rva	praatipadika	4	in all parts; of all sorts; various; water
su	su	dhaatu	0	bring forth; extract; impel; incite; to beget; to distil; to possess supremacy
su	su/	upasarga	0	any
su	su	dhaatu	1	move; to go; to press out; to urge
su	su/	upasarga	1	beautiful
su	su/	upasarga	2	easily; easy; excellent; good; greatly; much; quickly; right; rightly; very; well; willingly
su	su/	upasarga	3	to become
su	su/	upasarga	4	to lengthen a preceding vowel
su	su/	upasarga	5	virtuous
tad	ta/d	praatipadika	0	Brahma
tad	tad	praatipadika	0	any; every; respective; various; whichsoever; whosoever
tad	ta/d	praatipadika	1	at that time; to that spot
tad	tad	praatipadika	1	different; even then; namely; nevertheless; notwithstanding; that; this
tad	ta/d	praatipadika	2	equally; thither; with reference to that there are these two verses
tad	tad	praatipadika	2	in other words. From Latin videlicet
tad	ta/d	praatipadika	3	he she it
tad	tad	praatipadika	3	in such a manner as follows
tad	ta/d	praatipadika	4	now; so also
tad	tad	praatipadika	4	on quite the same path
tad	ta/d	praatipadika	5	consequently; for that reason; in that case; in that place; in this manner; on that account; that; then; there; therefore; this; this world; thus; with regard to that
tatas	ta/tas	praatipadika	0	after that; everywhere; from that place; here; immediately afterwards; that place; to another place than that; to everyplace; what then? what took place after that?
tatas	ta/tas	praatipadika	1	besides that
tatas	ta/tas	praatipadika	2	afterwards; at another time; beyond that; but; for that reason; from that; how is it then that?; in consequence of that; then
tatas	ta/tas	praatipadika	3	from all sides
tatas	ta/tas	praatipadika	4	consequently; further; hither; in that place; thence; thenceforth; there; thereupon; thither; to some other place; to that place
tu	tu	dhaatu	0	be strong; to have authority; to injure; to make strong
tu	tu/	avyaya	0	Latindum used; often incorrectly written for; sometimes used as a mere expletive
tu	tu	dhaatu	1	efficient
tu	tu/	avyaya	1	but; certainly — but; nevertheless; not — however; now; still; then; though — still; though — still not
tu	tu	dhaatu	2	to go
tu	tu/	avyaya	2	do
tu	tu/	avyaya	3	ere - than; ere — than; it is true — but not; not — but
tu	tu/	avyaya	4	pray! I beg
uttara	u/t-tara	cpd-praatipadika	0	crossing over; to be crossed
uttara	u/ttara	praatipadika	0	Name of a king of the Nāgas; Name of a mountain; Name of a school; Name of a son of Virāṭa
uttara	u/ttara	praatipadika	1	Name of a song
uttara	u/ttara	praatipadika	2	Name of each of the Nakṣatras that contain the word uttara
uttara	u/ttara	praatipadika	3	Name of the last book of the Rāmāyaṇa
uttara	u/ttara	praatipadika	4	a defence; a defensive measure; characteristic; competency; cover; rejoinder; reply; the answer
uttara	u/ttara	praatipadika	5	a particular figure in rhetoric
uttara	u/ttara	praatipadika	6	chief; excellence; of several men; predominant; prevalent result; superiority; the chief
uttara	u/ttara	praatipadika	7	contradiction; difference
uttara	u/ttara	praatipadika	8	followed by; following; future; more excellent; more powerful; posterior
uttara	u/ttara	praatipadika	9	gaining a cause
uttara	u/ttara	praatipadika	10	left; the following member
uttara	u/ttara	praatipadika	11	concluding; conclusion; is left; remainder; result; the last part of a compound; what remains
uttara	u/ttara	praatipadika	12	above; answer; better; dominant; excellent; excess; higher; later; latter; northern; over; subsequent; superior; the north; upper; upper surface
vac	vac	dhaatu	0	accounted; be regarded as
vac	vac	dhaatu	1	describe
vac	vac	dhaatu	2	pass for
vac	vac	dhaatu	3	proclaim; pronounce; recite; revile; to cause anything written; to read out loud
vac	vac	dhaatu	4	announce; cry aloud; declare; mention; said; say; speak; tell; to be called; to be meant; to be spoken; to call; to cause to say; to desire to say; to promise; to reproach; to resound; to say; to speak; told; utter; uttered; what the saying is
yoga	yo/ga	praatipadika	0	Name of a  on the Paramārthasāra; a constellation; principal star of a lunar asterism
yoga	yo/ga	praatipadika	1	Name of a variable division of time
yoga	yo/ga	praatipadika	2	Yoga personified; magical art; rite conducive to Yoga
yoga	yo/ga	praatipadika	3	a combined; a remedy; a yoke; any junction; arraying; combination; concentrated grammatical rule; lucky conjuncture; mixing of various materials; mixing with the outer world; sum; total
yoga	yo/ga	praatipadika	4	a trick; a violator of confidence; any simple act; fraud; spy; suitability
yoga	yo/ga	praatipadika	5	according to; on account of
yoga	yo/ga	praatipadika	6	a follower of the Yoga system; abstract meditation; aphorism; deceit; mental abstraction practised as a system; pious seeking after God; stratagem; the union of the individual soul with the universal soul
yoga	yo/ga	praatipadika	7	at the end of a compound in consequence of
yoga	yo/ga	praatipadika	8	attention; business; by reason of; care; charm; concentration of the thoughts; conjunction; contact; contact with; cure; device; employment; expedient; fitness; gain; industry; manner; meditation; performance; relation; self-concentration; the union of soul with matter; through; use; vehicle; way; wealth; work; zeal
yoga	yo/ga	praatipadika	9	a means; a supernatural means; asterism; etymological meaning; syntactical dependence of a word; the connection of a word with its root; the connection of words together
yoga	yo/ga	praatipadika	10	original
yoga	yo/ga	praatipadika	11	regular succession
yoga	yo/ga	praatipadika	12	abstract contemplation; acquiesce in anything; acquisition; addition; application; arrangement; attaching; connection; consent; construction; conveyance; devotion; diligence; disposition; endeavour; equipping; exertion; fitting together; fixing; harnessing; incantation; joining; method; mixture; occasion; opportunity; partaking of; possessing; profit; property; propriety; putting on; putting to; putting together; team; the act of yoking; the leading; to agree; undertaking; union
